RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
1,1,4,87445.54011314354,2,1.0,1,1,1.0,16.0,2,4.0
1,2,4,,4,1.0,1,1,1.0,18.0,2,4.0
9,2,3,11998.806886938262,12,8.0,1,1,1.0,21.0,2,4.0
1,1,4,,6,1.0,1,1,6.0,1.0,2,4.0
1,1,3,90047.61727129683,48,1.0,1,1,1.0,7.0,2,4.0
1,1,4,80348.95468132905,8,,1,1,6.0,19.0,2,4.0
1,2,2,0.0,26,,1,1,6.0,14.0,2,4.0
1,2,3,,37,,1,1,1.0,19.0,2,4.0
1,2,2,71690.56143246952,55,,1,1,1.0,16.0,2,4.0
1,2,3,159970.41048308494,48,1.0,1,1,1.0,12.0,2,4.0
1,2,2,17300.780135529116,26,,1,1,,21.0,2,4.0
1,1,1,,34,,1,1,1.0,20.0,2,4.0
1,1,4,114544.8268090332,16,,1,1,2.0,,2,
1,1,3,60528.44849216844,37,1.0,1,1,6.0,11.0,2,4.0
8,2,3,31118.45629647432,13,,1,1,,,2,4.0
1,2,1,293318.03889585554,36,1.0,1,1,,,2,4.0
1,1,4,9430.89490980927,8,,1,1,1.0,19.0,2,4.0
1,1,4,0.0,8,,1,1,1.0,21.0,2,
1,2,4,93133.83384761684,6,1.0,1,1,3.0,22.0,2,4.0
1,1,1,132863.96149879796,36,1.0,1,1,1.0,16.0,2,4.0
1,2,2,76323.47404986342,26,,1,1,5.0,18.0,2,4.0
1,1,2,136743.8332274503,27,,1,1,6.0,23.0,2,
1,2,3,0.0,54,,1,1,6.0,23.0,2,
4,2,4,16353.244775377665,53,1.0,1,1,6.0,1.0,2,4.0
1,1,4,17466.959155584198,6,,3,1,3.0,19.0,2,4.0
1,1,1,46584.963265033315,36,1.0,1,1,1.0,14.0,2,4.0
1,2,4,0.0,6,1.0,1,1,,18.0,2,4.0
8,1,2,88913.59667411396,17,3.0,1,1,1.0,16.0,2,4.0
2,1,2,0.0,29,1.0,4,2,1.0,15.0,2,4.0
1,1,1,0.0,25,,1,1,1.0,18.0,2,4.0
1,2,3,12119.604939137418,45,6.0,1,1,1.0,24.0,2,4.0
1,2,3,0.0,48,,1,1,,14.0,2,4.0
2,1,4,6726.737044959089,6,1.0,1,1,1.0,22.0,2,4.0
1,1,9,0.0,72,,1,1,1.0,19.0,2,4.0
9,1,2,113816.70324490278,18,1.0,1,1,1.0,20.0,2,4.0
1,2,1,0.0,42,,1,1,1.0,16.0,2,4.0
1,1,2,,17,1.0,1,1,1.0,16.0,2,4.0
1,2,1,,42,,1,1,,18.0,2,
9,1,2,85503.69550826363,39,1.0,2,1,1.0,19.0,2,4.0
1,1,3,0.0,48,1.0,1,1,6.0,18.0,2,4.0
1,2,3,55644.300667017604,37,1.0,1,1,6.0,22.0,2,4.0
1,2,3,46860.527929701384,47,1.0,1,1,5.0,17.0,2,4.0
1,2,2,0.0,18,1.0,1,1,4.0,22.0,2,4.0
9,1,3,0.0,12,1.0,1,1,6.0,21.0,2,1.0
9,2,2,46747.73159512272,55,,1,1,,18.0,2,4.0
1,2,2,94656.93450008656,17,1.0,1,1,,16.0,2,4.0
1,2,2,21982.7287168834,26,,1,1,1.0,19.0,2,2.0
1,1,4,67070.03219767334,41,8.0,1,1,1.0,21.0,2,4.0
1,1,3,26872.03455369688,12,1.0,1,1,1.0,16.0,2,4.0
1,2,2,,39,,1,1,6.0,20.0,2,4.0
1,1,4,43494.685787521994,6,1.0,1,1,1.0,16.0,2,4.0
1,1,3,88698.38275456746,37,,1,1,6.0,2.0,2,4.0
2,1,4,9257.633758954798,6,7.0,3,1,1.0,16.0,2,4.0
1,1,2,70795.36687104723,46,1.0,1,1,,1.0,2,4.0
1,1,3,140521.99483408,28,1.0,1,1,1.0,16.0,2,4.0
1,2,2,,29,,1,1,6.0,2.0,2,2.0
4,1,1,133198.28288916408,42,,1,1,,2.0,2,3.0
2,1,1,0.0,36,,1,1,,22.0,2,
1,2,2,149544.8240034305,26,1.0,1,1,,16.0,2,4.0
1,2,4,82557.4167436289,4,,1,1,6.0,11.0,2,
1,1,3,0.0,54,1.0,1,1,1.0,14.0,2,4.0
1,1,3,0.0,13,,1,1,6.0,21.0,2,
1,2,1,0.0,34,,1,1,4.0,24.0,2,4.0
1,2,3,,12,3.0,1,1,1.0,19.0,2,4.0
1,2,3,54115.851174532865,48,,1,1,5.0,18.0,2,4.0
1,1,3,89599.1859991271,13,1.0,1,1,1.0,22.0,2,2.0
9,1,3,149144.96375144107,51,,1,1,,16.0,2,4.0
1,1,3,0.0,51,,1,1,3.0,11.0,2,4.0
8,2,1,0.0,36,1.0,1,1,,21.0,2,4.0
9,1,3,0.0,12,,1,1,3.0,18.0,2,
1,1,3,148955.95765923747,48,1.0,1,1,6.0,16.0,2,1.0
1,2,2,28684.6509425023,18,1.0,1,1,1.0,20.0,2,4.0
1,1,3,63390.33928757194,47,1.0,1,1,1.0,19.0,2,4.0
1,2,2,33038.388541043765,17,,1,1,,21.0,1,4.0
1,1,3,58219.915025201655,28,,1,1,6.0,18.0,2,
1,2,3,11655.727219746237,40,1.0,1,1,1.0,21.0,2,4.0
1,1,3,40899.16251728877,48,1.0,1,1,6.0,21.0,2,4.0
1,2,1,45062.83488624397,34,1.0,1,1,1.0,19.0,2,4.0
1,2,1,34114.3021877329,34,1.0,1,1,6.0,1.0,2,4.0
1,2,1,,36,1.0,4,2,1.0,1.0,2,4.0
9,2,4,67976.19386026965,6,1.0,1,1,,17.0,2,4.0
1,1,1,61707.52923301922,42,1.0,1,1,1.0,19.0,2,4.0
1,2,2,,17,1.0,1,1,6.0,12.0,2,4.0
8,1,3,,21,,3,1,,20.0,2,2.0
1,1,3,,13,,1,1,4.0,22.0,2,1.0
1,2,4,,8,1.0,1,1,5.0,23.0,2,4.0
1,1,3,65583.8363395889,48,,1,1,,19.0,2,
4,1,3,94522.48300579308,48,,1,1,6.0,20.0,2,4.0
1,2,1,21862.48465030807,36,1.0,4,2,4.0,22.0,2,4.0
9,2,4,,4,,1,1,6.0,13.0,2,4.0
9,2,4,,49,8.0,1,1,1.0,20.0,2,4.0
1,2,2,,55,1.0,1,1,1.0,18.0,2,4.0
1,2,4,38477.902677723614,6,1.0,1,1,,20.0,1,4.0
9,2,3,0.0,48,1.0,4,2,1.0,20.0,2,4.0
1,1,3,0.0,1,1.0,1,1,,16.0,2,4.0
1,2,4,176419.52650689613,32,1.0,1,1,4.0,18.0,2,2.0
1,2,3,24084.97525610559,12,,1,1,6.0,18.0,2,4.0
1,1,4,2411.7650148727553,4,,1,1,6.0,7.0,1,4.0
1,1,3,165206.16365640843,12,1.0,1,1,6.0,14.0,2,4.0
1,2,1,84694.402660335,42,7.0,1,1,6.0,22.0,2,4.0
1,2,2,0.0,17,1.0,1,1,6.0,18.0,2,4.0
9,1,3,90416.03405430575,47,1.0,1,1,1.0,16.0,2,4.0
1,2,2,102326.70055373927,55,,1,1,,12.0,2,1.0
6,1,3,25727.83281236434,13,,1,1,1.0,2.0,2,4.0
1,2,3,,37,1.0,1,1,3.0,17.0,2,4.0
1,2,4,36386.890707932645,2,,1,1,1.0,,2,
1,1,1,38354.678197764755,9,,1,1,3.0,,2,
1,1,4,8751.324092073264,6,1.0,1,1,6.0,19.0,2,4.0
1,2,2,89691.73781577525,39,,1,1,6.0,16.0,2,4.0
1,2,2,58047.521416940355,26,,5,2,1.0,19.0,2,4.0
1,1,1,92944.91645169312,42,1.0,1,1,6.0,20.0,2,2.0
1,1,2,65640.50228474979,17,,1,1,1.0,2.0,2,4.0
4,1,4,0.0,6,,4,2,6.0,1.0,2,
1,1,3,97055.29668198121,12,8.0,1,1,1.0,16.0,2,4.0
1,1,4,0.0,6,,1,1,4.0,21.0,2,4.0
2,1,2,74066.97156697478,29,1.0,4,2,6.0,18.0,2,4.0
1,2,2,53245.8887148121,26,1.0,1,1,1.0,2.0,2,
9,2,3,,45,,1,1,,17.0,2,4.0
1,2,3,,37,6.0,1,1,1.0,3.0,2,4.0
1,2,3,30576.76734161514,47,1.0,1,1,1.0,19.0,2,4.0
1,1,1,53801.126078370835,42,,1,1,6.0,9.0,1,4.0
1,1,2,56733.91041250478,29,1.0,1,1,1.0,20.0,2,4.0
9,2,4,0.0,53,,1,1,,1.0,2,4.0
1,2,3,43038.00342803734,48,7.0,5,2,1.0,19.0,2,4.0
1,2,3,21988.091738021973,51,,1,1,,14.0,2,
1,2,4,,6,1.0,1,1,4.0,16.0,2,4.0
9,1,2,116199.23586360089,26,5.0,1,1,,19.0,2,
1,1,3,40378.21878351939,37,1.0,1,1,6.0,19.0,2,
1,1,3,,13,1.0,1,1,1.0,22.0,2,4.0
1,2,2,,17,,1,1,6.0,19.0,1,4.0
1,2,3,0.0,28,3.0,1,1,6.0,18.0,2,4.0
9,1,2,63776.33059779399,26,1.0,1,1,1.0,19.0,2,
1,1,3,77049.76597788619,37,1.0,1,1,6.0,21.0,1,4.0
1,2,3,30652.974482640457,48,,1,1,6.0,10.0,2,2.0
2,2,1,,25,1.0,1,1,6.0,18.0,2,
2,2,1,80849.3415314774,34,1.0,1,1,6.0,,2,4.0
1,2,2,124077.63592931535,17,,1,1,6.0,22.0,2,1.0
1,2,3,4169.834441425715,45,,1,1,6.0,22.0,2,4.0
1,2,3,,1,,1,1,1.0,18.0,2,4.0
2,2,2,135252.9122108735,39,6.0,1,1,6.0,19.0,2,4.0
1,1,2,116180.73658661923,17,,1,1,1.0,13.0,2,
1,2,1,0.0,9,,1,1,6.0,16.0,2,4.0
1,1,3,86254.74189404846,48,1.0,1,1,6.0,1.0,2,
1,1,3,211382.76832428796,5,1.0,1,1,1.0,18.0,2,4.0
1,2,3,0.0,28,,1,1,1.0,14.0,2,4.0
1,1,2,,55,,1,1,1.0,21.0,2,4.0
1,1,2,0.0,39,,1,1,,18.0,2,4.0
1,2,2,,55,3.0,1,1,1.0,19.0,2,4.0
9,1,3,89886.06700207252,13,8.0,1,1,1.0,22.0,2,4.0
1,1,3,0.0,1,,1,1,,19.0,1,
1,1,2,140164.0382357226,26,,1,1,6.0,2.0,2,4.0
9,2,3,80502.74269807065,51,1.0,1,1,6.0,16.0,2,4.0
1,1,4,,6,1.0,1,1,6.0,22.0,2,4.0
1,2,3,219847.07245798892,13,8.0,1,1,1.0,22.0,2,4.0
1,2,3,74684.30943958541,13,,1,1,,20.0,2,4.0
1,2,3,,12,,4,2,,1.0,2,4.0
4,2,3,54201.740476136045,37,,1,1,,2.0,2,4.0
1,1,3,101074.17903272639,48,6.0,1,1,1.0,16.0,2,4.0
1,1,2,,39,4.0,1,1,1.0,16.0,2,4.0
1,1,4,157835.13980182481,4,1.0,4,2,6.0,18.0,2,4.0
2,1,3,52262.23323006167,47,,1,1,6.0,19.0,2,2.0
1,2,1,101628.2407146057,34,1.0,1,1,1.0,16.0,2,4.0
1,2,3,13178.89463424095,13,1.0,1,1,1.0,18.0,2,4.0
8,1,4,101818.80285411564,53,1.0,1,1,6.0,22.0,2,4.0
1,1,4,119045.97578915651,2,1.0,1,1,6.0,20.0,2,4.0
1,2,2,61022.7337483338,55,,1,1,1.0,20.0,2,4.0
1,1,3,,13,1.0,1,1,5.0,20.0,2,4.0
1,1,3,,37,1.0,1,1,1.0,2.0,2,4.0
9,1,3,,37,1.0,1,1,1.0,19.0,2,4.0
1,1,4,51826.43003843819,6,1.0,1,1,1.0,16.0,2,4.0
1,1,4,,6,,1,1,1.0,17.0,2,4.0
1,2,3,108727.42355788984,24,1.0,1,1,6.0,20.0,2,4.0
9,1,3,99706.7105528928,12,,1,1,6.0,22.0,2,4.0
1,2,4,110372.9016288686,16,7.0,1,1,1.0,19.0,2,4.0
1,2,3,108486.92396409353,51,,1,1,,12.0,1,
1,1,2,29185.14140103343,29,,1,1,1.0,19.0,2,4.0
1,2,3,0.0,51,,1,1,3.0,19.0,2,4.0
8,2,3,105575.65171140488,12,,1,1,6.0,21.0,2,4.0
1,2,3,42515.95778113748,47,1.0,1,1,6.0,17.0,2,4.0
1,2,1,,34,,1,1,1.0,23.0,2,4.0
1,2,2,0.0,26,1.0,1,1,1.0,21.0,2,4.0
1,1,1,113925.16174244048,36,1.0,1,1,1.0,19.0,2,4.0
1,1,3,172078.92360662913,47,1.0,1,1,1.0,22.0,2,4.0
1,1,1,127660.62283572913,36,,1,1,,22.0,2,4.0
1,1,3,58635.1018696253,13,,1,1,6.0,21.0,2,4.0
1,2,3,,45,1.0,1,1,,19.0,2,4.0
1,2,2,0.0,17,,1,1,3.0,18.0,2,4.0
9,2,2,0.0,18,2.0,1,1,1.0,21.0,2,4.0
9,1,1,,36,3.0,1,1,1.0,21.0,2,4.0
9,1,1,49655.161487204736,34,1.0,1,1,1.0,22.0,2,4.0
1,2,2,0.0,27,,1,1,4.0,19.0,2,4.0
9,2,2,45691.53932933825,29,1.0,1,1,6.0,19.0,2,4.0
1,1,4,67756.28958387315,53,1.0,1,1,1.0,22.0,1,
1,1,3,45185.672276731646,37,1.0,1,1,1.0,20.0,2,
1,2,3,,48,1.0,1,1,,,2,4.0
1,2,4,44465.54664693218,8,,1,1,1.0,12.0,2,
1,2,2,68713.05906888214,29,6.0,1,1,,20.0,2,4.0
1,1,2,75738.56413381596,18,1.0,1,1,1.0,12.0,2,4.0
1,2,3,97326.60628511591,48,1.0,1,1,,22.0,2,4.0
1,1,4,11657.92924878771,2,6.0,1,1,6.0,19.0,2,4.0
1,2,2,,26,1.0,1,1,6.0,22.0,2,4.0
1,2,3,60619.502309785865,45,1.0,1,1,6.0,19.0,2,4.0
1,1,2,103634.01487775074,55,,1,1,1.0,21.0,2,4.0
1,2,1,0.0,34,1.0,1,1,6.0,24.0,2,4.0
9,1,3,0.0,24,1.0,1,1,1.0,2.0,2,4.0
6,2,4,76364.87903805432,4,1.0,1,1,1.0,19.0,2,4.0
1,2,2,14617.587833243117,26,,1,1,4.0,5.0,2,4.0
1,2,1,,42,1.0,1,1,1.0,20.0,2,4.0
1,1,3,,12,1.0,1,1,6.0,16.0,1,4.0
1,2,1,46177.682936388526,34,1.0,3,1,6.0,7.0,2,4.0
1,1,4,0.0,6,1.0,1,1,5.0,1.0,2,4.0
1,2,3,32622.01553858051,28,,1,1,1.0,21.0,2,4.0
1,2,4,31471.78334848806,16,,1,1,1.0,1.0,2,4.0
1,2,3,140818.53047422803,13,,1,1,1.0,18.0,2,4.0
1,1,1,68375.63735536352,34,1.0,1,1,6.0,20.0,2,4.0
1,2,1,33933.31470470071,34,,1,1,,20.0,2,4.0
9,2,2,120151.93820981417,17,1.0,1,1,4.0,16.0,2,4.0
1,2,3,100237.42977218554,37,1.0,1,1,6.0,19.0,2,4.0
6,2,1,38779.54569034299,36,1.0,1,1,6.0,21.0,2,4.0
1,2,2,0.0,27,,1,1,6.0,17.0,2,4.0
1,1,1,73201.15758219258,9,,1,1,6.0,1.0,2,4.0
4,2,2,0.0,18,3.0,1,1,6.0,16.0,2,4.0
1,1,2,,26,,1,1,6.0,18.0,1,4.0
9,2,1,43676.35989233259,42,1.0,1,1,,19.0,2,4.0
2,2,3,31238.960587990303,48,,1,1,4.0,21.0,2,4.0
4,2,2,0.0,17,1.0,1,1,1.0,16.0,2,4.0
6,1,3,138685.20898365363,47,,1,1,1.0,14.0,2,4.0
1,1,4,0.0,2,,1,1,,19.0,1,4.0
1,1,3,85148.1253661499,51,8.0,1,1,1.0,20.0,2,4.0
1,1,4,0.0,32,1.0,1,1,1.0,22.0,2,4.0
1,1,3,0.0,47,,1,1,1.0,17.0,2,4.0
1,2,4,47925.832059741915,6,,1,1,6.0,17.0,2,4.0
1,2,4,84948.93637185082,53,,1,1,6.0,1.0,2,4.0
1,1,1,,36,7.0,1,1,1.0,20.0,2,4.0
1,2,4,42040.72080926443,53,1.0,1,1,,24.0,2,
1,1,4,89958.38739787004,2,1.0,1,1,1.0,20.0,2,
1,1,4,92776.00933670654,6,1.0,3,1,1.0,21.0,2,4.0
1,1,2,26792.00757430185,39,4.0,4,2,1.0,19.0,2,4.0
9,2,3,75893.64593867226,48,1.0,1,1,,1.0,2,4.0
2,2,2,,26,8.0,1,1,1.0,21.0,2,4.0
1,1,3,,28,4.0,1,1,1.0,18.0,2,
9,1,2,89398.56425696434,18,1.0,1,1,1.0,17.0,2,4.0
9,2,1,10855.915123291023,34,,4,2,6.0,,2,4.0
1,2,2,49848.3941805411,39,8.0,1,1,6.0,16.0,2,4.0
9,1,2,1507.7797410468702,26,1.0,5,2,1.0,19.0,2,4.0
1,1,4,107789.78271622091,4,,1,1,4.0,2.0,1,
1,2,3,0.0,24,1.0,1,1,6.0,16.0,2,4.0
1,2,3,239245.57484257274,48,1.0,1,1,1.0,16.0,2,4.0
1,2,2,177803.89484525696,29,2.0,1,1,1.0,19.0,2,4.0
1,1,1,163713.16544690204,36,8.0,1,1,,16.0,2,4.0
1,2,3,39841.76222758844,1,1.0,1,1,6.0,19.0,2,4.0
1,2,3,137011.62471306813,48,1.0,1,1,,1.0,2,4.0
1,2,4,82390.08243421267,16,5.0,1,1,,22.0,2,4.0
1,2,1,,34,,1,1,4.0,19.0,2,4.0
1,1,2,46053.80919265101,17,1.0,1,1,1.0,16.0,2,4.0
1,2,2,0.0,26,,1,1,4.0,21.0,2,4.0
1,1,2,34897.60426653031,26,1.0,1,1,6.0,21.0,2,4.0
1,2,4,564.5291070731764,6,,1,1,,9.0,2,4.0
1,2,3,0.0,37,,1,1,6.0,16.0,2,4.0
1,1,2,,17,,1,1,1.0,20.0,2,4.0
1,1,2,0.0,26,1.0,1,1,6.0,20.0,2,4.0
1,2,2,158176.1006684837,31,8.0,1,1,1.0,18.0,2,4.0
9,2,1,,36,3.0,1,1,1.0,22.0,1,4.0
1,1,4,0.0,6,,1,1,,1.0,2,
1,1,4,,6,1.0,1,1,6.0,19.0,1,4.0
9,1,1,63301.613557607314,34,,1,1,1.0,22.0,1,4.0
1,1,2,76744.34706348254,26,1.0,1,1,1.0,19.0,2,4.0
1,2,3,0.0,5,1.0,1,1,6.0,22.0,2,4.0
1,2,4,13.177503361250274,16,1.0,1,1,,22.0,2,4.0
1,1,3,53223.591819765876,51,1.0,1,1,6.0,22.0,2,4.0
1,2,1,177735.79089569557,42,1.0,1,1,6.0,13.0,2,4.0
1,2,3,33510.83974472981,5,,1,1,4.0,20.0,2,
9,2,2,15088.223339870874,19,1.0,1,1,,18.0,2,4.0
1,1,4,92879.35468596686,53,1.0,1,1,1.0,20.0,2,4.0
1,1,2,133874.01278792202,55,3.0,4,2,1.0,21.0,2,4.0
1,2,2,30267.8828765195,39,,1,1,4.0,19.0,2,4.0
1,2,3,99766.28474335653,51,1.0,1,1,6.0,18.0,2,4.0
1,1,3,,12,8.0,1,1,,16.0,2,4.0
1,1,1,47886.01244133815,36,7.0,1,1,1.0,21.0,2,4.0
1,2,4,0.0,2,1.0,1,1,6.0,21.0,1,4.0
1,2,4,,6,4.0,4,2,1.0,16.0,2,4.0
1,1,3,129302.22272666989,48,3.0,1,1,1.0,21.0,2,4.0
1,2,3,39738.05952717739,13,1.0,1,1,1.0,22.0,2,4.0
1,2,1,90677.51434631224,34,2.0,1,1,6.0,19.0,2,4.0
9,1,3,118810.67396203772,1,6.0,1,1,6.0,19.0,2,4.0
1,1,4,65745.05910665717,4,6.0,1,1,1.0,1.0,2,4.0
1,1,1,150036.04260185524,36,1.0,1,1,1.0,21.0,2,4.0
1,1,4,,53,1.0,1,1,1.0,1.0,2,4.0
1,1,4,0.0,49,,1,1,4.0,15.0,2,
1,1,1,0.0,34,3.0,1,1,,17.0,2,4.0
1,2,1,149002.7721361658,34,8.0,1,1,1.0,22.0,2,4.0
1,2,4,24148.40396782083,2,,1,1,6.0,24.0,2,4.0
1,1,4,172196.97896330425,6,1.0,1,1,,22.0,2,4.0
6,2,3,0.0,48,7.0,1,1,6.0,18.0,2,4.0
1,2,3,49076.63283099828,45,2.0,1,1,6.0,18.0,2,4.0
1,1,3,19349.34007738592,37,1.0,1,1,1.0,16.0,2,4.0
1,1,2,54514.329035669274,17,,1,1,6.0,19.0,2,
1,2,2,96379.66295664736,26,6.0,1,1,1.0,16.0,1,4.0
1,1,4,174701.74103916355,6,1.0,1,1,1.0,18.0,2,
1,2,2,139531.07371553386,39,4.0,1,1,1.0,21.0,2,4.0
1,2,2,96909.22554870645,18,1.0,1,1,6.0,16.0,2,
1,2,1,,25,,1,1,6.0,18.0,2,4.0
1,2,4,,6,1.0,1,1,5.0,20.0,2,4.0
1,2,1,0.0,34,,1,1,1.0,21.0,2,4.0
1,2,2,0.0,17,,1,1,1.0,19.0,2,4.0
1,2,3,75856.31949735392,47,,1,1,6.0,19.0,2,4.0
1,2,1,54905.14238369815,42,1.0,1,1,6.0,21.0,2,4.0
1,2,2,0.0,39,1.0,1,1,,19.0,2,4.0
1,2,3,26353.766619724964,48,8.0,1,1,6.0,21.0,2,4.0
1,2,3,0.0,5,,1,1,,19.0,2,4.0
1,2,2,10136.479548737552,38,,1,1,5.0,15.0,2,4.0
1,1,2,111963.36442670622,17,1.0,1,1,6.0,4.0,2,
1,1,4,,6,1.0,1,1,,20.0,2,2.0
1,1,4,68124.91589647702,53,,1,1,,18.0,2,
1,2,4,0.0,53,,1,1,6.0,22.0,2,4.0
1,1,4,15260.349913192735,6,1.0,1,1,6.0,21.0,2,4.0
9,1,2,0.0,55,,1,1,1.0,,2,1.0
2,1,3,24923.27459503297,13,,1,1,6.0,14.0,2,
1,2,3,,37,1.0,1,1,1.0,19.0,2,4.0
1,1,3,55440.93597262951,12,,1,1,6.0,1.0,2,4.0
1,1,3,30144.183498437906,28,1.0,1,1,6.0,10.0,2,1.0
9,1,3,,51,6.0,1,1,6.0,16.0,2,4.0
1,1,3,0.0,37,,4,2,6.0,22.0,2,4.0
1,1,4,108063.17435895502,4,,1,1,1.0,22.0,2,4.0
1,2,1,0.0,36,,1,1,5.0,20.0,2,4.0
1,2,4,0.0,2,1.0,1,1,6.0,12.0,2,4.0
1,1,2,170286.74016414987,29,1.0,1,1,1.0,2.0,2,
1,2,1,7052.081815207937,36,1.0,1,1,6.0,17.0,2,4.0
9,2,3,57133.39891460328,22,3.0,1,1,6.0,2.0,2,4.0
1,1,4,100016.93041020127,2,1.0,1,1,2.0,17.0,2,4.0
1,1,1,0.0,36,1.0,1,1,,5.0,2,2.0
1,2,3,0.0,51,1.0,1,1,6.0,21.0,2,4.0
1,2,1,90420.24658269985,34,6.0,1,1,1.0,21.0,1,4.0
1,2,9,,72,1.0,1,1,6.0,4.0,2,4.0
1,2,1,90138.70407777067,34,,1,1,,,2,4.0
1,1,2,0.0,18,,1,1,1.0,22.0,2,4.0
1,2,3,126604.21320091104,48,1.0,1,1,1.0,18.0,2,4.0
9,1,1,0.0,34,,1,1,6.0,16.0,2,4.0
1,2,3,31588.11058810215,47,,1,1,1.0,,2,4.0
1,2,2,,18,1.0,1,1,1.0,22.0,2,
1,2,1,71284.6033534523,34,1.0,1,1,1.0,16.0,2,4.0
1,2,4,13537.439003585005,6,1.0,1,1,6.0,,2,4.0
1,2,1,,44,1.0,1,1,1.0,22.0,2,4.0
1,1,3,,48,,1,1,3.0,22.0,2,4.0
1,1,4,48966.16585427375,2,8.0,1,1,1.0,21.0,2,
1,2,1,35442.887983155626,34,7.0,1,1,1.0,16.0,2,4.0
1,1,3,48751.50334533136,12,1.0,1,1,6.0,16.0,2,4.0
1,2,3,167054.58620707045,13,2.0,1,1,1.0,,2,4.0
1,2,4,25973.045417095676,6,1.0,1,1,1.0,9.0,2,4.0
1,1,4,,2,,1,1,6.0,14.0,2,4.0
1,1,1,107514.23861332018,42,8.0,1,1,1.0,21.0,2,4.0
1,1,4,0.0,2,,1,1,1.0,21.0,2,4.0
1,2,1,,42,8.0,1,1,5.0,21.0,2,4.0
1,2,3,132362.80299820536,12,1.0,1,1,,13.0,2,4.0
1,1,2,214235.67607308854,18,1.0,1,1,1.0,22.0,2,
1,1,2,101913.94828507319,17,,1,1,6.0,12.0,2,
1,1,2,60476.07207821253,18,4.0,1,1,1.0,18.0,2,4.0
