RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
1,2,1,17600.0,9,4.0,1,1,6.0,19.0,2,4.0
1,2,3,7800.0,47,1.0,1,1,4.0,19.0,1,4.0
1,2,2,,17,,1,1,,4.0,2,
6,1,4,112000.0,6,1.0,4,2,1.0,22.0,2,4.0
2,2,3,,37,,1,1,,6.0,2,
1,1,3,11000.0,40,1.0,1,1,6.0,16.0,2,4.0
1,2,3,14000.0,54,,1,1,1.0,20.0,1,4.0
1,2,3,154000.0,48,2.0,1,1,1.0,22.0,2,4.0
1,1,1,83000.0,36,4.0,1,1,1.0,16.0,1,4.0
1,1,2,,18,,1,1,,3.0,2,
2,2,3,,24,,1,1,,2.0,2,
6,2,4,36000.0,6,,5,2,6.0,22.0,2,4.0
1,1,2,85000.0,18,1.0,1,1,1.0,22.0,2,4.0
1,2,1,5000.0,36,1.0,1,1,6.0,16.0,2,4.0
1,1,2,99000.0,17,1.0,1,1,1.0,21.0,2,4.0
8,1,3,46000.0,37,1.0,5,2,1.0,11.0,2,4.0
1,1,3,42700.0,13,1.0,4,2,1.0,21.0,2,4.0
1,2,3,24600.0,48,2.0,1,1,1.0,23.0,2,4.0
1,2,3,0.0,48,1.0,1,1,6.0,20.0,2,4.0
1,1,4,67400.0,6,1.0,1,1,1.0,24.0,2,4.0
6,1,2,9000.0,19,,5,2,6.0,22.0,2,4.0
1,2,2,55000.0,39,1.0,1,1,1.0,22.0,2,4.0
1,2,1,10500.0,9,,1,1,3.0,12.0,2,4.0
9,2,4,0.0,35,,1,1,6.0,13.0,2,
8,2,2,0.0,27,,1,1,6.0,13.0,2,4.0
1,1,3,45700.0,47,1.0,1,1,1.0,18.0,2,3.0
1,1,4,65000.0,6,1.0,1,1,1.0,22.0,2,4.0
1,1,1,92000.0,42,1.0,1,1,4.0,17.0,2,4.0
1,1,3,36300.0,37,,1,1,1.0,16.0,2,4.0
1,1,2,10000.0,26,1.0,1,1,6.0,16.0,2,4.0
1,2,3,30000.0,37,1.0,1,1,6.0,20.0,2,4.0
1,2,3,107000.0,21,7.0,1,1,1.0,24.0,2,4.0
1,2,4,50750.0,53,4.0,1,1,6.0,22.0,2,4.0
1,1,3,40000.0,12,1.0,1,1,1.0,17.0,2,4.0
1,2,2,40000.0,18,2.0,5,2,6.0,9.0,2,4.0
1,1,3,14200.0,12,,1,1,1.0,20.0,2,2.0
1,2,2,6000.0,39,,1,1,4.0,16.0,2,4.0
1,2,2,65000.0,18,4.0,4,2,1.0,22.0,1,4.0
1,2,2,,26,,1,1,,9.0,2,
1,2,4,5000.0,6,1.0,1,1,6.0,13.0,2,4.0
1,2,1,37500.0,25,6.0,1,1,3.0,16.0,1,4.0
1,2,4,4600.0,16,,1,1,1.0,14.0,2,4.0
1,2,3,12000.0,1,,1,1,1.0,21.0,2,4.0
2,1,2,16300.0,17,,1,1,3.0,17.0,1,4.0
1,2,3,12800.0,5,,1,1,3.0,16.0,2,4.0
1,2,3,10800.0,13,,1,1,2.0,14.0,1,4.0
2,1,4,,6,,1,1,,5.0,2,
5,2,4,0.0,32,,1,1,1.0,20.0,2,4.0
1,1,3,37000.0,48,1.0,1,1,1.0,24.0,2,4.0
2,1,1,0.0,34,,1,1,6.0,16.0,2,4.0
1,2,4,0.0,6,,1,1,1.0,18.0,2,4.0
1,1,3,100000.0,48,1.0,5,2,1.0,21.0,2,4.0
1,2,2,36000.0,19,1.0,1,1,1.0,21.0,2,4.0
8,2,4,2000.0,6,6.0,5,2,1.0,8.0,2,4.0
1,1,3,48000.0,21,1.0,1,1,4.0,16.0,2,4.0
8,1,3,0.0,48,,1,1,6.0,16.0,2,4.0
1,1,1,200000.0,36,7.0,1,1,1.0,19.0,2,4.0
1,2,3,0.0,48,1.0,1,1,4.0,19.0,1,4.0
1,1,3,13200.0,5,,1,1,1.0,17.0,1,4.0
6,2,4,2400.0,6,,1,1,1.0,18.0,2,4.0
3,1,2,0.0,38,,1,1,6.0,11.0,1,
9,2,4,,41,,1,1,,5.0,2,
1,1,4,13700.0,4,7.0,1,1,1.0,18.0,1,2.0
1,2,1,,36,,1,1,,5.0,2,
6,1,4,0.0,6,2.0,1,1,6.0,18.0,2,4.0
1,2,2,,20,,1,1,,7.0,2,
1,2,2,,31,,1,1,,1.0,2,
1,1,3,50000.0,51,6.0,1,1,1.0,21.0,2,4.0
9,2,9,25200.0,72,1.0,2,1,1.0,21.0,2,4.0
9,2,4,0.0,6,,1,1,6.0,17.0,1,4.0
1,2,3,25400.0,47,,1,1,3.0,19.0,2,4.0
1,1,3,3900.0,28,1.0,1,1,6.0,19.0,2,4.0
1,1,2,100000.0,27,1.0,1,1,1.0,16.0,2,4.0
1,1,3,9000.0,22,,1,1,6.0,12.0,1,
1,2,3,240000.0,54,,1,1,3.0,16.0,1,4.0
2,1,3,0.0,28,,1,1,6.0,13.0,2,
1,2,2,275000.0,27,6.0,1,1,1.0,21.0,2,4.0
1,2,3,1100.0,45,6.0,1,1,1.0,19.0,2,4.0
1,1,3,70000.0,45,1.0,1,1,1.0,19.0,1,2.0
1,2,2,67800.0,39,,1,1,4.0,21.0,2,4.0
6,2,1,230000.0,25,1.0,4,2,1.0,21.0,2,4.0
9,2,4,0.0,6,,1,1,6.0,16.0,2,4.0
1,1,2,,17,,1,1,,5.0,2,
6,2,4,60000.0,6,,1,1,1.0,21.0,2,4.0
9,1,4,,8,,1,1,,5.0,2,
2,2,3,,45,,1,1,,8.0,2,
6,1,3,,37,,1,1,,,2,
9,1,4,40000.0,6,2.0,1,1,4.0,15.0,2,4.0
1,2,1,0.0,25,,1,1,6.0,19.0,2,4.0
9,1,4,0.0,6,,1,1,6.0,16.0,2,4.0
1,2,3,20480.0,12,,1,1,1.0,21.0,2,4.0
1,2,1,22900.0,9,1.0,1,1,1.0,17.0,2,4.0
1,2,4,112080.0,49,1.0,1,1,1.0,18.0,2,4.0
1,2,4,58200.0,6,,1,1,1.0,22.0,1,4.0
1,2,4,22500.0,35,1.0,1,1,1.0,20.0,2,4.0
9,2,2,,17,,1,1,,,2,
1,2,4,40000.0,41,,1,1,4.0,16.0,1,4.0
9,1,3,0.0,13,1.0,1,1,2.0,7.0,2,4.0
2,1,3,20000.0,48,2.0,1,1,6.0,21.0,2,4.0
1,2,1,50000.0,36,3.0,1,1,1.0,22.0,2,4.0
8,1,4,,6,,1,1,,7.0,2,
1,1,2,237600.0,31,2.0,1,1,1.0,23.0,2,4.0
1,2,3,30300.0,51,1.0,1,1,4.0,16.0,2,4.0
1,1,2,20400.0,55,,1,1,1.0,16.0,1,3.0
1,2,1,37000.0,36,1.0,4,2,1.0,24.0,2,4.0
1,2,3,190.0,40,1.0,1,1,1.0,13.0,2,4.0
1,2,1,,9,,1,1,,12.0,2,
1,1,2,50000.0,55,1.0,1,1,1.0,21.0,2,2.0
1,2,1,3000.0,36,1.0,1,1,1.0,22.0,2,4.0
1,1,3,,45,,1,1,,,2,
1,2,2,0.0,29,,1,1,6.0,13.0,2,
1,2,3,28000.0,45,1.0,1,1,1.0,20.0,2,4.0
1,2,4,,6,,1,1,,11.0,2,
2,2,4,12600.0,6,1.0,1,1,6.0,22.0,2,4.0
1,1,3,117000.0,47,1.0,1,1,1.0,16.0,2,2.0
8,1,4,14200.0,6,1.0,4,2,1.0,9.0,2,4.0
1,2,2,60000.0,39,3.0,1,1,1.0,21.0,2,4.0
1,1,2,31100.0,39,,1,1,1.0,16.0,2,4.0
9,2,4,0.0,6,,1,1,1.0,24.0,2,4.0
1,1,2,,39,,1,1,,1.0,2,
8,1,4,19600.0,6,1.0,5,2,1.0,12.0,2,4.0
2,2,3,,13,,1,1,,,2,
8,2,3,9500.0,12,,2,1,4.0,18.0,2,4.0
1,1,4,30000.0,6,6.0,1,1,1.0,20.0,2,4.0
1,2,3,3100.0,12,,3,1,1.0,18.0,2,4.0
9,2,4,23000.0,53,1.0,5,2,6.0,14.0,2,4.0
1,1,2,71600.0,27,1.0,1,1,1.0,18.0,2,2.0
5,2,3,27000.0,48,1.0,5,2,6.0,15.0,2,4.0
1,2,3,,48,,1,1,,1.0,2,
6,1,2,34500.0,26,1.0,1,1,6.0,18.0,2,4.0
1,1,4,150100.0,49,4.0,1,1,1.0,19.0,2,2.0
1,1,2,29000.0,46,1.0,1,1,1.0,21.0,2,4.0
1,2,2,6740.0,29,,1,1,6.0,11.0,1,4.0
3,2,2,,20,,1,1,,4.0,2,
1,2,1,,36,,1,1,,6.0,2,
8,2,4,70000.0,6,1.0,5,2,1.0,9.0,2,4.0
1,1,2,,17,,1,1,,1.0,2,
1,1,4,,8,,1,1,,4.0,2,
9,2,3,15000.0,12,1.0,1,1,6.0,14.0,2,4.0
2,2,4,49800.0,8,2.0,1,1,6.0,21.0,2,4.0
1,1,1,28000.0,9,3.0,1,1,3.0,22.0,2,4.0
1,2,2,29000.0,18,2.0,1,1,1.0,21.0,2,4.0
1,2,1,35000.0,42,3.0,1,1,3.0,17.0,2,4.0
1,1,2,,39,,1,1,,4.0,2,
1,1,2,473000.0,29,1.0,1,1,1.0,18.0,2,4.0
1,2,3,57000.0,21,1.0,1,1,1.0,16.0,2,4.0
1,2,4,,49,,1,1,,2.0,2,
1,2,3,19000.0,12,1.0,1,1,1.0,16.0,2,4.0
9,2,3,14000.0,21,2.0,1,1,1.0,20.0,2,4.0
8,1,4,10800.0,35,,5,2,1.0,16.0,1,4.0
9,1,4,,6,,1,1,,1.0,2,
1,2,2,27000.0,26,1.0,1,1,1.0,21.0,2,4.0
1,2,2,,46,,1,1,,9.0,2,
1,1,3,51000.0,1,1.0,1,1,6.0,18.0,2,3.0
1,2,3,20540.0,12,3.0,1,1,4.0,16.0,2,4.0
1,2,3,52000.0,21,1.0,1,1,4.0,19.0,1,4.0
1,1,2,80000.0,39,1.0,1,1,1.0,16.0,2,4.0
8,2,1,,42,,1,1,,3.0,2,
1,1,2,19000.0,46,1.0,1,1,6.0,20.0,2,4.0
8,1,4,,6,,1,1,,9.0,2,
1,1,1,35000.0,36,2.0,3,1,1.0,21.0,2,4.0
1,2,2,,18,,1,1,,,2,
1,1,3,0.0,51,,1,1,6.0,13.0,2,
1,2,3,17700.0,37,,1,1,3.0,20.0,1,4.0
9,1,4,,8,,1,1,,6.0,2,
2,2,3,29000.0,13,1.0,1,1,4.0,16.0,2,4.0
1,1,2,48750.0,26,,1,1,1.0,21.0,1,2.0
8,2,4,11000.0,6,,4,2,1.0,1.0,2,4.0
1,2,3,28800.0,1,,1,1,1.0,16.0,2,4.0
1,2,3,86010.0,48,1.0,1,1,3.0,16.0,1,4.0
1,2,4,42000.0,6,,4,2,3.0,16.0,1,4.0
2,1,1,,25,,1,1,,4.0,2,
1,1,3,65000.0,47,3.0,1,1,1.0,16.0,2,4.0
1,1,3,,12,,1,1,,10.0,2,
2,2,1,32850.0,42,,1,1,1.0,16.0,2,4.0
1,2,2,36000.0,39,1.0,1,1,1.0,16.0,1,4.0
3,1,3,30000.0,48,1.0,1,1,4.0,1.0,2,4.0
1,2,2,,20,,1,1,,6.0,2,
1,1,3,76800.0,12,,1,1,1.0,19.0,2,2.0
1,1,2,6300.0,26,,1,1,1.0,21.0,2,2.0
8,1,4,40000.0,4,1.0,5,2,1.0,19.0,2,4.0
1,1,1,,34,,1,1,,1.0,2,
1,2,1,11800.0,42,1.0,1,1,6.0,16.0,2,4.0
2,2,3,11000.0,12,3.0,1,1,1.0,23.0,2,4.0
1,1,3,9600.0,45,,1,1,1.0,14.0,1,4.0
1,1,3,19000.0,47,3.0,1,1,1.0,15.0,2,4.0
1,1,1,85000.0,34,7.0,1,1,1.0,19.0,2,4.0
2,2,3,20000.0,37,1.0,1,1,4.0,22.0,2,4.0
1,2,2,35000.0,18,2.0,1,1,1.0,20.0,2,4.0
1,1,3,165700.0,28,7.0,1,1,1.0,19.0,2,4.0
1,1,1,5300.0,9,,1,1,1.0,16.0,2,4.0
6,2,4,370000.0,6,2.0,4,2,1.0,24.0,2,4.0
2,1,4,0.0,8,,1,1,6.0,19.0,1,4.0
9,1,3,,22,,1,1,,11.0,2,
1,1,3,15000.0,48,3.0,1,1,1.0,21.0,2,2.0
1,1,3,2700.0,24,,1,1,6.0,16.0,1,4.0
1,2,4,45000.0,6,1.0,1,1,6.0,21.0,2,4.0
1,1,1,60000.0,36,6.0,5,2,1.0,22.0,2,4.0
1,1,1,75000.0,25,7.0,4,2,1.0,16.0,2,4.0
1,2,3,93000.0,51,1.0,1,1,1.0,19.0,2,4.0
1,1,3,34900.0,51,,1,1,4.0,23.0,2,4.0
9,1,1,,34,,1,1,,1.0,2,
1,1,4,49400.0,16,1.0,1,1,1.0,18.0,2,4.0
1,1,3,20000.0,48,6.0,1,1,4.0,15.0,2,4.0
1,1,2,15000.0,18,,1,1,1.0,20.0,2,4.0
1,2,3,41000.0,51,3.0,1,1,1.0,21.0,2,4.0
6,2,3,0.0,48,1.0,4,2,1.0,12.0,2,4.0
1,1,1,,25,,1,1,,,2,
2,2,3,0.0,28,1.0,1,1,6.0,16.0,2,4.0
1,2,2,4300.0,17,,1,1,6.0,16.0,1,4.0
1,2,3,30000.0,47,1.0,1,1,1.0,17.0,2,4.0
1,1,4,36500.0,6,1.0,1,1,1.0,16.0,2,4.0
1,2,1,133300.0,9,2.0,1,1,4.0,21.0,2,4.0
1,1,4,4400.0,53,,1,1,1.0,19.0,1,4.0
1,2,2,,55,,1,1,,5.0,1,
6,2,1,225000.0,34,1.0,4,2,1.0,22.0,2,4.0
9,1,4,38600.0,6,1.0,1,1,1.0,18.0,2,4.0
1,2,1,80200.0,34,1.0,1,1,6.0,22.0,1,4.0
2,2,1,29400.0,42,,1,1,4.0,16.0,2,4.0
1,1,4,4060.0,6,6.0,1,1,1.0,19.0,2,4.0
1,2,3,17700.0,48,,1,1,3.0,1.0,1,4.0
1,2,3,95000.0,48,1.0,1,1,6.0,22.0,2,4.0
1,1,2,,39,,1,1,,3.0,2,
1,2,2,101000.0,29,2.0,1,1,1.0,21.0,1,4.0
8,1,1,0.0,36,1.0,1,1,6.0,20.0,2,4.0
1,2,1,10000.0,42,1.0,1,1,1.0,16.0,2,4.0
1,1,2,90000.0,55,1.0,1,1,1.0,20.0,2,3.0
1,1,3,80000.0,1,6.0,1,1,1.0,19.0,2,4.0
1,1,3,,54,,1,1,,3.0,2,
1,1,3,65000.0,24,3.0,1,1,6.0,20.0,1,2.0
1,1,3,8700.0,12,,1,1,6.0,1.0,1,4.0
1,2,2,10800.0,38,,1,1,4.0,20.0,1,4.0
1,1,4,36000.0,6,1.0,1,1,1.0,24.0,2,4.0
1,1,1,,42,,1,1,,7.0,2,
1,1,4,57000.0,8,1.0,1,1,5.0,16.0,1,4.0
1,1,3,50000.0,1,1.0,1,1,1.0,20.0,2,4.0
6,1,2,0.0,26,,4,2,1.0,24.0,2,4.0
9,1,4,38000.0,56,1.0,5,2,1.0,16.0,2,4.0
2,2,2,,17,,1,1,,1.0,2,
1,1,1,41400.0,34,1.0,1,1,1.0,21.0,2,4.0
1,1,2,25000.0,27,1.0,1,1,6.0,20.0,2,4.0
1,2,4,7300.0,6,,1,1,6.0,13.0,2,4.0
9,2,4,4700.0,6,5.0,1,1,4.0,17.0,2,4.0
1,2,3,80000.0,48,4.0,1,1,1.0,22.0,2,2.0
1,1,2,0.0,26,,1,1,6.0,18.0,1,4.0
1,1,2,50000.0,29,1.0,1,1,1.0,21.0,1,4.0
8,2,4,13400.0,16,1.0,5,2,1.0,10.0,1,4.0
9,2,3,84000.0,12,1.0,1,1,4.0,21.0,2,4.0
1,2,4,9000.0,53,1.0,1,1,6.0,16.0,2,4.0
9,1,4,0.0,6,,1,1,6.0,16.0,2,4.0
1,1,4,55000.0,16,4.0,1,1,1.0,18.0,2,4.0
6,2,3,30000.0,12,1.0,4,2,1.0,13.0,2,4.0
2,2,3,14000.0,13,1.0,1,1,6.0,20.0,2,4.0
1,2,2,2800.0,27,,1,1,1.0,19.0,2,4.0
1,2,2,12000.0,18,1.0,1,1,6.0,16.0,1,4.0
1,1,4,,16,,1,1,,8.0,2,
1,2,4,20000.0,4,1.0,1,1,1.0,16.0,2,4.0
1,2,4,0.0,49,,1,1,1.0,22.0,2,4.0
1,1,4,100000.0,6,3.0,1,1,1.0,22.0,2,4.0
6,2,3,0.0,12,1.0,5,2,1.0,1.0,2,4.0
6,1,4,,6,,4,2,,6.0,2,
1,1,3,22100.0,12,1.0,5,2,1.0,18.0,2,4.0
1,2,4,7900.0,6,5.0,1,1,6.0,19.0,2,4.0
1,1,4,18000.0,16,1.0,1,1,6.0,19.0,2,4.0
1,1,4,45000.0,8,,1,1,1.0,21.0,2,2.0
1,1,1,36100.0,36,,1,1,2.0,10.0,1,4.0
1,2,2,33000.0,26,,1,1,4.0,19.0,2,4.0
1,2,2,45000.0,27,1.0,1,1,6.0,19.0,2,4.0
2,2,3,87800.0,13,1.0,1,1,1.0,20.0,2,4.0
9,2,4,0.0,6,,5,2,2.0,18.0,2,4.0
1,2,3,0.0,51,,1,1,6.0,13.0,2,4.0
2,2,2,0.0,26,6.0,1,1,6.0,16.0,1,4.0
1,2,4,18900.0,53,1.0,1,1,1.0,19.0,2,4.0
6,1,3,36000.0,51,1.0,4,2,1.0,21.0,2,4.0
6,2,4,55000.0,6,1.0,1,1,6.0,21.0,2,4.0
1,2,3,29600.0,12,,1,1,3.0,16.0,2,4.0
1,2,2,18300.0,26,,1,1,1.0,19.0,2,4.0
2,1,4,86600.0,53,1.0,1,1,1.0,19.0,2,4.0
1,2,3,52000.0,37,2.0,1,1,6.0,21.0,2,4.0
1,2,3,10000.0,47,1.0,1,1,6.0,20.0,2,4.0
1,1,1,,25,,1,1,,7.0,2,
8,1,9,2000.0,72,6.0,2,1,1.0,16.0,2,4.0
1,2,3,23600.0,48,1.0,1,1,1.0,18.0,2,4.0
1,1,4,0.0,6,,1,1,6.0,11.0,2,
9,1,3,30000.0,48,1.0,1,1,2.0,16.0,2,4.0
1,2,3,30000.0,12,3.0,1,1,1.0,16.0,2,4.0
1,1,3,5200.0,37,1.0,1,1,2.0,12.0,2,4.0
8,2,4,3000.0,6,1.0,1,1,6.0,16.0,2,4.0
1,1,2,,27,,1,1,,6.0,2,
1,2,4,0.0,4,1.0,1,1,4.0,1.0,1,4.0
1,2,2,56000.0,39,4.0,1,1,1.0,20.0,1,4.0
1,1,2,80000.0,39,1.0,1,1,1.0,19.0,2,4.0
9,1,3,0.0,37,,1,1,6.0,11.0,2,
1,1,4,128000.0,41,3.0,1,1,1.0,23.0,2,4.0
1,1,1,,42,,1,1,,,2,
1,1,2,40000.0,26,1.0,1,1,6.0,16.0,2,2.0
1,2,1,14600.0,36,,1,1,3.0,16.0,1,4.0
1,2,3,32670.0,48,3.0,1,1,1.0,22.0,2,4.0
9,2,4,,6,,1,1,,,2,
9,1,3,,48,,1,1,,3.0,2,
1,1,2,6000.0,55,1.0,1,1,6.0,19.0,2,4.0
2,1,3,5700.0,13,6.0,1,1,6.0,16.0,2,4.0
1,1,3,120000.0,37,1.0,1,1,1.0,21.0,2,4.0
1,2,1,,44,,1,1,,7.0,2,
1,1,3,25100.0,40,2.0,1,1,3.0,18.0,2,4.0
1,2,4,0.0,6,1.0,1,1,2.0,16.0,2,4.0
1,2,3,,48,,1,1,,7.0,2,
1,1,2,9000.0,39,1.0,1,1,6.0,13.0,2,4.0
1,1,1,,36,,1,1,,1.0,2,
1,2,3,20500.0,48,3.0,1,1,1.0,16.0,2,4.0
1,2,3,242000.0,13,,1,1,3.0,16.0,2,4.0
9,1,3,32000.0,40,1.0,1,1,1.0,14.0,2,4.0
1,1,2,,39,,1,1,,9.0,2,
9,2,2,,18,,1,1,,1.0,2,
1,1,3,85000.0,37,5.0,1,1,4.0,21.0,1,2.0
6,2,3,8800.0,51,1.0,5,2,6.0,22.0,2,4.0
1,2,4,4800.0,6,,4,2,3.0,15.0,1,4.0
9,2,3,,48,,1,1,,,2,
8,2,1,2400.0,42,1.0,2,1,5.0,17.0,2,4.0
9,1,3,12000.0,12,1.0,1,1,6.0,21.0,2,4.0
1,2,3,37300.0,47,,1,1,3.0,19.0,1,4.0
1,2,4,,6,,1,1,,7.0,2,
9,2,4,0.0,8,,1,1,1.0,14.0,2,4.0
9,1,4,52000.0,4,1.0,1,1,1.0,17.0,2,4.0
1,2,1,7900.0,36,,4,2,1.0,22.0,2,4.0
1,2,4,0.0,53,,1,1,6.0,14.0,2,4.0
2,2,3,13200.0,12,1.0,4,2,4.0,16.0,2,4.0
1,2,1,10000.0,9,1.0,1,1,6.0,19.0,2,4.0
6,1,1,84000.0,36,2.0,5,2,1.0,21.0,2,4.0
9,2,4,,15,,1,1,,4.0,2,
1,2,2,,26,,1,1,,5.0,2,
1,1,4,1400.0,41,,1,1,4.0,17.0,2,4.0
1,1,4,9000.0,6,,1,1,1.0,19.0,1,2.0
1,2,2,,19,,1,1,,10.0,2,
1,1,1,18700.0,36,1.0,1,1,6.0,16.0,2,4.0
2,1,3,20000.0,12,1.0,5,2,1.0,18.0,2,4.0
1,2,3,10000.0,22,2.0,1,1,1.0,16.0,2,4.0
1,1,4,33300.0,6,,1,1,1.0,21.0,2,4.0
1,2,3,0.0,24,6.0,1,1,1.0,21.0,2,4.0
9,1,1,,36,,1,1,,,2,
1,2,3,54000.0,12,2.0,1,1,1.0,21.0,2,4.0
6,2,4,0.0,6,,4,2,1.0,23.0,2,4.0
9,2,4,600.0,49,3.0,1,1,1.0,22.0,2,4.0
1,1,2,41100.0,39,1.0,1,1,1.0,21.0,2,4.0
8,1,4,0.0,49,,5,2,6.0,12.0,1,
6,1,4,130000.0,6,1.0,5,2,1.0,19.0,2,4.0
1,2,1,80000.0,25,1.0,1,1,6.0,21.0,2,4.0
1,1,3,45000.0,12,1.0,1,1,6.0,20.0,2,4.0
1,1,3,,51,,1,1,,2.0,2,
1,2,2,90000.0,17,1.0,1,1,1.0,22.0,2,4.0
1,2,3,128000.0,47,1.0,1,1,1.0,22.0,2,2.0
1,1,3,100000.0,5,1.0,1,1,1.0,16.0,2,4.0
1,1,1,16000.0,36,6.0,1,1,6.0,20.0,1,4.0
6,1,4,,6,,1,1,,6.0,2,
9,2,3,0.0,48,,1,1,6.0,20.0,2,4.0
1,1,4,46000.0,6,1.0,1,1,6.0,19.0,2,4.0
1,1,3,160000.0,51,1.0,1,1,4.0,22.0,2,4.0
6,2,2,32600.0,17,1.0,4,2,2.0,21.0,1,4.0
6,2,4,,6,,5,2,,1.0,2,
6,2,1,110000.0,34,2.0,4,2,1.0,22.0,2,4.0
1,1,2,,29,,1,1,,3.0,2,
1,2,3,55000.0,48,1.0,1,1,1.0,21.0,2,4.0
1,1,4,5500.0,32,1.0,1,1,6.0,21.0,2,4.0
2,1,3,0.0,48,1.0,1,1,6.0,13.0,2,4.0
9,1,3,,47,,2,1,,3.0,2,
9,2,9,0.0,72,,2,1,1.0,12.0,2,4.0
1,2,3,0.0,13,,4,2,1.0,21.0,2,4.0
8,1,3,34000.0,48,1.0,1,1,1.0,16.0,2,4.0
1,1,3,103000.0,45,,1,1,6.0,21.0,2,4.0
8,2,4,14400.0,6,1.0,4,2,1.0,16.0,2,4.0
3,2,4,,4,,1,1,,,2,
1,2,4,,16,,1,1,,10.0,2,
1,1,3,37000.0,48,1.0,1,1,4.0,21.0,2,4.0
9,1,2,12000.0,17,1.0,1,1,6.0,16.0,1,4.0
9,2,4,0.0,32,,1,1,6.0,12.0,2,4.0
1,1,3,,12,,1,1,,1.0,2,
3,2,4,3000.0,6,3.0,1,1,1.0,17.0,2,4.0
2,1,3,23800.0,12,1.0,1,1,6.0,16.0,2,4.0
1,2,2,,26,,1,1,,1.0,2,
1,2,3,150000.0,21,1.0,1,1,1.0,22.0,2,4.0
6,1,3,47000.0,37,1.0,4,2,1.0,22.0,2,4.0
1,2,4,1500.0,6,1.0,4,2,1.0,24.0,2,4.0
1,2,4,0.0,41,,4,2,3.0,16.0,1,4.0
9,1,4,98000.0,16,1.0,1,1,1.0,17.0,1,4.0
1,2,4,12000.0,49,1.0,1,1,1.0,21.0,2,4.0
1,2,3,324000.0,12,6.0,1,1,1.0,22.0,2,4.0
1,1,3,40300.0,13,1.0,1,1,2.0,1.0,2,4.0
