RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
1,1,3,20000.0,1,6.0,1,1,1.0,16.0,2,4.0
1,2,3,30000.0,1,1.0,1,1,1.0,18.0,2,4.0
2,1,3,,1,,1,1,,7.0,2,
1,2,3,55000.0,1,1.0,1,1,1.0,22.0,2,4.0
1,2,3,13000.0,1,1.0,1,1,5.0,12.0,1,3.0
1,1,3,68000.0,1,1.0,1,1,1.0,18.0,2,4.0
1,1,3,10000.0,1,1.0,1,1,6.0,20.0,2,4.0
1,1,3,,1,,1,1,,10.0,2,
1,1,3,144500.0,1,,1,1,1.0,21.0,2,2.0
1,1,3,305000.0,1,,1,1,1.0,21.0,2,2.0
2,1,3,40000.0,1,1.0,1,1,6.0,15.0,1,4.0
1,2,3,,1,,1,1,,10.0,2,
1,1,3,26500.0,1,,1,1,1.0,21.0,1,2.0
2,2,3,,1,,1,1,,,2,
2,2,3,42700.0,1,1.0,1,1,4.0,19.0,2,4.0
9,2,3,9400.0,1,,1,1,3.0,12.0,2,4.0
2,1,3,80000.0,1,3.0,1,1,1.0,18.0,2,2.0
1,2,3,3200.0,1,1.0,1,1,6.0,16.0,1,4.0
9,2,3,,1,,3,1,,2.0,2,
1,2,3,,1,,1,1,,10.0,2,
1,1,3,70000.0,1,3.0,1,1,4.0,16.0,2,4.0
9,1,3,,1,,1,1,,2.0,2,
1,2,3,,1,,1,1,,1.0,2,
1,2,3,7300.0,1,,1,1,1.0,16.0,2,4.0
2,2,3,20000.0,1,2.0,1,1,1.0,21.0,2,4.0
1,2,3,25130.0,1,,1,1,4.0,18.0,2,4.0
1,2,3,18200.0,1,1.0,1,1,6.0,16.0,2,4.0
1,1,3,,1,,1,1,,6.0,2,
1,2,3,36000.0,1,7.0,1,1,1.0,21.0,2,4.0
1,2,3,,1,,1,1,,9.0,2,
1,2,3,39100.0,1,4.0,1,1,1.0,21.0,2,4.0
1,2,3,8000.0,1,,1,1,6.0,18.0,1,4.0
2,1,3,2800.0,1,1.0,1,1,6.0,16.0,2,4.0
1,1,3,25000.0,1,1.0,1,1,6.0,21.0,2,4.0
1,2,3,10000.0,1,,1,1,3.0,17.0,2,4.0
2,1,3,50000.0,1,2.0,1,1,4.0,16.0,2,4.0
1,1,3,,1,,1,1,,8.0,2,
1,1,3,48000.0,1,1.0,1,1,4.0,16.0,2,3.0
1,1,3,11000.0,1,1.0,1,1,6.0,16.0,2,4.0
1,1,3,115000.0,1,5.0,1,1,4.0,24.0,1,4.0
1,1,3,150000.0,1,1.0,1,1,1.0,21.0,2,4.0
1,1,3,70000.0,1,3.0,1,1,1.0,22.0,2,4.0
1,2,3,,1,,1,1,,,2,
1,2,3,13200.0,1,,1,1,6.0,16.0,1,3.0
1,1,3,12200.0,1,1.0,1,1,1.0,13.0,1,4.0
1,2,3,,1,,1,1,,10.0,2,
1,2,3,0.0,1,,1,1,1.0,18.0,2,4.0
1,1,3,60000.0,1,1.0,1,1,1.0,10.0,1,4.0
1,1,3,,1,,1,1,,2.0,2,
2,1,3,0.0,1,5.0,1,1,6.0,16.0,2,2.0
9,1,3,30000.0,1,1.0,1,1,1.0,12.0,1,4.0
1,2,3,,1,,1,1,,8.0,2,
1,1,3,0.0,1,1.0,1,1,1.0,21.0,2,4.0
1,1,3,12000.0,1,2.0,1,1,1.0,21.0,2,4.0
1,1,3,8900.0,1,4.0,1,1,6.0,19.0,2,4.0
2,1,3,29000.0,1,1.0,1,1,6.0,15.0,2,2.0
1,2,3,1000.0,1,1.0,1,1,1.0,16.0,2,4.0
1,1,3,39100.0,1,,1,1,1.0,21.0,2,4.0
2,2,3,15200.0,1,1.0,1,1,6.0,19.0,2,4.0
1,1,3,16900.0,1,,1,1,6.0,19.0,2,2.0
1,2,3,,1,,1,1,,1.0,2,
1,1,3,40000.0,1,1.0,1,1,4.0,17.0,2,4.0
1,2,3,16900.0,1,,1,1,3.0,14.0,1,4.0
1,1,3,115000.0,1,5.0,1,1,1.0,22.0,2,4.0
2,1,3,61000.0,1,1.0,1,1,1.0,20.0,2,4.0
1,1,3,60000.0,1,1.0,1,1,1.0,21.0,2,4.0
1,1,3,45800.0,1,1.0,1,1,2.0,21.0,2,2.0
1,2,3,,1,,1,1,,,2,
1,2,3,,1,,1,1,,3.0,2,
1,2,3,32600.0,1,,1,1,4.0,16.0,2,4.0
1,2,3,0.0,1,,1,1,4.0,16.0,2,4.0
1,2,3,13800.0,1,,1,1,6.0,18.0,1,4.0
1,2,3,34800.0,1,1.0,1,1,1.0,16.0,1,4.0
1,2,3,15200.0,1,,1,1,3.0,16.0,2,4.0
1,1,3,,1,,1,1,,1.0,2,
1,1,3,2100.0,1,1.0,1,1,6.0,14.0,2,4.0
1,1,3,12400.0,1,1.0,1,1,6.0,14.0,1,4.0
2,2,3,,1,,1,1,,1.0,2,
1,2,3,51500.0,1,,1,1,3.0,18.0,2,4.0
1,2,3,0.0,1,,1,1,6.0,12.0,2,
1,1,3,6000.0,1,,1,1,6.0,12.0,2,
1,1,3,295300.0,1,6.0,1,1,1.0,19.0,2,4.0
1,2,3,52000.0,1,1.0,1,1,3.0,16.0,2,4.0
2,2,3,88000.0,1,5.0,1,1,6.0,21.0,2,4.0
1,2,3,0.0,1,,1,1,3.0,16.0,2,4.0
1,2,3,,1,,1,1,,2.0,2,
1,2,3,45000.0,1,4.0,1,1,6.0,22.0,2,4.0
1,1,3,26000.0,1,1.0,1,1,1.0,14.0,2,4.0
2,1,3,45000.0,1,1.0,1,1,6.0,19.0,2,4.0
1,2,3,11000.0,1,,1,1,1.0,17.0,1,4.0
2,2,3,25000.0,1,1.0,1,1,4.0,21.0,2,4.0
2,1,3,,1,,1,1,,8.0,2,
1,2,3,25000.0,1,1.0,1,1,6.0,20.0,2,4.0
1,1,3,14000.0,1,,1,1,4.0,13.0,1,4.0
1,2,3,128000.0,1,5.0,1,1,1.0,22.0,2,4.0
1,2,3,60000.0,1,1.0,1,1,6.0,19.0,1,4.0
1,1,3,4000.0,1,1.0,1,1,6.0,12.0,2,
2,1,3,55000.0,1,1.0,1,1,3.0,19.0,2,4.0
1,2,3,,1,,1,1,,10.0,1,
6,1,3,,1,,1,1,,10.0,1,
1,1,3,22000.0,1,1.0,1,1,4.0,14.0,1,4.0
1,1,3,60000.0,1,5.0,1,1,4.0,21.0,2,4.0
7,1,3,0.0,1,,1,1,6.0,14.0,2,4.0
1,2,3,,1,,1,1,,,2,
1,1,3,65000.0,1,1.0,1,1,1.0,22.0,2,4.0
1,1,3,,1,,1,1,,5.0,2,
2,2,3,11900.0,1,2.0,1,1,5.0,16.0,1,4.0
6,2,3,,1,,1,1,,8.0,2,
2,2,3,,1,,1,1,,1.0,2,
1,1,3,73000.0,1,1.0,1,1,4.0,16.0,2,2.0
1,2,3,,1,,1,1,,1.0,2,
1,2,3,,1,,1,1,,8.0,2,
2,2,3,33000.0,1,3.0,1,1,1.0,19.0,2,4.0
1,2,3,9300.0,1,,1,1,3.0,11.0,2,4.0
1,2,3,34500.0,1,4.0,1,1,1.0,16.0,2,4.0
1,2,3,0.0,1,1.0,1,1,6.0,21.0,2,4.0
1,2,3,16400.0,1,,1,1,3.0,11.0,1,4.0
1,1,3,120000.0,1,6.0,1,1,1.0,21.0,2,4.0
1,1,3,2400.0,1,,1,1,6.0,13.0,2,
1,2,3,24040.0,1,,1,1,3.0,16.0,2,4.0
1,1,3,53500.0,1,,1,1,1.0,16.0,2,4.0
1,2,3,0.0,1,,1,1,1.0,21.0,2,4.0
1,2,3,42000.0,1,1.0,1,1,6.0,19.0,2,4.0
1,2,3,16400.0,1,,1,1,1.0,17.0,2,3.0
2,2,3,,1,,1,1,,11.0,2,
1,2,3,26000.0,1,1.0,1,1,1.0,18.0,2,4.0
1,2,3,73000.0,1,1.0,1,1,6.0,21.0,2,4.0
8,2,3,17000.0,1,1.0,5,2,2.0,1.0,2,4.0
8,2,3,8900.0,1,1.0,5,2,6.0,16.0,2,4.0
2,1,3,,1,,1,1,,11.0,2,
1,2,3,8800.0,1,,1,1,3.0,20.0,2,4.0
1,2,3,114600.0,1,,1,1,3.0,19.0,1,4.0
6,1,3,,1,,5,2,,8.0,2,
9,2,3,35000.0,1,1.0,1,1,1.0,21.0,2,4.0
1,1,3,36300.0,1,,1,1,5.0,20.0,1,3.0
1,1,3,355000.0,1,7.0,1,1,1.0,21.0,2,4.0
2,1,3,,1,,1,1,,1.0,2,
1,2,3,,1,,1,1,,1.0,2,
1,2,3,56000.0,1,1.0,1,1,1.0,19.0,2,4.0
1,1,3,105900.0,1,1.0,1,1,1.0,22.0,2,4.0
8,1,3,9800.0,1,1.0,1,1,6.0,17.0,2,4.0
1,2,3,14400.0,1,1.0,1,1,1.0,16.0,2,4.0
1,2,3,0.0,1,2.0,1,1,6.0,13.0,1,4.0
1,2,3,,1,,1,1,,2.0,2,
1,1,3,0.0,1,1.0,1,1,6.0,12.0,2,4.0
1,1,3,15600.0,1,,1,1,3.0,16.0,2,4.0
1,1,3,234200.0,1,4.0,1,1,1.0,19.0,2,4.0
1,1,3,920.0,1,1.0,1,1,6.0,21.0,2,4.0
1,2,3,14400.0,1,,1,1,3.0,22.0,1,4.0
1,2,3,34500.0,1,1.0,1,1,1.0,16.0,2,4.0
2,2,3,23000.0,1,2.0,1,1,6.0,16.0,2,4.0
1,1,3,67000.0,1,4.0,1,1,3.0,17.0,2,2.0
2,2,3,,1,,1,1,,3.0,2,
1,1,3,10200.0,1,,1,1,5.0,12.0,1,4.0
2,2,3,2800.0,1,,1,1,1.0,16.0,2,4.0
1,2,3,80000.0,1,1.0,1,1,1.0,21.0,2,4.0
1,1,3,60000.0,1,7.0,1,1,1.0,21.0,2,4.0
1,1,3,254800.0,1,,1,1,1.0,16.0,1,4.0
1,2,3,9080.0,1,1.0,1,1,1.0,16.0,2,4.0
1,1,3,10000.0,1,1.0,1,1,3.0,14.0,2,4.0
1,1,3,,1,,1,1,,2.0,2,
1,1,3,90000.0,1,5.0,1,1,1.0,20.0,2,4.0
1,1,3,15600.0,1,,1,1,5.0,14.0,1,4.0
1,2,3,7800.0,1,,2,1,3.0,13.0,1,4.0
9,1,3,,1,,1,1,,5.0,2,
2,2,3,,1,,1,1,,5.0,2,
1,1,3,548000.0,1,1.0,1,1,1.0,21.0,2,4.0
2,1,3,,1,,1,1,,6.0,2,
1,1,3,18000.0,1,,1,1,1.0,19.0,2,2.0
1,1,3,14000.0,1,1.0,1,1,1.0,22.0,2,4.0
1,2,3,5800.0,1,,1,1,1.0,16.0,2,2.0
1,1,3,0.0,1,,1,1,6.0,11.0,2,
1,2,3,24000.0,1,,1,1,1.0,16.0,2,4.0
1,2,3,90000.0,1,1.0,1,1,1.0,21.0,1,4.0
1,2,3,,1,,1,1,,6.0,2,
1,2,3,40000.0,1,5.0,1,1,1.0,16.0,2,4.0
9,1,3,0.0,1,,1,1,1.0,11.0,1,4.0
2,2,3,,1,,1,1,,6.0,1,
1,2,3,,1,,1,1,,4.0,2,
1,1,3,,1,,1,1,,,2,
2,2,3,,1,,1,1,,,2,
1,2,3,0.0,1,1.0,1,1,1.0,16.0,2,4.0
9,2,3,3500.0,1,1.0,1,1,4.0,16.0,2,4.0
1,2,3,7800.0,1,,1,1,1.0,16.0,1,4.0
2,2,3,,1,,1,1,,10.0,2,
1,1,3,69000.0,1,1.0,1,1,1.0,20.0,2,4.0
1,2,3,140000.0,1,1.0,1,1,1.0,22.0,2,4.0
1,2,3,,1,,1,1,,1.0,2,
1,1,3,,1,,1,1,,1.0,2,
1,1,3,,1,,1,1,,2.0,2,
1,2,3,31200.0,1,,1,1,1.0,21.0,2,4.0
1,2,3,0.0,1,,1,1,1.0,16.0,1,4.0
2,2,3,23000.0,1,,1,1,6.0,16.0,1,4.0
1,1,3,42600.0,1,,1,1,1.0,17.0,1,2.0
1,1,3,50000.0,1,,1,1,1.0,21.0,2,3.0
1,1,3,68000.0,1,1.0,1,1,1.0,17.0,2,4.0
5,1,3,0.0,1,,1,1,6.0,12.0,2,4.0
1,1,3,80200.0,1,,1,1,1.0,16.0,2,2.0
1,2,3,14400.0,1,,1,1,3.0,16.0,1,4.0
1,2,3,44900.0,1,6.0,1,1,1.0,19.0,2,4.0
1,1,3,42880.0,1,1.0,1,1,1.0,16.0,2,4.0
1,2,3,,1,,1,1,,3.0,2,
1,2,3,72000.0,1,4.0,1,1,1.0,22.0,2,4.0
1,1,3,56900.0,1,5.0,1,1,1.0,18.0,2,2.0
8,2,3,2700.0,1,1.0,1,1,6.0,18.0,2,4.0
1,2,3,,1,,1,1,,4.0,2,
1,1,3,,1,,1,1,,6.0,2,
1,2,3,92000.0,1,7.0,1,1,4.0,18.0,2,4.0
3,1,3,30000.0,1,1.0,5,2,2.0,19.0,2,4.0
1,2,3,1000.0,1,1.0,1,1,1.0,21.0,2,4.0
2,2,3,13200.0,1,,1,1,6.0,16.0,2,4.0
1,2,3,,1,,3,1,,6.0,2,
2,1,3,9600.0,1,,1,1,6.0,7.0,1,4.0
2,1,3,21300.0,1,,1,1,1.0,16.0,2,3.0
1,2,3,11000.0,1,1.0,1,1,4.0,16.0,2,4.0
2,2,3,51000.0,1,4.0,1,1,4.0,22.0,2,4.0
1,2,3,50000.0,1,1.0,1,1,6.0,21.0,1,4.0
1,2,3,38800.0,1,,1,1,4.0,19.0,1,4.0
1,2,3,10000.0,1,,1,1,3.0,22.0,2,4.0
1,2,3,,1,,1,1,,6.0,2,
1,2,3,37500.0,1,,1,1,6.0,22.0,1,4.0
1,2,3,33800.0,1,1.0,1,1,4.0,19.0,2,4.0
2,2,3,,1,,1,1,,9.0,2,
1,1,3,20000.0,1,1.0,1,1,6.0,16.0,2,4.0
1,1,3,37800.0,1,,1,1,3.0,22.0,1,2.0
1,1,3,37380.0,1,6.0,1,1,5.0,21.0,1,4.0
1,2,3,,1,,1,1,,4.0,2,
1,2,3,0.0,1,,1,1,6.0,12.0,2,
2,1,3,15000.0,1,1.0,1,1,1.0,15.0,2,4.0
1,1,3,28800.0,1,,1,1,4.0,19.0,2,4.0
1,1,3,27000.0,1,3.0,4,2,1.0,21.0,2,4.0
9,1,3,,1,,1,1,,2.0,2,
1,1,3,70000.0,1,1.0,1,1,1.0,18.0,2,4.0
1,2,3,,1,,1,1,,,2,
1,1,3,75000.0,1,1.0,1,1,1.0,16.0,1,4.0
2,1,3,0.0,1,1.0,1,1,1.0,19.0,2,4.0
1,1,3,23600.0,1,1.0,1,1,1.0,19.0,1,4.0
1,2,3,30000.0,1,1.0,1,1,6.0,21.0,2,4.0
1,2,3,9600.0,1,4.0,4,2,1.0,22.0,2,4.0
1,1,3,70000.0,1,1.0,1,1,1.0,16.0,2,4.0
1,2,3,38300.0,1,,1,1,1.0,21.0,1,4.0
1,1,3,30000.0,1,1.0,1,1,1.0,21.0,2,4.0
1,1,3,,1,,1,1,,5.0,2,
1,2,3,31000.0,1,,1,1,3.0,19.0,2,4.0
2,2,3,,1,,1,1,,5.0,2,
1,1,3,12000.0,1,1.0,1,1,6.0,19.0,2,4.0
1,2,3,0.0,1,,1,1,1.0,18.0,2,4.0
1,2,3,9600.0,1,,1,1,3.0,16.0,2,4.0
6,1,3,400.0,1,1.0,1,1,6.0,13.0,2,
1,1,3,180000.0,1,5.0,1,1,1.0,20.0,2,4.0
1,2,3,10000.0,1,7.0,1,1,1.0,16.0,2,4.0
2,1,3,20000.0,1,,1,1,4.0,16.0,1,4.0
1,2,3,12500.0,1,6.0,1,1,1.0,16.0,2,4.0
1,1,3,17050.0,1,1.0,1,1,1.0,16.0,2,4.0
9,2,3,2200.0,1,,1,1,5.0,21.0,2,4.0
1,2,3,35000.0,1,1.0,1,1,1.0,19.0,2,4.0
1,2,3,12800.0,1,,1,1,1.0,21.0,1,2.0
9,2,3,,1,,1,1,,5.0,2,
2,2,3,830.0,1,2.0,1,1,4.0,15.0,1,4.0
1,2,3,70.0,1,,1,1,1.0,19.0,2,4.0
1,2,3,49100.0,1,3.0,1,1,1.0,22.0,2,4.0
1,1,3,43100.0,1,,1,1,1.0,18.0,1,4.0
9,1,3,20900.0,1,1.0,1,1,6.0,21.0,2,4.0
1,2,3,,1,,1,1,,3.0,2,
1,2,3,0.0,1,,1,1,1.0,16.0,2,4.0
2,1,3,70200.0,1,4.0,1,1,1.0,19.0,2,4.0
1,2,3,24000.0,1,1.0,1,1,4.0,16.0,2,4.0
1,2,3,,1,,1,1,,11.0,2,
1,2,3,29600.0,1,,1,1,4.0,16.0,1,4.0
2,2,3,,1,,1,1,,4.0,2,
1,2,3,,1,,1,1,,4.0,2,
1,1,3,,1,,1,1,,2.0,2,
2,2,3,2000.0,1,1.0,1,1,6.0,16.0,2,4.0
9,1,3,80000.0,1,1.0,1,1,1.0,16.0,1,4.0
1,2,3,35180.0,1,,1,1,3.0,19.0,2,4.0
1,1,3,18000.0,1,1.0,1,1,6.0,19.0,2,4.0
1,2,3,8400.0,1,,1,1,2.0,13.0,1,4.0
1,1,3,22500.0,1,1.0,1,1,4.0,16.0,1,4.0
2,1,3,8500.0,1,,1,1,1.0,16.0,2,4.0
1,1,3,12000.0,1,,1,1,1.0,16.0,2,2.0
1,2,3,28800.0,1,,1,1,1.0,16.0,2,4.0
1,2,3,0.0,1,,1,1,1.0,19.0,2,4.0
1,2,3,25000.0,1,2.0,1,1,1.0,21.0,2,4.0
1,2,3,720.0,1,4.0,1,1,1.0,16.0,2,4.0
1,2,3,30000.0,1,1.0,1,1,6.0,19.0,2,4.0
1,2,3,0.0,1,1.0,1,1,1.0,19.0,2,4.0
1,2,3,35600.0,1,1.0,1,1,1.0,20.0,2,4.0
2,1,3,45000.0,1,4.0,1,1,6.0,19.0,2,4.0
1,2,3,24000.0,1,1.0,1,1,1.0,19.0,2,4.0
1,1,3,80000.0,1,1.0,1,1,1.0,16.0,2,4.0
1,1,3,44450.0,1,,1,1,1.0,22.0,1,2.0
1,1,3,176500.0,1,1.0,1,1,1.0,24.0,2,4.0
1,2,3,21000.0,1,,1,1,3.0,16.0,1,4.0
2,1,3,30000.0,1,1.0,1,1,6.0,16.0,2,4.0
1,2,3,15000.0,1,,1,1,4.0,21.0,2,4.0
1,2,3,64400.0,1,,1,1,1.0,20.0,2,4.0
1,2,3,12000.0,1,,1,1,1.0,21.0,2,4.0
1,2,3,38000.0,1,3.0,1,1,1.0,21.0,2,4.0
1,2,3,0.0,1,,1,1,6.0,13.0,2,4.0
1,2,3,32000.0,1,4.0,1,1,4.0,21.0,2,4.0
1,2,3,6700.0,1,3.0,1,1,4.0,19.0,1,4.0
9,1,3,419000.0,1,7.0,3,1,1.0,21.0,2,4.0
3,1,3,3000.0,1,3.0,1,1,1.0,19.0,2,4.0
1,2,3,12800.0,1,,4,2,1.0,20.0,1,4.0
1,1,3,,1,,1,1,,9.0,1,
1,2,3,,1,,1,1,,1.0,2,
3,2,3,30000.0,1,3.0,1,1,4.0,16.0,2,4.0
1,1,3,,1,,1,1,,,2,
1,2,3,400800.0,1,,1,1,4.0,14.0,2,4.0
2,2,3,10500.0,1,,1,1,6.0,10.0,1,4.0
2,1,3,25000.0,1,1.0,1,1,6.0,16.0,2,4.0
1,1,3,120800.0,1,1.0,1,1,1.0,18.0,1,4.0
1,2,3,36000.0,1,1.0,1,1,1.0,20.0,2,4.0
1,2,3,10900.0,1,,1,1,3.0,10.0,1,4.0
1,1,3,,1,,1,1,,,2,
6,2,3,0.0,1,,1,1,6.0,13.0,2,4.0
2,2,3,8100.0,1,2.0,1,1,6.0,16.0,2,4.0
1,1,3,22000.0,1,,1,1,1.0,16.0,1,4.0
1,2,3,20000.0,1,1.0,1,1,1.0,16.0,2,4.0
9,1,3,,1,,1,1,,5.0,2,
2,1,3,0.0,1,,1,1,6.0,13.0,2,4.0
2,2,3,9900.0,1,1.0,1,1,1.0,16.0,2,4.0
2,1,3,135000.0,1,1.0,1,1,1.0,16.0,2,4.0
1,2,3,0.0,1,,1,1,1.0,21.0,2,4.0
1,2,3,5000.0,1,,1,1,1.0,21.0,2,4.0
1,2,3,3200.0,1,1.0,1,1,1.0,21.0,2,4.0
1,2,3,11000.0,1,1.0,1,1,1.0,16.0,2,4.0
1,1,3,150000.0,1,7.0,1,1,1.0,24.0,2,4.0
1,2,3,18000.0,1,1.0,1,1,6.0,18.0,2,4.0
2,1,3,,1,,1,1,,11.0,2,
1,2,3,0.0,1,1.0,1,1,6.0,16.0,2,4.0
1,2,3,18000.0,1,,1,1,3.0,22.0,1,4.0
2,2,3,0.0,1,,1,1,6.0,12.0,2,
2,1,3,,1,,1,1,,10.0,2,
1,2,3,125000.0,1,1.0,1,1,1.0,21.0,2,4.0
1,1,3,129400.0,1,6.0,1,1,1.0,18.0,2,4.0
6,2,3,15000.0,1,6.0,4,2,1.0,20.0,2,4.0
1,2,3,,1,,1,1,,1.0,2,
2,1,3,31200.0,1,1.0,1,1,6.0,14.0,2,2.0
8,1,3,38000.0,1,1.0,5,2,6.0,20.0,2,4.0
1,2,3,50000.0,1,4.0,1,1,1.0,21.0,2,4.0
1,1,3,,1,,1,1,,11.0,2,
1,1,3,,1,,1,1,,,2,
1,2,3,42000.0,1,1.0,1,1,5.0,21.0,2,4.0
2,2,3,10400.0,1,,1,1,6.0,19.0,1,4.0
2,2,3,5000.0,1,1.0,1,1,6.0,1.0,2,4.0
1,2,3,35000.0,1,5.0,1,1,1.0,16.0,1,4.0
2,1,3,21000.0,1,1.0,5,2,1.0,21.0,2,4.0
2,1,3,450800.0,1,1.0,1,1,1.0,17.0,2,2.0
9,2,3,0.0,1,,4,2,1.0,20.0,2,4.0
1,2,3,17600.0,1,,1,1,3.0,16.0,1,4.0
1,2,3,6400.0,1,,1,1,1.0,17.0,2,4.0
1,2,3,26600.0,1,2.0,1,1,1.0,16.0,2,4.0
1,2,3,31400.0,1,,1,1,3.0,22.0,2,4.0
2,1,3,32000.0,1,1.0,1,1,2.0,19.0,2,4.0
1,2,3,35000.0,1,3.0,1,1,6.0,21.0,2,4.0
1,2,3,0.0,1,,1,1,1.0,21.0,2,4.0
2,2,3,15500.0,1,,1,1,3.0,21.0,2,4.0
1,2,3,15000.0,1,,1,1,1.0,22.0,2,4.0
1,2,3,0.0,1,3.0,1,1,1.0,16.0,2,4.0
2,2,3,22700.0,1,2.0,1,1,6.0,16.0,2,4.0
1,1,3,28000.0,1,1.0,1,1,6.0,19.0,2,4.0
1,1,3,66100.0,1,,1,1,3.0,20.0,1,2.0
1,2,3,41000.0,1,1.0,1,1,4.0,19.0,2,4.0
1,1,3,,1,,1,1,,11.0,2,
1,1,3,1300.0,1,,1,1,1.0,16.0,1,4.0
1,1,3,4000.0,1,1.0,1,1,6.0,19.0,2,4.0
1,2,3,13870.0,1,,1,1,3.0,16.0,2,4.0
1,1,3,27400.0,1,,1,1,1.0,14.0,1,4.0
1,2,3,6000.0,1,,1,1,1.0,12.0,2,4.0
8,1,3,20000.0,1,1.0,2,1,4.0,16.0,2,4.0
2,2,3,,1,,1,1,,8.0,2,
2,2,3,,1,,1,1,,5.0,2,
1,1,3,100350.0,1,2.0,1,1,1.0,21.0,2,4.0
2,2,3,40000.0,1,1.0,1,1,1.0,20.0,2,4.0
