RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
1,2,4,74268.9682206738,16,1.0,1,1,,2.0,2,4.0
1,1,2,71472.56900266957,55,,1,1,1.0,21.0,2,4.0
1,2,3,67630.10342577452,16,8.0,1,1,1.0,16.0,2,4.0
1,2,3,68826.55266849382,29,2.0,1,1,6.0,21.0,2,4.0
1,1,1,67189.68349361261,22,,1,1,6.0,16.0,2,4.0
1,1,4,40363.75144299276,47,1.0,1,1,1.0,22.0,2,4.0
1,1,4,17831.21358909947,51,1.0,1,1,,21.0,2,4.0
1,2,1,46350.531916862026,27,1.0,1,1,6.0,19.0,2,4.0
9,2,9,0.0,8,1.0,1,1,1.0,1.0,2,4.0
1,2,3,162345.26321956769,22,,1,1,1.0,22.0,2,1.0
1,1,4,108605.53260600171,19,,1,1,6.0,2.0,2,4.0
1,1,9,,39,3.0,1,1,3.0,22.0,2,4.0
1,1,3,79445.69567455494,27,6.0,1,1,1.0,16.0,2,4.0
1,2,4,121120.41116538609,42,6.0,1,1,1.0,17.0,2,4.0
1,1,3,0.0,25,1.0,1,1,1.0,22.0,2,4.0
1,1,2,103046.61093914098,34,1.0,1,1,1.0,21.0,2,4.0
1,2,4,0.0,42,1.0,1,1,1.0,22.0,2,4.0
1,1,4,,34,1.0,1,1,6.0,20.0,2,4.0
8,2,3,114458.06096919964,13,1.0,1,1,,16.0,2,4.0
1,1,4,141549.24633676032,12,,1,1,6.0,21.0,2,4.0
1,1,4,29598.292615205308,39,,1,1,6.0,14.0,2,4.0
1,1,3,0.0,40,1.0,1,1,1.0,5.0,2,4.0
6,2,2,6864.914400671987,26,,1,1,4.0,19.0,2,4.0
1,1,9,0.0,17,1.0,1,1,1.0,11.0,2,4.0
1,2,3,148196.5646122438,40,,1,1,,2.0,2,4.0
1,2,3,,36,1.0,1,1,1.0,4.0,2,4.0
1,1,3,74162.1754466728,17,8.0,1,1,1.0,21.0,2,4.0
1,1,3,0.0,28,1.0,1,1,6.0,14.0,2,4.0
1,1,4,0.0,39,1.0,1,1,1.0,16.0,2,4.0
1,2,4,117256.74434366752,12,1.0,1,1,1.0,19.0,2,4.0
4,2,4,56321.12533932307,8,,1,1,,1.0,2,4.0
1,2,4,3832.135977624741,34,,1,1,1.0,2.0,2,4.0
8,2,4,55900.52591074479,2,,1,1,1.0,21.0,2,4.0
1,2,3,132363.79387299484,42,,1,1,6.0,22.0,1,4.0
1,1,3,166923.04301632132,13,1.0,1,1,6.0,3.0,2,4.0
1,1,2,0.0,18,1.0,1,1,4.0,21.0,2,4.0
1,2,4,11969.723381752592,49,,1,1,1.0,21.0,2,4.0
1,1,2,151915.43250501086,12,,1,1,6.0,11.0,2,4.0
1,1,4,3045.8792237837843,72,1.0,1,1,6.0,10.0,2,4.0
9,2,1,96292.21501111679,48,8.0,1,1,,20.0,2,4.0
1,2,3,114629.55766715977,6,,1,1,3.0,16.0,2,4.0
1,1,1,,48,1.0,1,1,1.0,18.0,2,4.0
1,2,4,39143.05004278697,6,,1,1,4.0,17.0,2,4.0
1,2,2,0.0,53,1.0,1,1,1.0,21.0,1,4.0
1,1,4,,12,1.0,1,1,6.0,22.0,2,4.0
1,2,4,,48,,1,1,1.0,20.0,2,4.0
1,1,3,,27,,1,1,1.0,19.0,2,4.0
1,1,4,,47,1.0,1,1,1.0,17.0,2,4.0
1,2,9,92340.95545468917,18,,1,1,,17.0,2,4.0
1,1,3,179237.31030948492,4,8.0,1,1,1.0,19.0,2,4.0
1,2,1,154508.04728893968,4,,1,1,,18.0,2,4.0
1,1,2,,36,2.0,1,1,6.0,19.0,2,4.0
1,1,3,,16,1.0,1,1,,20.0,2,4.0
1,2,4,,2,,1,1,6.0,22.0,2,4.0
8,1,2,81066.69605433525,27,1.0,2,2,1.0,21.0,2,4.0
1,1,1,28681.23373689336,55,1.0,1,1,6.0,12.0,2,4.0
1,2,1,12487.61397475606,27,,1,1,,22.0,1,4.0
1,2,3,196725.90214221025,39,,1,1,1.0,12.0,2,4.0
1,1,9,117672.40933613121,36,6.0,1,1,1.0,19.0,2,4.0
1,2,4,4548.033016837151,13,,1,1,1.0,22.0,2,4.0
1,2,4,34405.86992701654,17,1.0,1,1,3.0,22.0,2,4.0
1,1,2,188642.56395834658,34,3.0,1,1,6.0,7.0,2,4.0
1,2,4,30356.566728985614,24,,1,1,6.0,1.0,2,4.0
1,2,2,0.0,1,1.0,1,1,1.0,22.0,2,4.0
1,2,4,71941.85641214062,17,,1,2,6.0,16.0,2,4.0
1,2,2,166611.98258777356,39,6.0,1,1,1.0,21.0,2,4.0
1,1,4,,48,1.0,1,1,6.0,21.0,2,4.0
1,1,3,45980.37862912596,49,1.0,1,1,1.0,16.0,2,4.0
1,1,3,87595.17654358753,36,,1,1,1.0,21.0,2,4.0
1,2,3,47400.61289265259,55,1.0,1,1,,20.0,2,4.0
1,2,4,83739.93245385727,27,1.0,1,1,4.0,16.0,2,4.0
1,1,2,78087.57930077052,6,1.0,1,1,,20.0,2,4.0
1,1,2,105806.73444034047,2,1.0,1,1,6.0,4.0,2,4.0
1,2,3,93634.05669308017,53,1.0,1,1,6.0,19.0,2,4.0
1,1,1,141600.641708293,45,1.0,1,1,1.0,16.0,2,4.0
1,1,2,71464.13578161786,12,1.0,1,1,1.0,16.0,2,4.0
1,2,4,113774.41761399433,13,,1,1,1.0,22.0,2,4.0
1,1,2,18850.411575976294,48,,1,1,3.0,21.0,2,4.0
1,1,3,147003.17773558537,4,,1,1,6.0,20.0,2,1.0
1,1,2,,12,,1,1,1.0,21.0,2,4.0
1,1,2,,42,1.0,1,1,1.0,21.0,2,4.0
1,2,2,25671.841136478888,34,1.0,1,1,6.0,21.0,2,4.0
2,2,3,40274.19482148541,6,1.0,1,1,5.0,20.0,2,4.0
2,1,3,8268.48055943688,6,,1,1,6.0,2.0,2,4.0
1,1,1,24809.032456148918,13,1.0,1,1,1.0,22.0,2,4.0
1,1,2,56795.25835123118,17,1.0,1,1,6.0,11.0,2,4.0
1,1,2,0.0,6,1.0,1,1,1.0,18.0,2,4.0
1,1,2,,47,1.0,1,1,6.0,21.0,2,4.0
1,2,3,13182.088494371168,51,1.0,1,1,,20.0,2,4.0
1,2,2,17138.19081194262,12,8.0,1,1,6.0,18.0,2,4.0
2,1,4,,6,,1,1,6.0,20.0,2,4.0
1,1,3,,25,,1,1,1.0,24.0,2,4.0
1,2,2,0.0,2,1.0,1,1,1.0,2.0,2,4.0
6,1,3,153815.07498854568,48,1.0,1,1,1.0,22.0,2,4.0
1,1,1,166674.49336172824,28,1.0,1,1,1.0,16.0,2,4.0
1,2,4,0.0,55,1.0,1,1,6.0,16.0,2,4.0
1,2,4,,13,,1,1,,22.0,2,4.0
8,1,1,94326.77191087135,37,1.0,4,2,6.0,17.0,2,4.0
1,2,4,0.0,2,1.0,1,1,6.0,24.0,2,4.0
9,1,1,106609.59863387399,6,2.0,1,1,6.0,19.0,2,4.0
1,1,3,,4,1.0,1,1,1.0,21.0,2,4.0
1,1,4,153349.01408808678,13,1.0,1,1,1.0,21.0,2,4.0
1,1,3,0.0,2,1.0,1,1,6.0,17.0,2,4.0
1,2,3,86382.69042586364,12,1.0,1,1,6.0,21.0,2,4.0
1,1,2,59584.56173350633,17,1.0,1,1,6.0,18.0,2,4.0
1,2,3,0.0,17,1.0,1,1,1.0,20.0,2,4.0
9,1,4,15582.955044775346,12,1.0,1,1,6.0,17.0,2,4.0
1,1,4,,42,,1,1,1.0,21.0,2,4.0
1,2,4,0.0,5,1.0,1,1,2.0,18.0,2,4.0
1,1,1,,6,,1,1,,2.0,2,4.0
1,1,2,142832.91500572805,53,1.0,1,1,1.0,21.0,2,4.0
1,2,3,88580.66710920175,48,1.0,1,1,,4.0,1,4.0
2,1,3,74916.60386771045,17,,1,1,6.0,14.0,2,4.0
1,2,2,1979.513531662611,19,1.0,1,1,1.0,22.0,2,4.0
1,1,4,,13,,1,1,6.0,21.0,2,4.0
1,2,3,17752.57599252779,42,,1,1,4.0,2.0,2,4.0
1,1,2,171513.85489246048,5,1.0,1,1,1.0,19.0,2,4.0
1,2,2,,19,1.0,1,1,6.0,18.0,2,4.0
1,1,4,61667.197119795615,37,,1,1,6.0,21.0,2,4.0
1,1,3,91791.09327512604,18,,1,1,1.0,3.0,2,4.0
1,2,1,,47,,1,1,6.0,,2,4.0
9,2,1,0.0,36,1.0,1,1,1.0,20.0,2,4.0
1,2,4,0.0,26,1.0,4,1,1.0,18.0,2,4.0
1,1,2,5539.952242257808,39,,1,1,,19.0,2,4.0
8,1,2,0.0,6,1.0,1,1,2.0,21.0,2,4.0
1,1,3,0.0,34,1.0,1,1,6.0,19.0,2,4.0
1,1,4,40720.00445353045,51,,1,1,6.0,5.0,2,4.0
9,2,3,91612.52131218587,49,7.0,1,1,,16.0,2,4.0
1,2,2,,31,,1,1,5.0,4.0,2,4.0
1,1,2,,26,1.0,1,1,4.0,13.0,2,4.0
1,1,4,,31,1.0,1,1,1.0,19.0,2,4.0
1,1,4,106315.15889083073,12,,1,1,6.0,18.0,2,4.0
1,1,4,,8,1.0,1,1,6.0,19.0,1,4.0
3,1,2,15560.642070994745,51,,1,1,1.0,21.0,2,4.0
9,1,3,0.0,34,1.0,1,1,1.0,16.0,2,4.0
1,2,4,155984.41546763756,27,,1,1,3.0,12.0,2,4.0
1,1,4,0.0,6,1.0,1,1,6.0,1.0,2,4.0
1,1,3,7577.707932026911,6,,1,1,1.0,10.0,2,4.0
1,1,2,27552.521331257973,2,,1,1,1.0,19.0,2,4.0
6,2,3,18716.927672256796,24,,1,1,6.0,19.0,2,4.0
4,1,2,57666.95139008958,55,1.0,1,1,6.0,20.0,2,4.0
1,1,2,,47,,1,1,1.0,21.0,2,4.0
4,1,1,0.0,6,1.0,1,1,6.0,21.0,2,4.0
1,1,3,156453.67193398214,6,2.0,1,1,1.0,16.0,2,4.0
1,1,1,139475.38836233062,25,,1,1,6.0,5.0,2,4.0
1,2,2,51172.40979166229,29,4.0,1,1,1.0,16.0,1,4.0
1,2,3,199269.5461259835,27,3.0,1,1,1.0,21.0,2,4.0
1,2,4,,12,1.0,1,1,6.0,11.0,2,2.0
1,1,3,25631.160240878646,13,1.0,1,1,,17.0,2,4.0
1,1,4,117155.5928058576,17,,1,1,1.0,20.0,2,4.0
1,2,4,,29,,1,1,,22.0,2,4.0
1,1,2,0.0,27,1.0,1,1,1.0,21.0,2,4.0
1,1,3,171532.30006850406,53,6.0,1,1,1.0,2.0,2,4.0
1,1,4,40510.334940781875,18,5.0,1,1,1.0,19.0,2,4.0
1,1,3,136098.1533870405,48,1.0,1,1,6.0,21.0,2,4.0
2,1,2,0.0,6,1.0,1,1,5.0,16.0,2,4.0
6,2,4,,8,1.0,1,1,1.0,20.0,2,4.0
1,2,9,24714.90431692244,24,1.0,1,1,,21.0,1,4.0
2,2,3,18351.563082905734,51,,1,1,,12.0,2,4.0
1,1,4,0.0,17,2.0,1,1,1.0,22.0,2,4.0
1,1,4,0.0,12,1.0,1,1,1.0,20.0,2,4.0
4,2,4,22449.473482291607,48,1.0,1,1,6.0,18.0,2,4.0
1,2,4,,4,1.0,1,1,1.0,19.0,2,4.0
9,1,3,0.0,16,1.0,1,1,6.0,16.0,2,4.0
1,1,4,0.0,41,1.0,1,1,1.0,15.0,2,4.0
1,1,3,57131.03755521915,2,7.0,1,1,1.0,16.0,2,4.0
1,2,2,0.0,12,1.0,1,1,5.0,2.0,2,4.0
1,2,3,0.0,17,1.0,1,1,6.0,18.0,2,4.0
1,2,4,51854.9162047221,6,1.0,1,1,4.0,18.0,2,4.0
2,1,4,,8,1.0,1,1,,19.0,1,4.0
1,1,2,,12,,1,1,1.0,16.0,2,4.0
1,2,4,8599.53777095172,47,,4,1,,22.0,2,4.0
1,2,3,0.0,6,1.0,1,1,4.0,16.0,2,4.0
1,2,1,48169.66247012904,4,1.0,1,1,,19.0,2,4.0
1,1,4,137526.66089077995,48,1.0,1,1,1.0,22.0,2,4.0
1,1,3,17254.27851831141,5,,1,1,,16.0,2,4.0
1,2,2,0.0,51,1.0,1,1,5.0,15.0,1,4.0
1,2,2,47843.93540891516,55,,1,1,1.0,1.0,2,4.0
1,1,3,196053.13688984973,25,6.0,1,1,1.0,21.0,2,4.0
1,2,4,0.0,51,1.0,1,1,1.0,20.0,2,4.0
1,1,4,70142.01897825737,12,1.0,1,1,1.0,20.0,2,4.0
1,2,2,67926.18218116913,17,1.0,1,1,1.0,19.0,2,4.0
1,2,4,72525.07841921247,39,1.0,1,1,,16.0,2,4.0
1,1,3,94447.23958909824,12,,1,1,6.0,16.0,2,4.0
1,2,4,,2,1.0,1,1,1.0,19.0,2,4.0
1,2,1,98779.99228258643,6,1.0,1,1,5.0,19.0,2,4.0
1,2,4,0.0,1,3.0,1,1,1.0,19.0,2,4.0
1,2,4,142104.99755017317,47,1.0,1,1,1.0,20.0,2,4.0
1,1,3,52912.9670581123,36,1.0,1,1,6.0,21.0,2,4.0
1,2,4,0.0,12,1.0,1,1,1.0,1.0,2,4.0
1,1,4,97896.96515300436,39,,1,1,1.0,20.0,2,4.0
1,2,2,39458.32585906245,51,1.0,1,1,1.0,16.0,2,4.0
1,2,9,71464.29160059002,4,1.0,1,1,6.0,20.0,2,4.0
1,2,4,78137.46303259229,39,,1,1,4.0,24.0,2,4.0
1,2,3,160992.74204245792,5,1.0,1,1,1.0,2.0,2,4.0
1,2,3,,6,,1,1,5.0,19.0,2,4.0
1,1,2,0.0,13,1.0,1,1,6.0,16.0,2,4.0
9,2,3,20722.325984220748,48,1.0,1,1,1.0,24.0,2,4.0
1,1,3,0.0,13,1.0,1,1,1.0,16.0,2,4.0
1,1,4,93900.27955507129,16,,1,1,1.0,21.0,2,4.0
1,1,4,0.0,17,4.0,1,1,4.0,21.0,2,4.0
1,1,1,,12,2.0,1,1,6.0,16.0,2,4.0
1,1,4,,24,1.0,1,1,1.0,2.0,2,4.0
9,2,3,175773.16020008232,42,4.0,1,1,1.0,12.0,2,4.0
9,1,3,20643.54942605361,13,,1,1,6.0,21.0,2,4.0
1,2,3,89401.66731083182,36,,1,1,,20.0,2,2.0
1,1,3,102755.39872245131,8,1.0,1,1,1.0,14.0,2,2.0
9,1,3,87172.59630168376,25,,1,1,6.0,19.0,2,4.0
2,2,3,118441.74384711328,12,3.0,1,1,6.0,21.0,2,4.0
1,2,2,20372.292912381046,9,,1,1,6.0,24.0,2,4.0
1,1,4,164957.8498656306,42,1.0,1,1,5.0,1.0,2,4.0
2,1,3,81058.97027053316,42,,1,1,1.0,19.0,2,4.0
1,2,2,23975.937970674036,29,1.0,1,1,4.0,1.0,2,4.0
1,1,1,149858.07850597939,18,1.0,1,1,,2.0,2,4.0
1,1,3,23311.862926147325,18,8.0,1,1,6.0,21.0,2,4.0
1,2,2,,18,1.0,1,1,6.0,22.0,2,4.0
1,1,4,0.0,48,1.0,1,1,1.0,19.0,1,4.0
1,2,4,45721.50046546318,17,8.0,1,1,1.0,21.0,2,4.0
1,2,4,0.0,53,1.0,1,1,1.0,21.0,2,4.0
1,1,4,69863.24046013058,55,1.0,1,1,6.0,21.0,2,4.0
1,1,1,0.0,6,6.0,1,1,6.0,20.0,2,4.0
1,2,3,,6,1.0,1,2,1.0,21.0,2,4.0
1,1,2,67146.48693167049,34,1.0,1,1,6.0,14.0,2,4.0
8,2,4,0.0,53,1.0,1,1,5.0,1.0,2,4.0
1,2,2,,51,,1,1,5.0,2.0,2,4.0
2,2,4,0.0,26,1.0,1,1,1.0,17.0,2,4.0
2,2,4,,1,,1,1,1.0,16.0,2,4.0
1,2,2,1747.7340026055754,24,,1,1,1.0,18.0,2,4.0
1,2,4,64228.1401443622,24,1.0,1,1,5.0,2.0,2,4.0
1,1,3,0.0,36,1.0,1,1,1.0,1.0,2,1.0
2,2,4,50124.413119972465,48,,1,2,6.0,21.0,2,4.0
1,1,4,151484.25435201297,12,1.0,1,1,6.0,21.0,2,4.0
1,1,2,0.0,26,1.0,1,1,4.0,19.0,2,4.0
1,1,4,59327.86850302636,36,,1,1,1.0,21.0,2,4.0
1,1,9,25202.233343349082,29,1.0,1,1,6.0,18.0,2,4.0
1,2,4,0.0,54,1.0,1,1,1.0,21.0,2,4.0
1,2,1,70383.79509285171,2,1.0,1,1,,3.0,2,4.0
1,2,3,48534.99281380607,36,1.0,1,1,6.0,20.0,2,4.0
1,2,3,0.0,51,1.0,1,1,1.0,22.0,2,4.0
1,2,9,,35,5.0,1,1,1.0,5.0,2,4.0
1,1,9,124344.43713710897,6,1.0,1,1,6.0,16.0,2,4.0
1,1,1,0.0,29,1.0,1,1,5.0,2.0,2,4.0
1,2,4,,2,1.0,1,1,1.0,20.0,2,4.0
1,1,3,56919.581125679906,36,1.0,1,1,,16.0,2,4.0
1,1,4,101471.05049148199,12,1.0,1,1,1.0,2.0,2,4.0
1,1,2,115513.56318607723,13,,1,1,,19.0,2,4.0
1,2,3,187864.32866134171,51,,1,1,,21.0,2,4.0
9,2,4,89138.67120036643,51,1.0,1,1,,17.0,2,4.0
1,1,4,116852.64694937688,32,8.0,1,1,1.0,1.0,2,4.0
1,1,4,,39,1.0,1,1,1.0,19.0,2,4.0
1,1,4,44193.272215389436,26,1.0,1,1,6.0,16.0,2,4.0
1,2,2,0.0,36,1.0,1,1,6.0,19.0,2,4.0
1,2,4,103785.42433886878,47,1.0,1,1,6.0,17.0,2,4.0
1,1,1,66979.23995735106,26,,1,1,6.0,23.0,2,4.0
1,1,4,0.0,55,1.0,1,1,1.0,22.0,2,4.0
2,1,3,77167.46043850838,6,1.0,1,1,1.0,16.0,2,4.0
1,1,1,31475.65569068361,41,1.0,1,1,1.0,19.0,2,4.0
2,2,3,60728.178796421395,5,1.0,1,2,,20.0,2,4.0
1,2,1,29623.924039486013,26,1.0,1,1,6.0,14.0,2,4.0
4,1,9,38182.020389964,36,1.0,1,1,3.0,22.0,2,4.0
1,2,4,68004.81305848648,47,1.0,1,1,1.0,14.0,2,4.0
9,1,2,115832.67449309074,13,1.0,1,1,,21.0,2,4.0
1,1,4,199810.83511435636,46,1.0,1,1,6.0,18.0,2,4.0
1,1,2,,48,1.0,1,2,1.0,20.0,2,4.0
2,2,3,,29,,1,1,6.0,6.0,2,4.0
9,1,4,20466.730196344764,47,1.0,1,1,6.0,16.0,2,4.0
1,1,1,55631.35589852862,36,,1,1,,20.0,2,4.0
1,1,2,76186.45650322412,53,,1,1,,14.0,2,4.0
2,2,2,102123.28988097647,53,1.0,1,1,1.0,16.0,2,4.0
1,2,9,0.0,18,1.0,4,1,1.0,13.0,2,4.0
1,1,3,6890.822127177962,17,1.0,1,1,1.0,20.0,2,4.0
9,2,4,35746.81408776996,12,,1,1,,22.0,2,4.0
1,1,3,110062.8176790519,37,1.0,1,1,1.0,21.0,2,4.0
2,2,2,0.0,6,1.0,1,1,6.0,16.0,2,4.0
1,1,4,,34,1.0,1,1,6.0,14.0,2,4.0
1,2,2,0.0,16,1.0,1,1,4.0,21.0,2,4.0
9,1,2,15817.488189917782,34,,1,1,1.0,22.0,2,4.0
2,2,1,125249.28945857016,17,1.0,1,1,1.0,5.0,2,4.0
1,2,2,0.0,48,2.0,1,1,1.0,1.0,2,4.0
6,2,2,8498.214380232392,26,1.0,1,1,6.0,22.0,2,4.0
1,1,4,,48,1.0,1,1,6.0,18.0,2,4.0
2,1,2,5438.954938480856,51,1.0,1,1,1.0,19.0,2,4.0
1,2,4,18261.435192479363,34,1.0,1,1,1.0,1.0,2,4.0
9,2,2,,47,1.0,1,1,1.0,21.0,2,4.0
2,2,9,0.0,26,1.0,4,1,1.0,5.0,2,4.0
1,1,2,9297.664845272666,47,,1,1,6.0,16.0,1,4.0
1,2,4,45167.79875643518,47,1.0,1,1,2.0,21.0,2,4.0
8,2,2,38328.72303113848,13,1.0,1,1,1.0,6.0,2,4.0
1,2,2,0.0,2,1.0,1,1,1.0,20.0,2,4.0
1,2,3,113180.7743087752,19,,1,1,6.0,19.0,2,4.0
6,2,2,22695.60192588253,6,1.0,1,1,1.0,21.0,2,4.0
1,1,9,0.0,13,2.0,1,1,1.0,20.0,2,4.0
1,1,1,0.0,27,1.0,1,1,4.0,20.0,2,4.0
1,1,3,17017.51729249711,26,,1,1,1.0,16.0,2,4.0
2,2,4,0.0,26,1.0,1,1,1.0,21.0,2,4.0
1,1,3,,34,,1,1,1.0,24.0,2,4.0
8,2,2,0.0,42,1.0,1,1,1.0,21.0,2,4.0
1,2,9,101054.74384055065,6,1.0,1,1,,16.0,2,4.0
1,1,4,177164.88513651612,25,1.0,1,1,1.0,19.0,2,4.0
1,1,1,100325.26376050507,17,1.0,4,1,,21.0,2,4.0
1,2,1,0.0,4,1.0,1,1,1.0,4.0,2,4.0
1,1,4,,2,1.0,1,1,1.0,20.0,2,4.0
1,2,1,101730.80015787437,48,,1,1,,21.0,2,4.0
1,2,2,56816.161314472716,2,1.0,1,1,6.0,11.0,2,4.0
1,1,2,,51,8.0,1,1,1.0,19.0,2,4.0
1,2,3,,48,8.0,1,1,6.0,1.0,2,4.0
1,1,3,58912.703574523344,12,1.0,1,1,,21.0,2,4.0
1,1,2,60622.496888217196,2,1.0,1,1,1.0,19.0,2,4.0
1,2,4,0.0,39,1.0,1,1,1.0,7.0,2,4.0
2,1,4,20457.581011068032,48,,1,1,6.0,20.0,1,4.0
