RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
1,1,4,None,13,1.0,1,1,1.0,21.0,2,4.0
4,1,3,35604.8475133608,34,None,1,1,5.0,None,2,1.0
1,1,3,103596.04262843853,56,1.0,1,1,1.0,20.0,2,2.0
1,2,4,None,48,1.0,1,1,1.0,None,2,4.0
1,2,4,None,53,5.0,1,1,None,13.0,2,4.0
1,1,4,78530.7428673919,13,None,1,1,None,3.0,2,4.0
1,2,4,12129.651288551453,13,1.0,1,1,6.0,21.0,2,4.0
1,1,4,62087.12882101248,35,1.0,1,1,6.0,19.0,1,4.0
1,1,4,104673.02917524685,47,8.0,1,1,1.0,22.0,2,None
8,2,3,62879.34018036786,56,2.0,1,1,1.0,18.0,2,None
1,1,4,-8011.754021765424,53,3.0,1,1,6.0,16.0,2,4.0
1,1,3,113420.41625670812,27,1.0,1,1,6.0,22.0,2,4.0
1,1,4,-8500.0,18,None,1,1,6.0,16.0,2,4.0
1,2,3,None,49,1.0,1,1,1.0,18.0,2,4.0
1,2,3,None,36,None,1,1,6.0,16.0,2,4.0
1,1,2,-8500.0,19,None,1,1,1.0,21.0,2,4.0
1,1,3,14461.050369787914,42,None,1,1,None,17.0,2,4.0
1,2,3,-8500.0,34,None,1,1,6.0,19.0,2,4.0
1,2,4,88629.28393561582,26,None,1,1,4.0,2.0,2,4.0
1,1,4,163765.7251932822,9,4.0,1,1,1.0,16.0,2,4.0
1,1,3,20030.978981785025,36,None,1,1,6.0,4.0,2,None
1,1,3,29689.666745805065,17,None,1,1,None,6.0,2,4.0
6,1,4,-8500.0,13,None,1,1,6.0,19.0,2,None
1,2,4,-8500.0,55,3.0,1,1,6.0,22.0,2,4.0
1,1,3,-2910.403497247309,39,None,1,1,6.0,22.0,2,4.0
1,2,3,74549.34759873028,56,8.0,1,1,1.0,18.0,2,4.0
2,2,3,83645.16662841346,12,None,1,1,4.0,23.0,2,3.0
1,2,4,-8500.0,29,None,1,1,4.0,16.0,2,4.0
1,1,4,-8500.0,47,None,1,1,1.0,None,2,4.0
1,2,4,80402.91912441132,37,1.0,1,1,1.0,1.0,2,4.0
9,1,3,134210.71126845406,34,2.0,5,1,1.0,21.0,2,4.0
1,2,3,-8500.0,17,1.0,1,1,1.0,21.0,2,4.0
1,1,3,70292.63567657974,34,1.0,1,1,1.0,16.0,2,4.0
1,1,4,33745.26674920662,18,None,1,1,None,21.0,2,4.0
1,2,3,-8500.0,42,1.0,1,1,1.0,16.0,2,4.0
1,2,3,None,39,1.0,1,1,4.0,16.0,2,4.0
1,1,4,None,48,None,1,1,6.0,1.0,2,4.0
1,2,4,20989.597413508596,51,1.0,1,1,None,19.0,2,None
1,2,3,43660.749712139055,39,2.0,1,1,1.0,20.0,2,4.0
1,1,4,30070.83627520971,18,None,1,1,6.0,5.0,2,4.0
1,1,4,96164.58581861077,25,1.0,1,1,6.0,11.0,2,4.0
1,2,4,None,55,1.0,1,1,None,21.0,2,4.0
9,2,3,106628.03661191589,12,None,1,1,6.0,7.0,2,4.0
1,2,4,58692.34192640156,48,1.0,1,1,6.0,22.0,1,4.0
1,1,3,None,39,8.0,1,1,1.0,19.0,2,4.0
1,2,4,92590.79035188048,13,1.0,1,1,6.0,4.0,2,4.0
1,1,2,86748.21550013406,19,None,1,1,1.0,15.0,2,4.0
1,1,3,77333.82440623321,6,1.0,1,1,6.0,14.0,2,None
1,1,4,104039.96896425253,26,1.0,1,1,1.0,18.0,2,4.0
1,2,3,78865.4707719053,56,1.0,1,1,1.0,2.0,2,4.0
1,1,3,83436.73281748111,42,None,1,1,5.0,22.0,2,4.0
1,1,3,1982.4922938649834,6,None,1,1,1.0,19.0,2,4.0
1,2,3,35533.64457870742,6,1.0,1,1,1.0,19.0,2,4.0
1,1,4,64889.52855526979,31,None,1,1,6.0,None,2,1.0
1,2,4,36719.335303263615,37,None,1,1,6.0,1.0,2,4.0
1,2,3,-8500.0,17,None,1,1,6.0,19.0,2,4.0
1,2,3,171807.17293651556,42,1.0,1,1,1.0,21.0,2,4.0
1,2,4,-8500.0,18,1.0,1,1,4.0,21.0,2,4.0
2,2,4,20283.562518956947,48,None,1,1,6.0,19.0,2,4.0
1,1,3,-8500.0,6,None,1,1,3.0,22.0,2,4.0
1,1,3,-8500.0,36,1.0,1,1,3.0,19.0,1,None
1,2,3,-8500.0,12,None,1,1,1.0,16.0,2,4.0
1,1,3,92259.03259365377,39,8.0,1,1,1.0,16.0,2,4.0
1,2,4,None,13,1.0,1,1,None,21.0,2,4.0
2,1,4,None,13,2.0,3,1,1.0,16.0,2,4.0
9,2,4,None,4,None,1,1,None,4.0,2,4.0
4,1,4,95106.52682948303,55,1.0,1,1,1.0,12.0,2,4.0
9,1,3,94863.13977629328,6,None,1,1,None,18.0,2,4.0
1,2,4,40719.294985802124,31,1.0,1,1,6.0,21.0,2,4.0
8,2,3,149708.96477810238,36,1.0,1,1,1.0,22.0,2,4.0
1,1,3,24986.15827749477,6,1.0,1,1,None,5.0,2,4.0
9,2,3,50601.02238266572,34,None,1,1,6.0,4.0,2,4.0
1,2,3,109194.21961621451,42,1.0,1,1,1.0,11.0,2,4.0
1,2,4,38996.934036897044,4,1.0,1,1,1.0,16.0,2,4.0
4,2,4,-8500.0,55,1.0,1,1,6.0,9.0,2,4.0
9,2,3,71021.2129425188,6,1.0,1,1,1.0,22.0,2,4.0
1,1,3,128533.84159880443,27,1.0,4,1,1.0,20.0,2,4.0
1,1,4,148531.0605049913,1,None,1,1,1.0,19.0,2,4.0
8,1,3,87610.17828097651,17,1.0,1,1,1.0,20.0,2,4.0
1,1,4,107192.29112717812,48,1.0,1,1,1.0,17.0,2,4.0
8,2,3,115512.9545655043,39,8.0,1,1,1.0,12.0,2,4.0
1,2,2,19834.202367309677,24,2.0,1,1,1.0,19.0,2,4.0
1,1,3,86773.20824553372,12,None,1,1,1.0,21.0,2,4.0
1,1,4,46516.89741676389,29,1.0,1,1,1.0,16.0,1,4.0
1,1,4,216856.91499002345,37,1.0,1,1,6.0,22.0,2,4.0
1,1,3,31049.228307069036,42,1.0,1,1,6.0,16.0,2,4.0
9,1,3,83466.69889109544,6,None,4,1,5.0,4.0,2,1.0
1,2,4,40613.08677122238,55,1.0,1,1,1.0,1.0,2,4.0
1,1,3,None,56,1.0,1,1,6.0,18.0,2,None
1,1,4,156326.92715218928,41,3.0,1,1,1.0,22.0,2,4.0
9,2,3,76826.12493898901,12,1.0,1,1,1.0,19.0,2,4.0
1,1,4,None,37,1.0,1,1,None,21.0,2,4.0
1,2,4,86432.39847952352,25,1.0,1,1,None,20.0,1,4.0
4,2,3,64296.40259821997,12,1.0,1,1,6.0,20.0,2,4.0
1,2,3,61613.99611730992,34,1.0,1,1,4.0,19.0,2,4.0
1,1,3,None,6,1.0,1,1,1.0,21.0,2,4.0
1,1,3,None,39,1.0,1,1,6.0,20.0,2,4.0
1,1,4,83639.27021326905,18,1.0,1,1,None,11.0,2,4.0
9,1,4,88617.71163923462,26,1.0,1,1,6.0,21.0,2,4.0
1,1,4,133641.53343316485,48,1.0,1,1,6.0,18.0,2,4.0
8,2,4,None,32,1.0,1,1,1.0,23.0,2,4.0
9,2,3,-8500.0,36,1.0,1,1,6.0,1.0,2,None
9,2,3,54554.8617780045,36,None,1,1,6.0,19.0,2,4.0
1,2,4,15216.686086402231,37,8.0,1,1,1.0,16.0,2,4.0
1,1,3,114183.4194229487,56,None,1,1,1.0,21.0,2,4.0
1,1,3,25803.09221499814,56,2.0,1,1,1.0,16.0,2,4.0
1,1,3,96179.9258608591,42,None,1,1,1.0,19.0,2,4.0
1,1,4,53390.92264134562,29,1.0,1,1,6.0,21.0,2,4.0
1,2,3,1379.7894300996413,27,None,1,1,6.0,16.0,2,4.0
1,1,3,46728.00889678643,28,1.0,1,1,6.0,None,2,4.0
8,2,3,-8500.0,36,None,1,1,5.0,21.0,2,4.0
1,2,4,118350.46024020849,26,1.0,1,1,6.0,11.0,2,4.0
6,1,3,None,42,1.0,5,1,1.0,21.0,2,4.0
9,1,3,19241.849148959802,49,None,1,1,5.0,12.0,1,4.0
2,2,3,26905.918826714475,34,1.0,1,1,1.0,21.0,2,4.0
1,1,3,-8500.0,46,None,1,1,4.0,17.0,2,4.0
1,2,2,35279.491417784026,19,1.0,1,1,6.0,20.0,2,None
1,2,4,127296.87477328427,29,None,1,1,6.0,2.0,2,4.0
1,1,2,98604.48024513773,40,None,1,1,6.0,22.0,2,None
1,1,4,-8500.0,18,1.0,1,1,6.0,21.0,2,4.0
1,2,3,162303.02428309157,36,1.0,1,1,6.0,16.0,2,4.0
1,2,3,84000.50265903103,17,4.0,1,1,4.0,18.0,2,None
1,2,3,84586.9410835727,42,1.0,1,1,6.0,11.0,2,None
1,2,4,-8500.0,22,1.0,1,1,6.0,21.0,2,4.0
1,2,3,None,12,None,1,1,6.0,18.0,2,None
1,1,4,None,48,1.0,1,1,1.0,19.0,2,4.0
9,1,4,None,51,None,1,1,6.0,17.0,2,4.0
1,2,4,39783.7772833017,37,1.0,1,1,1.0,16.0,2,4.0
1,1,2,129925.47312129833,24,1.0,1,1,6.0,21.0,2,4.0
1,1,4,-8500.0,8,None,1,1,1.0,9.0,2,1.0
9,2,4,1570.0576253693434,13,1.0,1,1,1.0,16.0,2,4.0
2,1,3,None,6,1.0,1,1,6.0,19.0,2,4.0
4,1,4,25053.941879443217,48,None,1,1,5.0,21.0,2,4.0
9,1,4,92409.1541400296,26,3.0,1,1,1.0,18.0,2,4.0
1,1,3,35.541151537545375,42,1.0,1,1,6.0,22.0,2,None
9,2,3,None,17,1.0,1,1,6.0,12.0,2,None
2,1,3,9546.946827842141,6,1.0,1,1,1.0,14.0,2,None
9,2,3,-8500.0,36,1.0,1,1,4.0,4.0,2,None
9,1,3,55640.73516008735,42,None,1,1,6.0,18.0,2,4.0
1,2,4,23528.116453559756,51,1.0,3,1,6.0,19.0,1,4.0
8,1,3,None,34,1.0,1,1,6.0,22.0,2,4.0
1,1,4,None,21,None,1,1,None,14.0,2,1.0
1,2,3,-8500.0,6,1.0,1,1,6.0,21.0,2,4.0
6,1,3,17742.061009365658,39,None,1,1,1.0,9.0,2,4.0
9,1,4,29965.116551967505,4,None,1,1,5.0,18.0,2,4.0
1,2,4,117376.2360657395,37,1.0,1,1,3.0,14.0,2,4.0
2,1,3,None,6,1.0,3,1,1.0,15.0,2,4.0
9,1,3,128925.98082845999,39,None,1,1,1.0,4.0,2,4.0
1,1,3,-1785.813964188259,34,1.0,1,1,1.0,16.0,2,4.0
1,1,4,-8500.0,4,None,1,1,6.0,16.0,2,4.0
4,2,4,-8500.0,37,None,1,1,6.0,20.0,2,4.0
1,2,2,10221.987744811384,24,3.0,1,1,4.0,19.0,2,4.0
1,1,3,57279.271910395895,12,None,1,1,6.0,20.0,2,None
1,1,4,146304.68797942804,47,6.0,1,1,1.0,19.0,2,4.0
1,1,3,16983.504257322646,46,1.0,1,1,6.0,19.0,2,4.0
1,2,3,69916.29055416968,6,None,1,1,None,15.0,2,4.0
1,2,3,30749.43679670229,42,1.0,1,1,1.0,16.0,2,4.0
9,2,4,-3311.5667748222695,32,None,1,1,None,19.0,1,4.0
1,2,3,23731.55499296179,17,1.0,1,1,1.0,16.0,2,4.0
2,1,3,4218.982020017749,17,1.0,1,1,6.0,19.0,2,4.0
1,1,3,149364.70585186087,39,1.0,1,1,1.0,16.0,2,4.0
1,2,3,43482.26865479798,56,7.0,1,1,1.0,21.0,2,4.0
9,1,4,105389.75195274808,25,1.0,1,1,6.0,18.0,2,1.0
1,1,3,None,56,None,1,1,6.0,20.0,2,None
1,1,3,-8500.0,42,None,1,1,6.0,22.0,2,4.0
9,1,3,-8500.0,36,None,1,1,5.0,19.0,2,4.0
1,2,3,2957.6472894500403,42,8.0,1,1,1.0,21.0,2,4.0
1,2,2,100980.38628802937,24,1.0,1,1,None,22.0,2,4.0
1,1,4,1200.0636604287065,54,None,1,1,6.0,21.0,2,None
6,1,3,152202.70655287293,6,1.0,1,1,1.0,18.0,2,4.0
1,2,3,None,42,None,1,1,None,20.0,2,4.0
9,2,3,None,6,1.0,1,1,6.0,None,2,4.0
4,1,4,-1190.5099657188912,45,None,1,1,6.0,4.0,1,1.0
1,2,3,-8500.0,17,1.0,1,1,6.0,12.0,1,4.0
1,1,4,172399.48817264067,13,3.0,1,1,6.0,21.0,2,4.0
1,2,3,None,36,1.0,1,1,6.0,22.0,2,4.0
2,2,4,72088.0927930345,45,1.0,1,1,1.0,19.0,2,None
1,1,4,None,26,1.0,1,1,6.0,19.0,2,None
9,1,4,-8500.0,37,None,1,1,5.0,19.0,2,4.0
9,1,4,38188.054750783995,8,1.0,1,1,None,19.0,2,4.0
9,2,3,None,39,1.0,1,1,6.0,None,2,4.0
9,2,3,-8500.0,6,None,1,1,1.0,19.0,2,4.0
1,1,3,None,17,None,1,1,6.0,12.0,2,4.0
1,1,4,49001.662665223776,48,1.0,1,1,6.0,16.0,2,4.0
1,1,3,77861.22956547297,6,1.0,4,1,1.0,21.0,2,4.0
1,1,4,42810.36918335839,22,None,1,1,6.0,20.0,2,4.0
1,1,4,-8500.0,51,None,1,1,6.0,21.0,2,4.0
2,1,4,67963.21795947153,47,None,1,1,6.0,22.0,2,None
1,2,4,None,53,1.0,1,1,None,22.0,2,4.0
9,1,4,37359.94461460938,47,1.0,1,1,1.0,19.0,2,None
9,1,3,36289.08291086741,34,None,1,1,1.0,20.0,2,4.0
1,2,4,-8500.0,48,None,1,1,1.0,16.0,2,4.0
9,1,4,70.00882640868076,26,1.0,1,1,None,21.0,1,4.0
1,2,3,83223.16203807225,34,None,1,1,None,21.0,2,4.0
1,2,3,-8500.0,36,None,1,1,None,19.0,2,4.0
1,1,3,54728.39722523113,6,8.0,1,1,1.0,21.0,2,4.0
1,2,4,None,22,None,1,1,4.0,18.0,2,None
1,2,4,22953.787343244177,48,1.0,1,1,6.0,19.0,1,4.0
6,1,3,73446.82919651721,42,1.0,1,1,1.0,21.0,2,4.0
1,2,4,5801.83445103409,55,1.0,1,1,1.0,16.0,2,4.0
1,2,4,133950.642476015,48,8.0,1,1,1.0,16.0,2,4.0
1,2,3,24754.64467893603,12,None,4,1,6.0,22.0,2,4.0
4,2,3,None,36,1.0,1,1,1.0,19.0,2,4.0
1,1,4,78735.85265744824,48,None,1,1,6.0,19.0,2,4.0
1,2,3,70182.82717174407,36,1.0,1,1,1.0,21.0,2,4.0
1,2,3,22465.49810411878,36,1.0,1,1,1.0,16.0,2,4.0
1,1,4,-2216.3264054184547,13,1.0,1,1,6.0,19.0,2,4.0
1,1,3,None,34,3.0,1,1,6.0,21.0,2,4.0
2,1,3,None,12,None,1,1,6.0,16.0,2,4.0
1,2,3,155029.51084434337,72,1.0,1,1,6.0,21.0,2,4.0
9,1,4,54438.9969240751,18,1.0,1,1,None,18.0,2,4.0
1,1,3,None,46,1.0,1,1,1.0,20.0,2,4.0
1,2,3,9774.01650012724,42,None,1,1,1.0,19.0,2,4.0
1,1,3,110805.58577986472,49,1.0,1,1,6.0,20.0,2,1.0
1,2,3,-8500.0,42,1.0,1,1,1.0,9.0,2,4.0
1,2,4,23273.86532911587,13,None,1,1,6.0,19.0,2,4.0
1,1,4,93259.98183358717,29,1.0,1,1,1.0,16.0,2,4.0
1,2,4,-8500.0,48,1.0,1,1,6.0,4.0,2,4.0
1,2,3,None,6,None,1,1,None,21.0,2,None
1,1,4,74418.23435486606,55,1.0,1,1,6.0,18.0,2,4.0
1,2,4,None,21,1.0,1,1,1.0,21.0,2,4.0
9,2,4,105225.1362178961,48,1.0,1,1,1.0,18.0,2,4.0
1,2,4,90607.53698515859,48,None,1,1,1.0,21.0,2,4.0
6,2,4,None,25,None,1,1,4.0,22.0,2,4.0
1,2,2,53137.39381357268,30,1.0,1,1,1.0,17.0,2,None
9,2,4,8828.525879454632,4,None,2,1,6.0,18.0,2,None
1,2,4,94957.04469727328,18,1.0,1,1,6.0,1.0,2,4.0
1,1,4,-4338.554810596601,55,None,1,1,1.0,22.0,2,4.0
9,2,3,173484.52740108813,12,None,1,1,5.0,2.0,2,4.0
2,1,4,-8500.0,37,8.0,4,1,6.0,16.0,2,4.0
1,1,3,24579.528185809573,17,None,3,1,6.0,5.0,2,None
2,1,3,None,6,1.0,1,1,6.0,10.0,2,4.0
1,1,2,-8500.0,38,None,1,1,4.0,19.0,2,4.0
2,2,3,-8500.0,36,1.0,1,1,1.0,16.0,2,4.0
1,1,4,79041.39389451743,48,1.0,1,1,None,18.0,2,4.0
1,2,4,52655.87843128815,47,3.0,1,1,1.0,17.0,2,4.0
1,1,4,-8500.0,55,None,1,1,6.0,None,2,2.0
1,1,3,164100.96745803976,56,1.0,1,1,1.0,21.0,2,4.0
1,2,4,76900.04184377093,48,1.0,1,1,6.0,20.0,2,4.0
9,1,3,-3464.280351831527,6,1.0,1,1,None,22.0,2,4.0
1,1,3,None,6,None,1,1,6.0,24.0,2,None
1,1,4,None,48,None,1,1,1.0,8.0,2,4.0
1,2,3,63643.40496146536,6,None,1,1,1.0,22.0,2,4.0
1,2,4,47616.10975203358,41,1.0,1,1,1.0,19.0,2,4.0
9,1,4,None,13,1.0,1,1,None,21.0,2,4.0
4,1,3,66542.19240858476,6,2.0,1,1,6.0,16.0,2,4.0
1,1,2,50577.821866262115,19,None,1,1,None,7.0,1,1.0
1,1,4,81263.15833745936,55,None,1,1,6.0,19.0,2,4.0
2,2,3,-8500.0,42,1.0,1,1,1.0,22.0,2,4.0
9,1,3,72454.24966143304,36,1.0,1,1,None,19.0,2,4.0
1,1,3,None,6,1.0,1,1,None,22.0,2,4.0
1,2,4,132318.27618114746,51,1.0,1,1,None,18.0,2,4.0
1,1,3,40129.372604442775,39,1.0,1,1,4.0,15.0,2,4.0
1,2,4,None,4,None,1,1,6.0,22.0,1,4.0
1,1,4,34997.46700554151,26,1.0,1,1,6.0,19.0,2,4.0
1,2,4,72481.7432494541,13,2.0,1,1,6.0,9.0,2,4.0
9,2,4,None,37,1.0,1,1,6.0,16.0,2,4.0
1,2,4,149356.9642934067,25,1.0,1,1,6.0,1.0,2,4.0
1,1,3,110721.32947118903,6,1.0,1,1,4.0,17.0,2,2.0
9,1,3,27741.41981094985,12,1.0,1,1,6.0,20.0,2,4.0
1,1,4,35349.18734414176,55,1.0,1,1,6.0,19.0,2,4.0
4,2,4,None,13,1.0,1,1,1.0,21.0,2,4.0
1,1,3,-8500.0,36,1.0,1,1,None,16.0,1,4.0
1,2,4,None,29,None,1,1,4.0,22.0,2,4.0
1,2,4,None,9,1.0,1,1,6.0,22.0,2,1.0
1,2,3,78465.12948699668,39,1.0,1,1,1.0,18.0,2,4.0
9,1,4,67439.14563006854,54,1.0,1,1,6.0,14.0,2,None
1,1,2,None,19,None,1,1,1.0,20.0,2,1.0
1,2,4,107181.57440832123,31,1.0,1,1,3.0,16.0,2,4.0
2,1,3,98590.15988925201,6,1.0,1,1,4.0,21.0,2,4.0
1,2,3,None,36,None,1,1,6.0,19.0,2,4.0
1,2,4,50828.75578157565,51,1.0,1,1,6.0,10.0,2,4.0
1,1,4,71548.17651916461,26,None,1,1,1.0,21.0,2,4.0
1,1,3,14330.563560707164,2,1.0,1,1,1.0,20.0,2,4.0
1,1,4,-8500.0,48,1.0,1,1,1.0,22.0,2,4.0
2,1,3,108361.88704298442,6,1.0,1,1,6.0,4.0,2,4.0
1,1,4,65763.63258932106,20,3.0,1,1,5.0,19.0,1,4.0
1,2,3,None,39,1.0,1,1,1.0,22.0,2,4.0
2,2,3,117474.6385847455,36,8.0,1,1,6.0,19.0,2,4.0
1,2,2,137676.30047544022,24,1.0,1,1,6.0,19.0,2,4.0
1,1,4,105339.7579882721,51,8.0,1,1,6.0,21.0,2,4.0
1,2,3,120394.89201925896,34,None,1,1,None,4.0,2,1.0
1,1,3,-1432.4695796034794,42,1.0,1,1,6.0,21.0,2,4.0
9,2,3,47829.96699232226,42,None,1,1,1.0,14.0,2,4.0
1,2,3,-411.4423412060205,36,None,1,1,1.0,20.0,2,4.0
1,1,4,89043.9853578677,26,None,1,1,6.0,22.0,2,4.0
1,1,4,40413.73836952284,48,None,1,1,6.0,17.0,1,4.0
1,2,4,-8500.0,32,None,1,1,6.0,19.0,2,4.0
9,1,3,77754.95233886578,17,None,1,1,None,23.0,2,4.0
1,1,4,-8500.0,13,None,1,1,6.0,18.0,1,4.0
1,2,3,-8500.0,56,None,1,1,6.0,22.0,2,4.0
1,2,1,160267.35783034374,16,7.0,1,1,6.0,22.0,2,4.0
2,2,4,None,4,8.0,1,1,1.0,16.0,2,4.0
1,2,3,-8500.0,34,None,1,1,1.0,21.0,2,4.0
1,2,4,None,55,None,1,1,1.0,22.0,1,4.0
1,2,3,60916.044543387834,34,1.0,1,1,6.0,16.0,2,4.0
1,2,4,-8500.0,32,None,1,1,3.0,19.0,2,None
