RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
1,2,3,-8500.0,48,1.0,1,1,1.0,16.0,2,4.0
9,1,4,13243.635582134488,24,1.0,1,1,6.0,22.0,2,4.0
1,1,4,42876.61204737834,29,1.0,1,1,6.0,16.0,2,4.0
1,2,4,157256.7683389042,9,None,1,1,6.0,14.0,2,4.0
1,2,3,57483.94347820601,1,None,1,1,5.0,23.0,1,4.0
1,2,4,100577.9923522982,36,1.0,1,1,1.0,21.0,2,4.0
1,1,4,None,41,None,1,1,5.0,16.0,2,4.0
8,2,3,None,39,None,1,1,6.0,19.0,2,4.0
1,2,3,None,39,1.0,1,1,1.0,21.0,2,4.0
1,2,3,55609.97675541406,48,None,1,1,6.0,4.0,2,4.0
1,1,3,4825.841165518432,13,None,1,1,3.0,7.0,2,None
9,2,4,-8500.0,18,None,1,1,None,16.0,2,4.0
1,2,4,None,8,2.0,1,1,6.0,14.0,2,4.0
1,1,3,-8500.0,51,1.0,1,1,None,19.0,2,4.0
1,2,4,None,32,4.0,1,1,None,14.0,2,4.0
1,2,4,14536.792342183944,36,1.0,1,1,1.0,16.0,2,4.0
1,2,3,None,13,1.0,1,1,4.0,13.0,2,4.0
1,2,4,-8500.0,21,1.0,1,1,6.0,19.0,2,4.0
1,2,3,10656.929678459572,48,1.0,1,1,6.0,19.0,2,4.0
1,2,3,-7051.334578561313,48,1.0,1,1,4.0,20.0,2,4.0
1,1,3,215976.7920255707,37,1.0,1,1,1.0,8.0,2,None
1,2,2,24895.280730588554,38,1.0,1,1,1.0,16.0,2,4.0
1,1,4,None,36,1.0,1,1,4.0,20.0,2,4.0
1,1,3,-4162.012940663881,13,None,1,1,1.0,18.0,2,4.0
2,1,3,19219.33204115217,51,1.0,1,1,1.0,7.0,2,4.0
1,2,3,None,51,3.0,1,2,1.0,21.0,2,4.0
1,1,3,252440.0455167521,37,1.0,1,1,1.0,16.0,2,4.0
1,2,4,21852.16725872446,21,None,1,1,1.0,19.0,2,4.0
1,2,4,None,18,None,1,1,None,19.0,2,4.0
1,1,3,-7132.964122708319,48,1.0,1,1,None,22.0,2,4.0
1,2,4,139352.5650657136,18,1.0,1,1,1.0,21.0,2,4.0
1,2,3,-8500.0,13,1.0,1,1,6.0,16.0,2,4.0
1,1,3,-8500.0,37,1.0,1,1,6.0,6.0,2,4.0
1,2,4,27964.173199647827,24,1.0,1,1,1.0,21.0,2,4.0
1,2,3,-8500.0,39,None,1,1,6.0,22.0,2,4.0
1,1,3,47372.13765024874,28,None,1,1,6.0,20.0,2,1.0
1,1,4,133236.7001711399,18,1.0,1,1,6.0,4.0,2,None
1,2,2,-8500.0,53,None,1,1,4.0,22.0,2,4.0
1,1,4,8721.964662545433,56,1.0,1,1,6.0,12.0,2,None
1,1,3,183455.61444115805,15,1.0,1,1,6.0,21.0,2,4.0
1,2,4,9732.929078542316,24,None,1,1,6.0,4.0,2,None
1,2,3,39547.923900755,13,1.0,1,1,None,4.0,2,4.0
1,1,3,153768.88523784198,48,None,1,1,None,17.0,2,4.0
1,1,3,59596.69869266942,48,None,1,1,1.0,14.0,2,None
1,2,3,None,13,None,1,1,6.0,23.0,2,None
1,2,3,101698.7243636882,1,2.0,1,1,6.0,21.0,2,4.0
1,1,4,None,56,1.0,1,1,1.0,1.0,2,4.0
1,1,3,92251.91902825478,37,None,1,1,None,22.0,2,4.0
1,1,3,None,39,None,5,1,None,1.0,2,4.0
1,2,4,74423.63976584924,32,1.0,1,1,None,12.0,2,4.0
1,1,3,19461.900939821688,51,1.0,1,1,6.0,11.0,2,4.0
9,2,3,27666.21750743176,13,None,1,1,1.0,20.0,1,4.0
1,2,3,112589.84862737772,20,None,1,1,None,14.0,2,4.0
1,2,3,45554.56830482661,51,2.0,1,1,1.0,16.0,2,4.0
1,1,3,None,39,None,1,1,None,1.0,2,4.0
4,2,4,9031.741717633187,56,None,1,1,6.0,12.0,2,None
1,2,3,None,48,1.0,1,1,6.0,19.0,1,4.0
1,2,4,-5285.115144380914,56,None,1,1,None,9.0,2,4.0
1,2,3,117857.7652343222,48,None,1,1,6.0,10.0,2,4.0
4,1,3,136784.21131327594,39,1.0,1,2,6.0,10.0,2,4.0
1,2,4,108757.30710730632,44,None,1,1,1.0,16.0,2,4.0
1,2,1,47546.84008434904,23,8.0,1,1,1.0,21.0,2,4.0
1,2,4,26698.735466754573,18,1.0,1,1,6.0,21.0,2,4.0
9,2,3,None,37,1.0,1,1,6.0,16.0,2,4.0
1,2,4,93976.30852545916,56,None,1,1,None,21.0,2,4.0
2,1,3,45533.8465707892,13,1.0,1,1,None,22.0,2,4.0
1,2,2,68803.59910301809,53,None,1,1,1.0,16.0,2,4.0
1,1,4,-8500.0,56,None,1,1,None,1.0,2,2.0
1,1,4,6033.818192266335,27,1.0,1,1,4.0,21.0,2,4.0
1,1,3,19169.96956292977,37,1.0,1,1,None,12.0,2,4.0
1,1,4,117835.38583172674,56,None,1,1,4.0,18.0,1,4.0
1,2,3,77995.86804077539,13,1.0,1,1,6.0,22.0,1,4.0
1,1,3,23780.067102180343,28,None,1,1,6.0,22.0,2,4.0
1,1,3,48693.056060701965,1,1.0,1,1,1.0,18.0,2,4.0
1,2,2,40653.74842715573,53,1.0,1,1,6.0,19.0,2,None
1,1,2,None,22,1.0,1,1,None,6.0,2,4.0
1,2,4,139886.57282236757,27,1.0,1,1,1.0,19.0,2,4.0
1,2,4,165107.47622211676,41,2.0,1,1,6.0,16.0,2,4.0
1,1,4,None,18,1.0,1,1,6.0,17.0,2,None
1,1,2,83987.76073315009,72,3.0,1,1,1.0,22.0,2,4.0
4,1,4,70716.2588193241,24,2.0,1,1,1.0,22.0,2,4.0
1,1,4,68457.88813055726,56,None,1,1,None,14.0,2,2.0
1,2,3,77790.96857320367,39,1.0,1,1,None,16.0,2,4.0
1,1,4,-8500.0,36,None,1,1,6.0,20.0,2,4.0
8,1,3,47160.74481119376,51,1.0,1,1,1.0,22.0,2,4.0
1,2,4,-8500.0,8,None,1,1,6.0,20.0,2,4.0
1,2,3,94138.11681688906,39,None,1,1,1.0,19.0,2,4.0
1,2,4,-8500.0,24,None,1,1,5.0,16.0,2,4.0
1,2,3,92397.31799239512,48,None,1,1,None,20.0,2,4.0
1,2,4,None,41,1.0,1,1,1.0,20.0,2,4.0
1,1,1,150380.35446564987,23,1.0,1,1,1.0,16.0,2,4.0
1,2,4,-8500.0,21,1.0,1,1,1.0,19.0,2,4.0
1,1,4,77552.0268105365,18,1.0,4,1,1.0,23.0,2,4.0
1,1,4,96106.45882326104,56,1.0,1,1,6.0,19.0,2,4.0
1,1,2,60824.3442619877,53,1.0,1,1,6.0,20.0,2,4.0
1,2,4,968.9350223308284,27,None,1,2,1.0,16.0,2,4.0
1,2,4,30974.351708099683,36,None,1,1,6.0,9.0,2,4.0
1,1,4,None,36,None,1,1,6.0,1.0,2,4.0
1,1,4,19290.169905652358,36,None,1,1,6.0,4.0,2,4.0
1,1,3,-5966.963709077609,48,None,1,1,1.0,20.0,2,4.0
1,2,4,70411.9236495823,36,4.0,1,1,1.0,16.0,2,4.0
9,1,3,None,51,1.0,1,1,1.0,20.0,2,4.0
1,1,3,83264.00325934068,20,None,1,1,1.0,22.0,2,None
9,1,4,None,36,None,1,1,1.0,19.0,2,4.0
1,1,4,50936.02988054314,21,None,1,1,6.0,20.0,2,4.0
1,2,3,None,48,1.0,1,1,None,22.0,2,4.0
1,1,3,83819.67508113736,48,None,1,1,4.0,21.0,2,4.0
1,2,3,None,39,8.0,1,1,1.0,22.0,2,4.0
1,2,4,-8500.0,18,1.0,1,1,None,16.0,2,4.0
1,1,3,110939.76250585844,51,None,1,1,6.0,16.0,2,4.0
1,2,4,None,24,None,1,1,1.0,20.0,2,4.0
1,2,4,-8500.0,18,1.0,1,1,4.0,21.0,2,4.0
1,1,4,47454.258383008026,24,None,1,1,1.0,22.0,2,4.0
2,2,4,-8500.0,56,None,1,1,4.0,23.0,2,4.0
1,1,3,1277.990547924106,39,None,1,1,1.0,21.0,1,4.0
1,1,4,-8500.0,8,1.0,1,1,6.0,8.0,2,4.0
9,1,4,14436.542445939343,36,1.0,1,1,1.0,21.0,2,4.0
1,2,2,None,53,1.0,1,1,6.0,19.0,2,4.0
1,1,4,31672.31534238942,56,1.0,1,1,6.0,21.0,2,4.0
1,2,4,-8500.0,36,1.0,1,1,None,21.0,2,4.0
1,2,4,None,27,None,1,1,4.0,18.0,2,None
1,2,3,17371.42158266376,20,None,1,1,5.0,22.0,1,4.0
1,2,2,-8500.0,72,1.0,1,1,1.0,21.0,2,4.0
4,2,3,None,37,5.0,1,1,6.0,16.0,2,4.0
1,1,4,None,36,3.0,4,1,None,1.0,2,4.0
1,2,3,None,13,1.0,1,1,1.0,19.0,2,4.0
1,2,3,None,31,3.0,1,1,None,21.0,2,4.0
1,1,4,34185.68817184608,56,None,1,1,1.0,18.0,2,4.0
1,2,3,96706.41198524558,31,1.0,1,1,1.0,21.0,2,4.0
2,2,3,-8500.0,51,None,1,1,6.0,19.0,2,4.0
1,1,4,None,41,None,1,1,6.0,16.0,2,4.0
1,1,3,103468.86980223784,37,1.0,1,1,1.0,18.0,2,4.0
9,2,4,None,36,1.0,1,1,6.0,19.0,2,4.0
1,2,4,13003.69879703849,24,1.0,1,1,6.0,16.0,2,4.0
6,1,3,11407.866441556644,13,1.0,1,1,6.0,20.0,2,4.0
1,1,3,27367.00330862716,51,1.0,1,1,1.0,19.0,2,4.0
1,1,2,None,53,1.0,1,1,3.0,21.0,2,4.0
1,1,3,64820.81261350691,13,1.0,1,1,1.0,17.0,2,4.0
1,1,3,77095.7965350386,39,1.0,4,1,1.0,22.0,2,4.0
9,1,3,-8500.0,51,None,1,1,5.0,1.0,2,4.0
1,1,3,66010.7393376584,39,1.0,1,1,1.0,22.0,2,4.0
1,1,4,85513.43067850484,21,None,1,1,6.0,16.0,2,4.0
1,2,3,76576.89822838013,13,1.0,1,1,1.0,19.0,2,None
1,1,4,96054.0142369484,41,None,1,1,1.0,11.0,2,4.0
1,2,4,-8500.0,41,None,1,1,6.0,22.0,2,4.0
1,1,3,None,48,None,1,1,3.0,4.0,2,4.0
1,1,2,43517.95005637612,22,3.0,1,1,1.0,19.0,2,4.0
1,2,3,None,1,None,1,1,6.0,4.0,2,1.0
1,1,4,None,56,1.0,1,1,6.0,16.0,2,4.0
9,1,3,137250.1361479812,37,None,1,1,None,18.0,2,4.0
1,1,4,-8500.0,8,1.0,1,1,6.0,18.0,2,4.0
2,2,4,-8500.0,18,None,1,1,1.0,21.0,2,4.0
9,1,3,25735.30560247197,1,2.0,1,1,1.0,20.0,2,2.0
3,2,3,-8500.0,37,None,1,1,1.0,4.0,2,None
2,2,3,27120.390004847355,48,None,1,1,5.0,12.0,2,None
6,1,4,-8500.0,8,None,5,1,6.0,3.0,2,4.0
1,1,4,15875.100796097056,21,1.0,1,1,None,11.0,1,4.0
1,2,3,109675.81442838605,13,1.0,1,2,6.0,21.0,2,4.0
2,2,3,87136.7777193774,13,1.0,1,1,4.0,19.0,2,4.0
1,1,4,-8500.0,18,1.0,1,1,4.0,16.0,2,4.0
1,2,4,-8500.0,56,1.0,1,1,None,22.0,2,4.0
7,2,2,25819.93288206499,53,1.0,1,1,1.0,20.0,2,4.0
9,2,4,None,56,None,1,1,6.0,24.0,2,4.0
2,1,2,-8500.0,53,1.0,1,1,6.0,21.0,1,4.0
1,2,2,99272.62166452904,22,4.0,1,1,1.0,19.0,2,4.0
2,2,4,None,46,None,1,1,1.0,None,2,4.0
4,2,3,-8500.0,48,None,1,1,6.0,21.0,2,1.0
1,1,3,68673.73476934613,37,8.0,1,1,1.0,20.0,2,4.0
9,2,3,30489.605733682205,15,None,1,1,6.0,20.0,2,None
1,1,3,44239.39627469663,51,1.0,1,1,1.0,16.0,2,4.0
1,1,3,None,20,None,1,1,6.0,12.0,2,None
1,2,4,25120.37578776092,18,1.0,1,1,6.0,22.0,2,4.0
1,1,4,125773.83053737498,32,None,1,1,1.0,20.0,2,4.0
1,2,3,-8500.0,13,None,1,1,None,21.0,2,4.0
1,1,3,106330.89427313856,37,3.0,1,1,1.0,19.0,2,4.0
1,2,3,23567.36122213337,1,None,1,1,1.0,18.0,2,4.0
1,2,3,None,39,2.0,1,1,1.0,24.0,1,4.0
1,2,3,73957.67392802649,51,2.0,1,1,1.0,19.0,2,4.0
9,1,3,29404.38525773195,51,None,1,1,None,6.0,2,None
1,1,4,-8500.0,36,None,1,1,6.0,18.0,2,1.0
2,2,4,136793.7857689425,40,2.0,1,1,6.0,21.0,2,4.0
9,2,9,99930.9147567371,30,2.0,1,1,6.0,15.0,2,4.0
1,1,2,37749.2730346105,22,1.0,1,1,None,1.0,2,None
4,1,3,39042.31108786864,39,1.0,1,1,None,19.0,2,4.0
1,2,3,71004.97741268914,10,6.0,1,1,6.0,19.0,2,4.0
9,1,3,10568.737615867729,31,1.0,1,1,1.0,16.0,2,4.0
2,2,3,144504.0749780811,17,8.0,1,1,1.0,21.0,2,4.0
1,1,3,-8500.0,39,None,1,1,6.0,19.0,2,2.0
1,1,4,61962.02578923776,55,1.0,1,1,1.0,22.0,2,4.0
9,1,2,73968.7165154279,22,None,1,1,6.0,17.0,2,1.0
9,1,2,112155.51981775058,53,3.0,1,1,6.0,19.0,2,4.0
1,1,3,151379.88787079477,4,2.0,1,1,1.0,22.0,2,4.0
1,2,4,None,55,None,1,1,1.0,22.0,2,4.0
1,1,2,155737.3842881793,22,8.0,1,1,1.0,21.0,2,4.0
1,2,4,None,34,2.0,1,1,None,19.0,2,4.0
1,1,3,57433.581453426974,6,None,1,1,1.0,4.0,2,4.0
2,1,3,12425.650541254516,6,3.0,1,1,6.0,16.0,2,4.0
1,1,4,18118.328951209605,12,1.0,1,1,6.0,19.0,2,1.0
1,2,4,16529.603936421125,12,None,1,1,6.0,1.0,2,4.0
4,2,4,61393.28115453805,12,None,1,2,5.0,21.0,2,None
1,1,3,83962.41653745026,28,1.0,1,1,6.0,17.0,2,4.0
1,2,3,123828.43208857038,17,1.0,1,1,1.0,1.0,2,4.0
1,2,4,9850.22745660747,56,1.0,1,1,6.0,19.0,2,None
1,1,4,43273.14574590089,12,1.0,1,1,1.0,21.0,2,4.0
1,2,4,None,56,None,1,1,None,19.0,1,None
4,2,3,73150.67150529039,37,8.0,4,2,1.0,20.0,2,4.0
1,2,2,101262.12239078496,22,2.0,1,1,1.0,19.0,2,4.0
1,1,4,37115.04649188185,9,1.0,1,1,6.0,20.0,2,4.0
1,1,2,72683.5043581667,5,1.0,4,1,6.0,21.0,2,4.0
1,1,4,58490.36542005978,55,1.0,1,1,6.0,12.0,2,4.0
1,2,3,47567.74726452415,48,8.0,1,1,None,22.0,2,4.0
4,1,3,96193.48341979236,4,None,1,1,1.0,5.0,2,4.0
2,2,4,13321.312923478965,26,1.0,3,1,5.0,21.0,2,4.0
1,2,4,34398.00458446282,36,1.0,1,1,1.0,20.0,2,4.0
6,2,3,None,6,1.0,3,2,None,21.0,2,4.0
1,1,4,105626.93702606348,24,None,1,1,6.0,22.0,2,4.0
1,1,3,None,48,1.0,1,2,1.0,11.0,2,4.0
1,2,4,86062.36528651169,24,None,1,1,1.0,19.0,2,None
9,1,4,20073.7407300306,26,1.0,1,1,None,18.0,2,4.0
8,2,3,4456.106640304744,37,3.0,1,2,1.0,16.0,2,4.0
1,1,4,None,55,None,1,1,6.0,22.0,1,None
1,2,4,None,12,None,1,1,6.0,19.0,2,4.0
9,1,3,155862.3321775368,39,2.0,1,1,6.0,19.0,2,4.0
2,2,4,None,25,None,1,1,1.0,16.0,2,4.0
1,1,4,-8500.0,40,None,1,1,6.0,18.0,2,4.0
1,1,3,43654.02507418823,4,1.0,1,1,1.0,12.0,2,4.0
1,1,4,131920.69262731032,40,None,1,1,6.0,18.0,2,1.0
1,1,4,-8500.0,18,1.0,1,1,5.0,22.0,2,4.0
1,2,3,-8500.0,6,None,1,1,6.0,23.0,2,4.0
6,2,3,18733.93210422209,48,1.0,1,2,3.0,16.0,2,4.0
1,1,3,4119.913230632461,4,1.0,1,1,1.0,22.0,2,4.0
3,2,3,None,37,1.0,1,1,None,21.0,2,4.0
1,2,4,14963.49691847956,9,1.0,1,1,6.0,22.0,2,4.0
1,1,4,100968.04578691909,18,1.0,1,1,6.0,17.0,2,4.0
1,1,4,121706.66237956946,18,None,1,1,1.0,12.0,2,4.0
1,1,2,125128.96162529566,49,None,1,1,1.0,13.0,2,None
9,2,3,18534.203003687,37,None,1,1,6.0,22.0,2,1.0
1,2,4,21342.44439563068,54,None,1,1,1.0,22.0,2,None
9,1,4,None,56,None,1,1,6.0,4.0,2,4.0
1,2,3,-7761.332371437995,4,None,1,1,6.0,19.0,2,4.0
1,2,4,30630.80520777066,18,1.0,1,1,6.0,20.0,2,4.0
1,2,4,89802.2350414186,36,1.0,1,1,6.0,16.0,2,4.0
1,1,3,53474.90602829375,17,1.0,1,1,6.0,21.0,2,4.0
2,2,4,19770.922095318863,26,1.0,1,1,6.0,16.0,2,4.0
1,2,4,-8500.0,36,1.0,1,1,None,19.0,2,None
1,1,3,7289.62071980632,48,None,1,1,None,12.0,2,4.0
1,2,3,-8500.0,37,1.0,1,1,6.0,16.0,2,4.0
1,1,2,-8500.0,5,None,1,1,6.0,1.0,1,None
8,1,3,32805.41340723347,48,None,1,2,None,22.0,1,4.0
2,2,4,131370.01993207415,34,3.0,1,1,6.0,16.0,1,4.0
1,1,3,75153.53491604657,37,2.0,1,1,6.0,21.0,2,4.0
9,2,3,97543.96053957353,4,1.0,1,1,1.0,20.0,2,4.0
9,2,4,129611.0010567382,56,None,1,1,1.0,21.0,2,4.0
1,2,4,3535.2089900575083,12,None,1,1,None,19.0,2,4.0
1,1,3,None,37,1.0,1,1,6.0,21.0,2,4.0
1,2,3,82936.34066436221,39,None,1,2,None,20.0,2,4.0
1,2,4,59001.029751149305,12,None,1,1,6.0,18.0,2,4.0
1,2,3,45762.34594715423,37,None,1,1,4.0,11.0,2,4.0
9,2,4,65881.46039450973,12,None,1,1,2.0,21.0,1,4.0
1,2,4,-8500.0,34,None,1,1,None,18.0,2,4.0
1,1,3,None,17,None,1,1,6.0,19.0,2,4.0
1,1,4,-8500.0,45,None,1,2,6.0,17.0,2,4.0
1,2,2,None,22,1.0,1,1,6.0,20.0,2,None
1,1,3,113522.25059568428,17,1.0,1,1,1.0,22.0,2,4.0
1,2,4,69867.14808600978,18,1.0,1,1,6.0,None,2,4.0
1,2,4,97895.12153432936,12,1.0,1,1,1.0,21.0,2,4.0
1,1,4,None,56,1.0,1,1,1.0,17.0,2,None
1,1,3,64680.65670003256,39,1.0,1,1,1.0,11.0,2,None
2,2,4,64913.89401897391,12,1.0,1,1,None,4.0,2,None
9,1,3,38519.51070626088,4,None,1,1,5.0,20.0,2,4.0
1,2,4,None,12,None,1,1,4.0,7.0,2,4.0
9,2,3,15705.235981649712,48,1.0,1,1,1.0,5.0,2,4.0
1,1,3,61826.1687481746,4,None,1,1,1.0,20.0,2,4.0
1,1,3,92362.12614669654,4,None,1,1,1.0,1.0,2,4.0
1,1,4,153743.8802694106,36,1.0,1,1,6.0,18.0,2,4.0
1,2,4,70390.7821283105,55,8.0,1,1,6.0,19.0,2,4.0
1,1,3,52088.90130031622,39,1.0,1,1,1.0,None,2,4.0
1,1,4,31592.977142682543,26,1.0,1,1,6.0,16.0,2,None
1,1,3,35558.9177153194,15,None,1,1,6.0,22.0,2,4.0
1,2,3,53448.15620789354,6,None,1,1,6.0,16.0,2,4.0
1,1,3,81965.99929468104,48,None,1,1,6.0,4.0,2,None
1,1,4,45676.714231805694,36,7.0,1,1,1.0,24.0,2,2.0
4,1,4,-8500.0,18,None,1,1,1.0,17.0,2,4.0
1,2,3,-8500.0,37,1.0,1,1,6.0,21.0,2,4.0
6,1,3,None,39,1.0,1,1,4.0,22.0,2,4.0
1,1,4,88563.11073550399,36,1.0,1,1,1.0,20.0,2,4.0
1,1,3,None,6,None,1,2,1.0,17.0,2,4.0
1,1,4,20907.221936126836,18,None,1,1,1.0,10.0,2,None
1,2,3,10804.000668995372,6,None,1,1,None,10.0,2,4.0
9,2,3,879.0514328571226,39,None,1,1,None,22.0,1,4.0
1,2,4,68692.77575185269,56,None,1,1,1.0,21.0,2,4.0
1,2,4,61329.86815962641,56,None,1,1,None,18.0,2,4.0
1,1,4,23888.324959299847,12,None,1,1,6.0,12.0,2,4.0
2,1,4,None,56,None,5,1,1.0,16.0,2,4.0
1,2,3,-8500.0,4,1.0,1,1,5.0,5.0,2,4.0
1,1,4,94940.20346501168,34,1.0,1,1,6.0,13.0,2,4.0
1,2,3,66439.19743780745,48,None,1,1,1.0,24.0,2,4.0
1,1,4,159692.2255172251,34,1.0,1,1,1.0,21.0,2,4.0
1,2,4,11701.922437122144,36,1.0,1,1,1.0,16.0,2,4.0
2,2,3,19604.2116384624,48,1.0,1,1,4.0,21.0,2,4.0
1,2,3,52501.21012875306,17,1.0,1,1,1.0,22.0,2,4.0
1,2,4,138868.25744619942,24,5.0,1,1,1.0,18.0,2,4.0
1,2,3,19228.930574810613,17,1.0,1,1,1.0,21.0,2,None
1,1,3,53931.25985591058,17,None,1,1,None,19.0,2,4.0
1,2,4,5714.584251685083,55,6.0,1,1,1.0,16.0,2,4.0
8,2,4,8293.106492194296,34,1.0,1,1,6.0,1.0,2,4.0
1,1,4,-8500.0,36,None,1,1,6.0,None,2,4.0
1,2,3,None,6,1.0,1,1,1.0,19.0,2,4.0
9,1,3,31612.86084866419,39,1.0,1,1,6.0,21.0,2,4.0
1,2,4,-8500.0,34,None,1,1,None,18.0,2,4.0
1,1,4,None,36,2.0,1,1,1.0,16.0,2,4.0
1,2,3,31003.27460383463,17,None,1,1,1.0,16.0,2,4.0
2,1,3,46945.60566814979,6,None,1,1,4.0,20.0,2,4.0
2,1,4,-8500.0,55,1.0,1,1,None,16.0,2,4.0
1,1,3,90191.23779340852,37,1.0,1,1,6.0,16.0,2,4.0
1,1,4,-8500.0,18,1.0,4,1,5.0,7.0,2,4.0
1,1,4,160177.55972929744,24,1.0,1,1,6.0,1.0,2,4.0
8,2,4,44209.9434394876,18,None,4,1,6.0,11.0,2,4.0
1,2,4,18182.016769410355,12,8.0,1,1,6.0,16.0,2,4.0
1,1,3,66709.21437732363,17,5.0,1,1,1.0,21.0,2,4.0
1,2,4,99355.33447328632,26,6.0,1,1,1.0,21.0,2,4.0
1,2,2,49827.89261939148,22,1.0,1,1,6.0,4.0,2,4.0
2,2,2,-8500.0,49,1.0,4,1,1.0,18.0,2,4.0
1,2,3,122515.9224031474,4,1.0,1,1,6.0,15.0,2,4.0
1,2,3,-8500.0,4,None,1,1,6.0,14.0,2,4.0
1,1,3,112982.15095731524,39,1.0,1,1,6.0,21.0,2,4.0
1,1,3,81137.00158670329,17,1.0,4,2,1.0,23.0,2,4.0
1,2,3,145545.77105357812,48,1.0,1,1,1.0,15.0,2,4.0
9,1,4,None,26,3.0,1,1,1.0,22.0,2,4.0
9,1,3,77491.90245580355,6,2.0,1,1,1.0,21.0,2,4.0
9,1,3,108726.65652742966,39,1.0,1,1,6.0,20.0,2,4.0
1,2,3,-8500.0,6,1.0,1,1,6.0,20.0,2,4.0
1,2,3,106866.23442532009,6,1.0,1,1,6.0,19.0,2,4.0
9,1,3,-7181.655005603105,4,None,1,1,None,22.0,2,4.0
1,2,3,-8500.0,39,1.0,1,1,6.0,16.0,2,4.0
1,2,3,21827.436618145734,48,1.0,1,1,1.0,21.0,2,4.0
9,2,4,28183.549095670925,56,None,1,1,1.0,14.0,2,4.0
9,1,3,86634.24253550233,37,1.0,1,1,1.0,19.0,2,4.0
9,2,3,173358.34335189458,37,2.0,1,1,1.0,20.0,2,4.0
9,2,4,25593.815134408476,34,None,4,2,6.0,4.0,2,4.0
1,2,4,-7761.708699139497,36,None,1,1,None,16.0,2,4.0
8,1,4,112969.56268936154,55,None,2,2,1.0,18.0,2,4.0
1,2,4,None,36,1.0,1,1,None,22.0,2,4.0
1,2,4,None,18,1.0,1,1,1.0,16.0,2,4.0
1,2,3,36658.442671324265,6,None,1,1,6.0,21.0,2,None
1,2,4,None,24,1.0,1,1,1.0,16.0,2,4.0
1,1,3,17245.635732719882,48,None,1,1,1.0,4.0,2,None
9,1,3,23152.82128397933,6,None,1,1,6.0,9.0,2,4.0
1,1,4,92378.76399694908,34,None,1,1,6.0,7.0,2,4.0
1,2,4,24636.41237557614,36,1.0,1,1,1.0,20.0,2,None
1,2,4,-8500.0,36,None,1,1,4.0,20.0,2,4.0
1,1,3,None,4,1.0,1,1,1.0,12.0,2,4.0
9,1,4,39737.05084401552,26,None,1,1,None,19.0,2,4.0
2,2,3,None,6,None,1,1,1.0,19.0,2,4.0
9,2,4,50970.99504759642,36,1.0,1,1,1.0,21.0,2,4.0
1,2,4,6502.465817873344,45,None,1,1,1.0,19.0,2,4.0
1,2,4,8640.655354669267,12,1.0,1,1,6.0,21.0,2,4.0
9,2,4,14735.429159379986,45,4.0,1,1,1.0,16.0,2,4.0
1,2,4,84175.08071909577,36,1.0,1,1,6.0,21.0,2,4.0
1,2,4,56336.4337929982,12,9.0,5,1,6.0,21.0,2,4.0
1,2,4,-8500.0,36,1.0,1,1,6.0,21.0,2,4.0
1,2,4,-8500.0,18,None,1,1,1.0,20.0,2,4.0
1,2,3,96287.95507906452,6,1.0,1,1,1.0,21.0,2,4.0
1,2,2,4245.920551879914,22,2.0,1,1,None,13.0,2,4.0
