RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
2,2,4,100190.71050221522,48,1.0,1,1,6.0,19.0,2,4.0
9,2,3,None,39,1.0,1,1,1.0,24.0,2,4.0
9,2,3,2452.994523365764,37,1.0,4,1,6.0,4.0,2,4.0
1,2,2,23784.011950676497,40,None,1,1,5.0,21.0,2,None
9,1,3,16633.939039826655,36,2.0,1,1,1.0,19.0,2,4.0
1,2,2,4376.2757008122135,41,1.0,1,1,6.0,19.0,2,4.0
1,2,3,54660.614318764325,36,1.0,1,1,1.0,14.0,2,4.0
9,1,3,59805.95988818451,36,1.0,1,1,None,21.0,2,4.0
1,2,2,99327.16661227336,21,1.0,1,1,6.0,20.0,2,None
1,1,3,137584.25808655217,39,1.0,1,1,1.0,20.0,2,4.0
9,1,3,18224.723659075546,39,None,1,1,4.0,19.0,2,None
1,1,4,-8500.0,55,None,1,1,1.0,18.0,2,None
1,2,4,58120.39265899447,48,1.0,1,1,1.0,16.0,2,4.0
1,1,3,85045.80436816037,37,1.0,1,1,6.0,16.0,2,4.0
8,1,4,-6452.703817665599,24,1.0,1,1,6.0,16.0,2,4.0
9,1,4,185803.5496343918,8,2.0,1,1,1.0,19.0,2,4.0
1,2,4,-8500.0,15,1.0,1,1,None,17.0,2,None
1,2,3,49974.65673191714,6,1.0,1,1,None,20.0,2,4.0
1,1,3,71925.45423737618,6,1.0,1,1,6.0,12.0,2,4.0
1,2,3,151015.65726158358,6,1.0,1,1,6.0,1.0,2,4.0
1,2,4,13290.13822658146,48,1.0,1,1,6.0,16.0,2,4.0
1,1,4,None,26,1.0,1,1,1.0,20.0,2,4.0
8,2,4,None,17,None,1,1,1.0,19.0,2,4.0
1,1,4,-8500.0,4,None,1,1,5.0,18.0,2,None
1,2,4,13518.488055490332,47,None,1,1,2.0,None,2,4.0
1,2,4,-8500.0,38,1.0,1,1,1.0,21.0,2,4.0
1,1,3,33038.87738275639,45,1.0,1,1,6.0,16.0,2,4.0
1,2,4,12693.188544148408,17,None,1,1,1.0,21.0,2,4.0
1,2,3,118793.92972722003,5,1.0,1,1,None,22.0,2,4.0
1,1,4,80676.45234604282,55,9.0,4,1,1.0,16.0,2,4.0
1,1,4,12053.365883675317,47,1.0,1,1,1.0,21.0,2,4.0
1,2,4,153164.16373401097,47,1.0,1,1,6.0,18.0,2,4.0
1,2,2,36801.32897176806,27,None,1,1,6.0,12.0,2,4.0
1,2,4,None,47,1.0,1,1,1.0,21.0,2,4.0
1,1,2,None,53,1.0,1,1,None,18.0,2,4.0
1,1,4,78226.58613812589,26,1.0,1,1,1.0,21.0,2,4.0
1,1,4,23010.67777673704,17,8.0,1,1,6.0,18.0,2,4.0
9,2,3,73227.21278139742,6,None,1,1,1.0,21.0,2,4.0
1,1,4,132260.62461764147,33,None,1,1,4.0,9.0,2,None
1,1,4,153041.24836319408,17,None,4,1,6.0,22.0,2,4.0
1,1,3,120375.86070811108,6,1.0,1,1,None,20.0,1,1.0
1,1,3,76482.9251128445,6,None,1,1,6.0,20.0,2,4.0
1,1,4,91699.93159861064,29,1.0,1,1,None,19.0,2,4.0
2,2,3,None,25,1.0,1,1,1.0,21.0,2,4.0
1,2,4,37025.91926739889,48,1.0,1,1,1.0,19.0,2,4.0
1,1,4,None,26,1.0,1,1,1.0,11.0,2,4.0
2,2,3,67074.285604536,6,1.0,3,1,1.0,18.0,2,4.0
1,2,4,62985.77150816715,30,1.0,1,1,6.0,21.0,1,4.0
1,1,4,102213.3875659478,48,1.0,1,1,1.0,21.0,2,4.0
9,1,3,102278.42339702346,6,1.0,1,1,1.0,21.0,2,4.0
1,1,4,147325.22438771013,48,1.0,1,1,6.0,16.0,2,4.0
1,2,3,None,16,1.0,1,1,None,17.0,2,4.0
2,1,4,115152.9857412418,44,8.0,1,1,1.0,18.0,2,4.0
1,2,3,21869.502043110075,37,1.0,1,1,6.0,19.0,2,4.0
1,1,4,None,47,8.0,1,1,1.0,21.0,2,4.0
9,1,4,211833.24870078827,26,1.0,1,1,6.0,19.0,2,None
1,1,3,52085.78907515938,19,1.0,1,1,6.0,1.0,2,4.0
9,1,4,13265.28860451112,48,8.0,5,2,1.0,21.0,2,4.0
1,1,4,75292.53984186525,55,1.0,1,1,6.0,18.0,2,4.0
4,1,3,26162.062450433423,6,None,1,1,5.0,22.0,2,None
9,2,2,41096.11299009916,53,None,1,1,5.0,14.0,1,4.0
1,1,4,96962.79130921702,48,2.0,1,1,6.0,20.0,2,4.0
1,1,4,-8500.0,17,None,1,1,None,20.0,2,4.0
1,2,4,None,55,4.0,1,1,1.0,16.0,1,4.0
1,2,3,72030.2057643584,49,1.0,1,1,6.0,23.0,1,4.0
1,2,4,124914.79235434077,1,None,1,1,6.0,18.0,2,4.0
6,1,4,1624.4174909410212,48,None,1,1,None,2.0,2,4.0
1,2,2,166573.48152558325,53,None,1,1,1.0,20.0,1,4.0
1,2,4,-8500.0,29,1.0,1,1,1.0,22.0,2,4.0
9,2,3,60946.2153245246,49,1.0,1,1,6.0,17.0,2,4.0
1,2,4,34432.16859966841,48,1.0,1,1,1.0,19.0,2,4.0
8,1,3,75237.30157668721,6,None,3,1,None,3.0,2,None
8,1,4,-8500.0,48,1.0,1,1,6.0,19.0,2,4.0
1,2,3,38036.05896075429,25,None,1,1,1.0,13.0,2,4.0
1,2,3,-8500.0,6,1.0,1,1,1.0,21.0,2,4.0
1,1,3,-7549.465886092301,25,None,1,1,6.0,4.0,2,4.0
1,2,4,19900.251058483074,47,1.0,5,1,6.0,19.0,2,4.0
1,2,3,132601.0554984963,49,None,1,1,4.0,22.0,2,4.0
1,1,3,125322.43648904232,37,None,1,1,1.0,18.0,1,4.0
1,2,4,-8500.0,26,None,1,1,6.0,18.0,2,4.0
1,1,3,137130.09622922703,6,1.0,1,1,None,19.0,2,4.0
1,1,4,-8500.0,4,None,1,1,1.0,16.0,2,4.0
1,2,4,-8500.0,4,None,1,1,3.0,None,2,4.0
8,1,3,68068.31124057544,6,1.0,1,1,6.0,22.0,2,None
2,2,2,656.3346593889728,53,1.0,1,1,6.0,None,2,4.0
1,2,3,None,37,1.0,1,1,6.0,19.0,2,4.0
1,2,3,9212.05346604494,6,None,1,1,1.0,20.0,2,4.0
1,1,4,37018.00609409505,4,1.0,1,1,None,19.0,2,4.0
6,2,3,None,6,None,1,1,1.0,20.0,2,4.0
9,2,4,75395.77557622943,48,1.0,1,1,1.0,22.0,2,None
9,2,4,None,48,1.0,1,1,6.0,7.0,2,4.0
1,1,3,50147.71491135125,19,1.0,1,1,6.0,9.0,2,4.0
1,2,4,79209.3503307375,29,None,1,1,6.0,None,2,4.0
1,2,4,-8500.0,31,None,1,1,6.0,19.0,2,4.0
1,2,4,71710.0297962703,48,1.0,1,1,1.0,16.0,2,4.0
1,1,4,-8500.0,48,1.0,1,1,1.0,21.0,2,4.0
1,2,3,44652.35424183554,6,1.0,1,1,6.0,22.0,2,4.0
4,2,4,46549.055007265626,48,None,4,1,6.0,19.0,2,4.0
1,1,3,117090.6506462121,6,None,1,1,6.0,9.0,2,4.0
6,2,4,-3914.342187293864,48,None,1,1,6.0,18.0,2,4.0
1,2,3,-8500.0,37,1.0,1,1,6.0,19.0,2,4.0
2,2,4,None,26,None,1,1,1.0,17.0,2,4.0
1,2,4,84180.62378392369,26,None,1,1,1.0,23.0,2,4.0
1,1,3,54542.87722735472,25,1.0,1,1,1.0,19.0,2,4.0
1,1,4,82103.01659114065,17,None,1,1,6.0,19.0,2,4.0
9,1,4,55182.22129586005,4,None,1,1,1.0,21.0,2,4.0
8,1,4,139341.76561096904,55,1.0,1,1,5.0,18.0,2,4.0
9,1,4,71602.98355684173,4,None,1,1,None,1.0,2,4.0
4,2,4,-8500.0,48,1.0,1,1,6.0,18.0,2,4.0
1,1,4,103854.0764480496,26,2.0,1,1,1.0,18.0,2,4.0
1,1,4,53939.02291866815,55,1.0,1,1,1.0,22.0,1,4.0
2,2,4,15552.080058600664,48,2.0,1,1,1.0,1.0,2,4.0
9,2,3,127832.04735988448,19,1.0,4,1,6.0,12.0,2,4.0
1,2,4,-8500.0,29,1.0,1,1,6.0,1.0,2,4.0
1,1,4,None,55,6.0,1,1,1.0,21.0,2,4.0
1,1,3,50429.818591819225,37,None,1,1,6.0,1.0,1,4.0
2,2,4,78700.12333767148,55,3.0,1,1,6.0,16.0,2,4.0
1,2,3,102224.36671556668,5,1.0,1,1,6.0,18.0,1,None
2,1,4,34529.28126510875,4,1.0,1,1,None,4.0,1,4.0
1,2,3,-8500.0,37,None,1,1,6.0,19.0,2,4.0
4,2,3,22908.59945027066,37,7.0,1,1,1.0,19.0,2,4.0
9,2,4,58236.6672589796,26,1.0,3,2,1.0,19.0,2,4.0
8,1,3,None,6,None,1,1,4.0,16.0,2,None
1,2,3,-8500.0,19,None,1,1,None,18.0,2,4.0
9,1,4,89894.72386958633,29,None,1,1,3.0,19.0,2,4.0
1,1,3,-8500.0,37,None,1,1,6.0,20.0,2,4.0
1,2,4,None,29,7.0,1,1,6.0,20.0,2,4.0
9,1,2,8863.122556611474,53,None,1,1,1.0,23.0,2,4.0
1,1,3,None,37,None,1,1,1.0,18.0,2,4.0
1,2,4,90566.83090978768,29,None,1,1,None,19.0,2,4.0
1,1,4,37907.5018216161,4,8.0,1,1,6.0,22.0,2,4.0
1,2,4,-8500.0,48,None,3,1,4.0,20.0,1,4.0
1,1,4,41894.71050358356,26,1.0,1,1,1.0,16.0,2,4.0
1,1,3,None,6,1.0,1,1,1.0,21.0,2,4.0
1,1,4,145350.27892803046,1,6.0,1,1,1.0,19.0,2,4.0
1,1,4,67680.41037775265,17,1.0,1,1,6.0,11.0,2,4.0
5,1,3,107363.61811949009,6,1.0,1,1,1.0,7.0,2,4.0
1,1,3,173549.60094139416,25,1.0,1,1,6.0,21.0,2,4.0
1,2,4,126925.97024350442,26,1.0,1,1,6.0,1.0,2,4.0
1,2,3,-8500.0,37,None,1,1,6.0,1.0,2,4.0
1,1,4,93716.0607591377,55,1.0,1,1,1.0,21.0,2,4.0
7,2,2,None,27,None,1,1,2.0,20.0,2,4.0
1,1,3,14373.323212768477,6,6.0,1,1,1.0,16.0,1,4.0
1,1,3,412.7147578276636,45,1.0,1,1,6.0,4.0,2,4.0
1,2,4,117416.18722393725,17,None,1,1,1.0,21.0,2,4.0
1,2,3,109668.2928927552,6,8.0,3,1,1.0,12.0,2,4.0
1,2,4,None,48,None,1,1,1.0,20.0,2,None
1,1,3,81216.89302842502,37,None,1,1,1.0,22.0,2,None
1,2,3,None,37,1.0,1,1,None,1.0,2,4.0
1,1,4,-8500.0,48,None,1,1,4.0,23.0,2,None
1,1,1,None,32,1.0,1,1,1.0,19.0,2,1.0
1,1,3,68759.70010399629,49,1.0,1,1,1.0,16.0,1,4.0
1,1,3,118235.6986704987,45,1.0,1,1,1.0,4.0,1,4.0
1,2,4,111330.31283236553,4,1.0,1,1,1.0,21.0,1,4.0
1,2,4,20166.725504878115,55,3.0,1,1,1.0,16.0,2,4.0
1,2,2,114488.67216797598,27,8.0,3,1,1.0,21.0,2,4.0
1,2,1,None,32,None,1,1,1.0,19.0,2,4.0
1,1,4,98006.97014351144,48,1.0,1,1,1.0,21.0,2,4.0
1,1,4,25485.8778946048,26,6.0,1,1,None,22.0,2,4.0
1,1,4,45071.72621057696,47,1.0,1,1,6.0,20.0,2,4.0
1,2,4,-4883.113249711401,17,1.0,1,1,6.0,4.0,2,4.0
1,2,4,110141.64016348592,55,8.0,1,1,1.0,22.0,2,4.0
9,1,3,99422.95685200785,6,None,1,1,None,19.0,2,None
9,2,2,7883.217812158306,53,None,1,1,6.0,None,2,4.0
1,2,4,None,29,None,1,1,1.0,1.0,2,4.0
2,1,3,None,6,1.0,1,1,6.0,19.0,2,4.0
1,2,4,73335.10656070129,17,8.0,1,1,1.0,21.0,2,None
1,2,3,3919.0730388285447,6,None,1,1,1.0,22.0,2,4.0
1,1,4,515.461824519989,17,None,1,1,6.0,20.0,2,4.0
1,1,4,5463.177537133626,26,1.0,1,1,6.0,16.0,2,4.0
6,2,4,-8500.0,26,None,1,1,None,20.0,2,4.0
8,2,3,114896.3133237406,6,1.0,1,1,3.0,19.0,2,4.0
1,1,4,16941.841912651358,48,1.0,1,1,None,19.0,1,4.0
1,1,2,None,27,None,1,1,1.0,22.0,2,4.0
8,1,3,-8500.0,6,1.0,1,1,None,13.0,2,4.0
1,1,4,87955.98387713183,29,6.0,1,1,1.0,11.0,2,4.0
1,2,4,133802.5405361949,47,1.0,1,1,2.0,15.0,2,4.0
9,1,4,60349.24295059714,4,1.0,1,1,6.0,1.0,2,4.0
1,1,3,82048.81145169937,45,None,1,1,1.0,21.0,2,4.0
1,1,3,None,49,1.0,1,1,3.0,21.0,1,4.0
1,2,4,None,55,2.0,1,1,1.0,16.0,2,4.0
1,2,3,-8500.0,37,6.0,1,1,1.0,16.0,2,4.0
1,1,4,33847.59477613294,4,8.0,1,1,1.0,16.0,2,4.0
1,2,4,172171.16113340686,17,1.0,1,1,1.0,9.0,2,4.0
1,2,3,45959.174790478646,6,None,1,1,1.0,22.0,1,4.0
1,1,3,76974.03873713524,25,None,1,2,None,14.0,2,4.0
1,1,3,-8500.0,37,None,1,1,4.0,12.0,2,4.0
1,2,3,64609.83374801444,19,1.0,1,1,6.0,19.0,1,4.0
2,1,3,70918.09602629015,6,1.0,1,1,1.0,16.0,2,4.0
1,2,2,67730.19457723937,27,1.0,1,1,6.0,21.0,2,4.0
1,1,3,145090.76101757024,72,1.0,1,1,None,4.0,2,4.0
9,1,4,None,47,1.0,5,1,1.0,19.0,2,4.0
1,2,4,141587.61885351135,26,1.0,1,1,6.0,19.0,2,4.0
6,1,3,93909.84046442684,6,1.0,1,1,1.0,21.0,2,4.0
1,1,4,153313.09739298152,17,1.0,1,1,1.0,20.0,2,None
1,1,4,70967.64057942119,33,None,1,1,6.0,22.0,2,4.0
1,1,4,198818.0215927943,4,1.0,1,1,1.0,20.0,2,4.0
1,2,4,-8500.0,1,None,1,1,6.0,None,2,None
1,1,2,-8500.0,27,None,1,1,6.0,18.0,2,4.0
9,1,4,57140.0496141029,48,None,1,1,6.0,4.0,2,4.0
9,1,3,133400.58850626837,6,1.0,1,1,None,1.0,2,4.0
1,1,3,-8500.0,25,None,1,1,6.0,7.0,2,4.0
1,2,3,None,37,None,1,1,6.0,9.0,2,4.0
1,1,4,90294.88191856202,17,1.0,1,1,1.0,22.0,2,4.0
1,2,3,80991.01220817011,25,1.0,1,1,1.0,17.0,2,4.0
1,2,4,None,17,None,1,1,6.0,4.0,2,1.0
1,2,4,86680.21075211091,1,None,1,1,1.0,19.0,2,4.0
8,1,4,58927.4724493526,26,1.0,4,1,None,4.0,2,4.0
1,1,3,94599.524682583,5,4.0,1,1,6.0,21.0,2,None
1,1,4,None,47,1.0,1,1,6.0,19.0,2,4.0
9,2,3,4969.907976677459,45,1.0,1,1,1.0,19.0,2,4.0
1,1,4,117050.76467451264,48,2.0,4,1,4.0,15.0,2,4.0
1,2,3,-8500.0,45,1.0,1,1,None,16.0,2,None
1,2,3,-8500.0,37,None,1,1,6.0,21.0,2,None
1,2,3,-8500.0,6,1.0,1,1,6.0,19.0,2,4.0
1,2,3,None,6,1.0,1,1,1.0,18.0,2,4.0
1,1,2,-8500.0,53,1.0,1,1,1.0,16.0,2,4.0
9,1,4,94443.47317369416,26,1.0,1,1,6.0,19.0,2,None
1,1,3,56091.33859457522,6,1.0,1,1,6.0,22.0,2,None
1,1,4,49557.81021346798,4,None,1,1,1.0,1.0,2,None
1,1,4,149932.46669448682,26,None,1,1,1.0,21.0,2,4.0
1,1,3,-8500.0,6,1.0,1,1,6.0,11.0,2,None
1,2,4,38791.82131412886,48,1.0,1,1,None,24.0,2,4.0
1,1,3,71792.06868411947,34,1.0,1,1,1.0,4.0,2,4.0
1,2,2,48659.75368430339,53,2.0,1,1,None,21.0,2,4.0
1,2,3,143056.39186778222,72,8.0,1,1,1.0,19.0,2,4.0
1,1,4,26781.506759444303,29,1.0,1,1,6.0,20.0,2,4.0
1,1,4,-8500.0,56,None,1,1,6.0,24.0,2,None
1,2,4,27688.65555268474,12,1.0,1,1,1.0,17.0,2,4.0
1,2,3,76207.0747197091,13,1.0,1,1,None,13.0,2,4.0
9,2,4,125063.78714914594,29,4.0,1,1,1.0,21.0,2,4.0
1,2,4,66801.36074745725,12,1.0,1,1,6.0,1.0,2,None
1,2,3,None,6,1.0,1,1,1.0,21.0,2,4.0
1,1,3,30998.2456688568,6,8.0,1,1,6.0,21.0,2,4.0
1,2,3,-8500.0,6,1.0,1,1,6.0,None,2,4.0
8,2,4,None,51,None,1,1,1.0,19.0,2,4.0
1,1,4,-8500.0,47,None,1,1,None,17.0,2,None
1,1,2,-8500.0,41,1.0,1,1,1.0,20.0,2,4.0
9,2,3,-8500.0,34,None,1,1,6.0,20.0,2,None
1,2,4,182825.8777020878,8,1.0,1,1,None,20.0,2,4.0
