RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
1,1,2,30329.03975266361,55,1.0,1,1,1.0,21.0,2,4.0
1,1,2,138368.95839512392,19,None,4,1,1.0,19.0,2,4.0
1,2,4,None,37,None,1,1,6.0,13.0,2,4.0
1,1,2,35309.12335555704,56,1.0,1,1,6.0,22.0,2,4.0
1,2,1,88715.7598226297,10,1.0,1,1,1.0,19.0,2,4.0
1,2,2,None,29,None,1,1,1.0,22.0,2,4.0
7,2,3,-8500.0,48,1.0,5,1,6.0,14.0,2,4.0
1,1,2,115279.00216211492,56,None,1,1,6.0,21.0,2,4.0
1,1,4,-8500.0,51,None,1,1,1.0,19.0,2,4.0
1,1,3,-8500.0,21,2.0,1,1,6.0,16.0,2,None
1,2,3,-6854.890963742189,16,2.0,1,1,1.0,16.0,1,4.0
1,2,3,None,18,1.0,1,1,1.0,17.0,2,4.0
9,2,2,-8500.0,9,None,1,1,6.0,4.0,2,1.0
8,2,4,-8500.0,37,1.0,1,1,4.0,21.0,2,4.0
1,1,4,50551.76098449053,51,None,1,1,6.0,18.0,2,4.0
1,2,4,135608.61934127673,25,1.0,1,1,1.0,21.0,2,4.0
1,1,3,20683.7611634463,26,3.0,1,1,None,20.0,2,4.0
9,2,3,None,8,None,1,1,4.0,None,2,4.0
1,1,2,-8500.0,56,None,1,1,2.0,4.0,2,1.0
1,2,3,148972.39948792543,26,1.0,1,1,None,None,2,4.0
1,2,3,64730.56678463156,26,None,1,1,None,4.0,2,4.0
1,2,4,124359.9989446454,46,None,1,1,6.0,11.0,2,None
2,1,4,33335.251723099034,36,1.0,1,1,1.0,16.0,2,4.0
9,2,4,-8500.0,39,1.0,1,1,6.0,20.0,2,4.0
1,1,2,176811.10955186258,56,1.0,1,1,None,19.0,1,4.0
1,2,3,-8500.0,18,None,1,1,6.0,20.0,2,4.0
1,2,4,-5840.009201798406,6,None,1,1,3.0,22.0,2,4.0
1,1,4,38620.38977765669,27,6.0,1,1,6.0,19.0,2,4.0
1,1,2,-8500.0,29,None,1,1,None,22.0,2,4.0
9,2,4,-8500.0,36,None,1,1,6.0,1.0,2,4.0
1,2,4,-8500.0,37,1.0,1,1,None,19.0,2,4.0
9,1,3,78865.3762172958,48,2.0,3,2,1.0,None,2,4.0
1,2,4,-8500.0,44,1.0,1,1,1.0,1.0,2,2.0
1,1,4,144639.5445823919,6,2.0,1,1,1.0,12.0,2,4.0
1,1,3,144233.35331889006,42,1.0,1,1,1.0,15.0,2,4.0
9,1,4,178111.7821409887,27,1.0,1,1,1.0,18.0,2,4.0
1,2,4,104852.08519681268,37,2.0,1,1,6.0,21.0,2,4.0
1,1,4,None,6,1.0,1,1,6.0,19.0,2,4.0
8,2,4,5586.836496588199,51,3.0,1,1,1.0,16.0,2,4.0
1,1,4,59642.43686078137,40,6.0,1,1,1.0,19.0,2,4.0
1,1,3,53223.94708758387,21,3.0,1,1,6.0,12.0,1,4.0
1,1,3,47894.72645270692,48,None,1,1,1.0,20.0,2,None
1,1,4,-8500.0,39,None,1,2,5.0,21.0,2,4.0
1,1,4,65643.89569828504,37,1.0,1,1,6.0,22.0,2,4.0
1,2,3,107511.150063547,26,None,1,1,6.0,11.0,2,4.0
1,1,2,107111.3878419793,29,None,1,1,1.0,20.0,1,4.0
1,2,3,-8500.0,48,None,1,1,6.0,21.0,2,4.0
1,2,4,-8500.0,15,1.0,1,1,None,19.0,2,4.0
1,2,3,175225.84353846835,42,1.0,1,1,6.0,23.0,2,2.0
1,2,2,None,56,2.0,1,1,1.0,21.0,2,4.0
1,1,4,-7774.894546422736,27,None,1,1,6.0,8.0,2,4.0
9,1,3,-8500.0,48,1.0,1,2,6.0,14.0,2,4.0
1,2,3,24588.696192699557,18,1.0,5,1,None,4.0,2,4.0
1,2,4,-5505.331225303875,6,None,1,1,1.0,17.0,2,4.0
2,1,4,221566.04118198567,51,1.0,1,1,1.0,14.0,2,None
1,2,4,31711.23604593553,36,None,4,1,None,16.0,2,4.0
1,2,4,36615.58924259707,6,8.0,1,1,1.0,16.0,2,4.0
1,2,3,109756.30708107117,42,1.0,1,1,1.0,21.0,2,4.0
1,1,4,32693.525091442385,27,None,1,1,1.0,22.0,2,4.0
1,2,2,65468.69293032904,56,1.0,1,1,None,21.0,2,4.0
1,2,3,None,18,None,1,1,6.0,20.0,1,None
1,1,4,None,6,None,1,1,1.0,21.0,2,4.0
1,1,4,96804.55090688838,51,None,1,1,6.0,20.0,1,4.0
1,1,4,88218.39500333308,37,7.0,1,1,1.0,22.0,2,4.0
1,1,3,75233.86230575189,18,5.0,1,1,1.0,16.0,2,4.0
1,1,4,162295.5036100861,6,1.0,1,1,4.0,19.0,2,None
2,2,3,None,18,1.0,3,1,6.0,21.0,2,4.0
1,2,3,101654.42226745177,42,1.0,1,1,1.0,17.0,2,4.0
1,2,4,201889.045771672,34,1.0,1,1,1.0,21.0,2,4.0
1,1,3,532.1211233838403,42,None,1,1,None,3.0,2,4.0
1,2,4,100486.86173634786,6,7.0,1,1,6.0,20.0,2,4.0
1,2,4,-8500.0,25,1.0,1,1,1.0,21.0,1,4.0
1,1,4,94705.89251910316,6,None,1,1,None,5.0,2,None
1,2,4,133163.96294122824,39,4.0,1,1,1.0,19.0,2,4.0
9,1,4,None,36,None,4,1,6.0,18.0,2,4.0
2,1,3,-8500.0,8,None,1,1,6.0,21.0,2,4.0
1,2,4,-8500.0,40,None,1,1,6.0,21.0,2,None
1,2,4,31127.388187344768,6,1.0,1,1,1.0,16.0,1,None
1,2,4,150845.39301171937,6,2.0,1,1,1.0,16.0,2,4.0
6,2,3,9800.90167046566,42,7.0,1,1,1.0,16.0,2,4.0
9,2,4,None,51,1.0,1,1,6.0,21.0,2,4.0
1,2,4,40138.91427692,51,1.0,1,1,6.0,19.0,2,4.0
1,2,3,11782.39469230776,18,None,1,1,1.0,22.0,2,4.0
1,2,3,154916.48236654533,18,1.0,1,1,6.0,11.0,2,4.0
1,1,4,None,51,1.0,1,1,1.0,22.0,2,4.0
1,2,4,77909.45333379655,51,7.0,1,1,1.0,16.0,2,4.0
9,1,4,200541.56938412684,34,8.0,1,1,1.0,21.0,2,4.0
1,1,2,166322.60754592944,29,3.0,1,1,1.0,20.0,2,4.0
1,2,4,97226.5815878864,34,None,1,1,1.0,19.0,2,4.0
1,1,4,51896.76816605531,39,None,1,1,None,4.0,2,4.0
4,1,4,61016.70190816857,34,None,1,1,1.0,21.0,2,2.0
1,1,2,38078.73087240362,29,8.0,1,1,1.0,16.0,1,4.0
1,2,4,95603.33738208668,39,1.0,1,1,6.0,19.0,2,4.0
1,2,3,69372.0938211513,48,1.0,1,1,6.0,6.0,2,4.0
8,1,3,93897.32066432408,48,2.0,1,1,4.0,19.0,2,4.0
9,2,3,114998.58403347676,18,1.0,1,1,6.0,18.0,2,4.0
1,1,2,25300.88794441356,29,3.0,1,1,1.0,21.0,2,4.0
2,2,4,206339.5279188153,36,2.0,1,1,6.0,21.0,2,4.0
1,1,4,1197.240727963137,34,1.0,1,1,1.0,22.0,2,4.0
1,2,3,15041.237783494202,42,6.0,1,1,1.0,19.0,2,4.0
1,1,4,167183.3357294887,36,4.0,1,1,1.0,21.0,2,4.0
4,2,3,108698.60973140397,42,1.0,1,1,None,11.0,2,4.0
1,1,3,121859.3784576782,21,None,1,1,6.0,1.0,2,4.0
1,2,4,None,25,1.0,1,2,1.0,22.0,2,4.0
1,2,4,-2820.050626044962,37,7.0,1,1,1.0,22.0,2,4.0
1,1,4,39864.17210925727,6,1.0,1,1,1.0,22.0,2,None
1,1,4,None,36,1.0,1,1,1.0,16.0,2,4.0
2,1,3,90074.2390946022,48,None,1,1,6.0,11.0,2,4.0
1,2,4,103918.1254340199,51,1.0,4,1,5.0,20.0,2,None
1,1,4,46361.64018465135,6,1.0,1,1,1.0,16.0,2,4.0
1,2,2,33016.246573711804,56,1.0,1,1,1.0,20.0,2,4.0
1,2,4,-8500.0,25,None,1,1,None,None,2,4.0
1,1,4,None,25,1.0,1,1,6.0,16.0,2,4.0
1,1,4,None,51,None,1,1,None,14.0,2,4.0
2,1,4,-8500.0,6,1.0,1,1,6.0,20.0,2,4.0
8,2,4,96928.79632345168,30,1.0,1,1,1.0,21.0,2,4.0
1,2,3,81128.13418414642,26,1.0,1,1,1.0,21.0,2,4.0
1,2,4,29156.249473690368,25,None,1,1,None,18.0,2,4.0
1,2,4,53286.296341586414,37,2.0,1,1,1.0,18.0,2,4.0
1,2,4,116604.40165137524,37,1.0,1,1,6.0,16.0,2,4.0
1,1,3,-3485.1949384167747,48,None,1,1,6.0,4.0,2,4.0
9,2,4,27951.87550510352,39,1.0,1,1,6.0,21.0,1,None
1,2,4,-8500.0,37,1.0,1,1,1.0,21.0,1,4.0
1,1,3,139584.12508108045,48,1.0,1,1,1.0,5.0,2,2.0
1,2,4,47032.46623157625,6,1.0,1,1,6.0,21.0,2,4.0
1,2,3,102986.30951473623,48,1.0,4,1,None,7.0,2,4.0
1,1,3,15664.821985778255,48,1.0,1,1,6.0,4.0,2,4.0
1,2,4,59115.4712485514,39,1.0,1,1,4.0,12.0,2,4.0
9,2,4,13432.484390962396,36,1.0,1,1,6.0,16.0,2,4.0
1,2,2,None,54,3.0,1,1,1.0,16.0,2,4.0
1,1,3,105604.40996226262,26,None,1,1,1.0,12.0,2,4.0
1,1,2,83933.01338968618,29,2.0,1,1,1.0,16.0,2,4.0
1,1,4,87164.03735803932,51,1.0,1,1,6.0,4.0,2,4.0
4,1,4,-8500.0,51,None,1,1,4.0,18.0,1,4.0
9,1,4,69997.73234230041,6,None,1,1,6.0,17.0,2,4.0
9,1,4,118954.1332778999,39,1.0,1,1,6.0,14.0,2,4.0
1,1,2,None,56,1.0,1,1,None,17.0,2,4.0
2,2,2,13526.20458391165,55,4.0,1,1,1.0,20.0,2,None
9,2,3,-8500.0,42,1.0,1,1,6.0,16.0,2,4.0
1,2,2,25513.426695494458,29,1.0,1,1,1.0,21.0,2,4.0
1,1,4,44698.23892349993,37,1.0,1,1,None,21.0,1,4.0
1,1,4,37491.70717660384,27,1.0,1,1,3.0,16.0,2,4.0
1,1,4,6659.071813040282,40,1.0,1,1,4.0,9.0,2,None
9,1,4,21852.05674457254,36,1.0,1,1,1.0,16.0,2,4.0
1,2,2,131010.73410238267,56,3.0,1,1,1.0,11.0,2,4.0
1,2,4,78076.04584096081,22,1.0,1,1,1.0,21.0,2,4.0
1,2,3,96146.17350948988,26,None,1,1,6.0,19.0,1,4.0
1,2,4,108387.93158113504,27,1.0,1,1,6.0,18.0,2,None
1,2,4,41502.36914126359,34,2.0,1,1,6.0,1.0,2,4.0
1,2,2,73005.28837226858,56,None,1,1,6.0,23.0,2,4.0
1,2,3,107225.48066544774,48,8.0,1,1,6.0,22.0,2,4.0
5,2,4,None,36,None,2,2,6.0,19.0,2,4.0
9,1,2,94950.72085814584,55,1.0,1,1,None,1.0,2,4.0
1,1,4,-8500.0,36,1.0,1,1,1.0,20.0,2,4.0
1,1,3,526.2778951761866,26,1.0,1,1,6.0,1.0,2,None
2,2,3,-8301.002923572945,18,1.0,1,1,3.0,5.0,2,4.0
1,1,3,-8500.0,26,1.0,1,1,5.0,22.0,2,4.0
1,1,4,None,6,1.0,1,1,6.0,18.0,2,4.0
1,2,4,-8500.0,34,None,1,1,6.0,21.0,2,4.0
1,1,3,24023.319244334623,48,None,1,1,1.0,20.0,2,4.0
1,1,3,None,26,1.0,1,1,1.0,19.0,1,4.0
1,1,3,None,42,1.0,1,1,6.0,21.0,2,4.0
1,2,4,52045.14137804912,6,1.0,1,1,6.0,22.0,2,4.0
8,2,4,-8500.0,6,None,1,1,5.0,14.0,2,4.0
1,2,2,None,29,None,1,1,None,22.0,2,4.0
1,1,4,65749.08707913537,34,1.0,1,1,None,16.0,2,4.0
9,1,3,-8500.0,48,1.0,1,1,1.0,19.0,1,4.0
1,2,3,103984.78505592042,42,None,1,1,None,1.0,2,4.0
1,2,4,45151.05790499386,39,None,1,1,None,22.0,2,4.0
1,1,4,107716.99010405409,39,None,1,1,6.0,22.0,2,4.0
8,1,4,-8500.0,37,1.0,1,1,6.0,17.0,2,4.0
1,2,4,52388.95854934238,22,1.0,1,1,1.0,21.0,2,4.0
2,1,3,89546.91041677653,18,None,1,1,1.0,21.0,1,4.0
1,2,4,110606.01180558866,6,1.0,1,1,6.0,19.0,2,4.0
1,1,2,-8500.0,55,1.0,1,1,6.0,21.0,2,4.0
1,2,4,-8500.0,34,2.0,1,1,1.0,20.0,2,4.0
1,1,4,-8500.0,39,None,1,1,6.0,21.0,2,4.0
1,1,4,93610.13818881568,36,None,1,1,6.0,15.0,2,4.0
1,1,4,72852.49988361067,6,1.0,1,1,6.0,19.0,2,4.0
1,1,4,128601.3585849567,6,5.0,1,1,None,1.0,2,4.0
1,2,2,128658.21392026592,31,None,1,1,4.0,14.0,2,4.0
1,1,4,None,36,None,1,1,1.0,9.0,2,4.0
1,1,4,None,51,None,1,1,6.0,17.0,2,4.0
1,1,4,None,36,3.0,1,1,None,16.0,1,4.0
1,1,4,4930.293661413329,36,None,1,1,None,21.0,2,4.0
9,2,4,-8500.0,39,None,1,1,1.0,None,2,4.0
1,2,3,59806.34247798654,42,1.0,1,1,None,22.0,2,4.0
1,1,4,11632.806719505672,36,1.0,1,1,6.0,19.0,2,4.0
1,2,3,132092.01559433577,42,1.0,1,1,None,18.0,2,4.0
1,2,2,-8500.0,29,None,1,1,6.0,13.0,2,4.0
2,1,3,None,26,None,1,1,4.0,1.0,2,4.0
4,2,4,None,36,1.0,1,1,6.0,22.0,2,4.0
1,2,4,-4462.329008768822,27,8.0,1,1,1.0,16.0,2,4.0
1,1,3,None,48,1.0,1,1,6.0,21.0,2,4.0
2,1,4,-8500.0,6,None,1,1,6.0,19.0,2,4.0
1,2,2,45948.60396377709,55,9.0,1,1,1.0,16.0,2,4.0
1,1,2,75694.10192875458,56,1.0,1,1,1.0,22.0,2,4.0
1,1,3,-8500.0,8,4.0,1,1,6.0,18.0,2,4.0
1,2,4,115544.96063954548,34,2.0,1,1,1.0,21.0,2,4.0
1,2,4,-8500.0,25,None,1,1,6.0,23.0,2,None
1,2,3,73268.88323373439,8,1.0,1,1,None,14.0,2,None
1,2,4,11410.137562899326,34,1.0,1,1,1.0,22.0,1,4.0
9,2,4,105164.03157693906,36,None,1,1,6.0,None,2,4.0
2,2,3,-8500.0,48,8.0,1,1,1.0,21.0,2,4.0
9,2,3,8135.14896013018,42,1.0,1,1,6.0,22.0,2,None
1,2,3,-8500.0,48,None,1,1,None,21.0,2,4.0
1,1,4,-8500.0,34,1.0,1,1,6.0,22.0,2,4.0
1,1,4,3851.503438411084,47,None,1,1,6.0,10.0,2,4.0
2,1,4,74424.14669305959,37,1.0,1,1,6.0,20.0,2,4.0
1,2,4,-8500.0,4,2.0,1,1,4.0,22.0,2,4.0
1,1,4,23546.93791828692,6,None,1,1,1.0,22.0,2,4.0
4,2,4,-7002.601747584296,6,1.0,1,1,5.0,4.0,2,1.0
1,1,4,-8500.0,39,1.0,1,1,6.0,22.0,2,4.0
9,1,3,52538.908406194925,48,None,1,1,5.0,19.0,2,4.0
1,1,4,None,45,3.0,1,1,1.0,16.0,2,4.0
9,2,4,-8500.0,6,1.0,4,1,6.0,19.0,2,4.0
1,2,2,-8500.0,24,None,1,1,6.0,22.0,2,4.0
1,2,4,123307.2603545241,45,None,1,1,6.0,18.0,2,4.0
9,2,2,None,24,1.0,3,1,6.0,20.0,2,4.0
1,1,4,None,47,None,1,1,6.0,21.0,2,4.0
1,2,2,None,56,None,1,1,None,17.0,2,4.0
2,1,4,2405.7886556926533,1,1.0,1,1,1.0,13.0,2,4.0
9,2,4,-8500.0,22,1.0,1,1,6.0,21.0,2,4.0
9,2,3,21595.21648284681,48,None,1,1,3.0,20.0,2,None
1,2,4,112630.11704722664,37,1.0,1,1,None,4.0,2,4.0
2,2,4,None,37,None,1,1,6.0,19.0,2,4.0
1,2,4,136644.9199318834,17,None,1,1,5.0,4.0,2,3.0
1,2,4,60733.73274652655,22,1.0,1,1,6.0,22.0,2,4.0
1,2,4,-8500.0,35,1.0,1,1,1.0,16.0,2,4.0
1,2,4,38497.844668559934,40,2.0,1,1,6.0,22.0,2,4.0
1,2,4,None,6,None,1,1,6.0,22.0,2,4.0
1,1,4,None,17,2.0,1,1,1.0,18.0,2,4.0
1,2,4,15155.182473843244,39,2.0,1,1,1.0,18.0,2,4.0
1,1,4,95557.017808585,4,1.0,1,1,6.0,21.0,2,4.0
2,1,4,31028.19870767428,47,None,1,1,6.0,23.0,2,None
1,1,2,489.0677026246922,55,1.0,1,1,1.0,18.0,2,4.0
1,1,2,19507.354631628143,55,3.0,1,1,1.0,16.0,2,4.0
6,2,4,72810.16050569169,39,1.0,1,1,6.0,8.0,2,4.0
2,2,4,124072.5258514714,17,None,1,1,1.0,18.0,2,4.0
2,1,3,-8500.0,48,None,1,1,6.0,3.0,2,4.0
9,2,3,41014.43770376845,48,1.0,1,2,None,21.0,1,4.0
1,1,4,61789.63461609864,39,1.0,1,1,1.0,24.0,2,4.0
1,2,3,71494.45765340707,38,None,1,1,5.0,18.0,2,None
1,2,4,-8500.0,6,None,1,1,6.0,16.0,2,4.0
1,1,4,161471.6122919471,39,None,1,1,2.0,None,2,4.0
1,2,4,22032.254850299145,27,None,1,1,4.0,12.0,2,None
3,1,4,105455.17201927656,37,None,1,1,1.0,20.0,2,4.0
1,1,4,-8500.0,27,None,1,1,6.0,17.0,2,4.0
1,1,4,52261.15532680796,4,1.0,1,1,6.0,16.0,2,4.0
2,1,4,10922.251142640504,39,None,1,1,6.0,19.0,2,4.0
9,1,4,None,6,1.0,1,1,1.0,22.0,2,4.0
1,1,4,None,40,None,1,1,6.0,21.0,2,4.0
1,2,4,132567.68273213346,6,1.0,1,1,1.0,21.0,2,4.0
1,1,3,None,48,None,1,1,None,21.0,2,4.0
1,1,4,179232.91314423067,45,None,1,1,6.0,4.0,2,1.0
1,1,2,12933.36387847722,56,1.0,1,1,1.0,19.0,2,4.0
1,2,4,None,45,1.0,1,1,6.0,21.0,2,4.0
1,2,4,73366.86674219418,6,2.0,1,1,3.0,21.0,2,4.0
1,1,2,13947.867033565944,55,None,1,1,3.0,17.0,2,4.0
1,1,4,-8500.0,39,1.0,3,2,1.0,4.0,2,4.0
4,2,3,121374.29436845296,48,None,1,1,1.0,23.0,2,4.0
1,1,4,22479.6697668533,17,1.0,1,1,None,21.0,2,4.0
1,1,4,-8500.0,51,None,1,1,6.0,20.0,2,None
1,1,4,14855.3678216094,40,1.0,1,1,1.0,21.0,2,4.0
1,1,3,21506.39372441726,48,6.0,1,1,1.0,16.0,2,4.0
1,2,4,72923.18458174143,22,1.0,1,1,6.0,19.0,2,4.0
1,1,4,55543.936033899285,27,None,1,1,6.0,18.0,2,4.0
9,1,4,68140.09508022777,6,1.0,5,2,1.0,19.0,2,4.0
1,1,2,86512.0390791135,56,None,1,1,6.0,23.0,2,None
1,1,4,48103.67032518477,37,None,1,2,1.0,17.0,2,4.0
1,1,2,93646.10389872704,56,None,1,1,None,20.0,2,4.0
1,2,4,18374.577895267998,17,None,1,1,6.0,20.0,2,4.0
1,2,2,40189.58746716671,24,None,1,1,1.0,7.0,2,2.0
1,2,4,-8500.0,4,1.0,1,1,6.0,12.0,2,4.0
9,1,4,76241.52021528651,4,1.0,1,1,6.0,20.0,2,4.0
1,1,4,128529.70135166106,6,1.0,1,1,None,5.0,2,4.0
9,1,4,-8500.0,40,None,1,1,6.0,18.0,2,None
1,1,4,181803.4387260801,30,8.0,1,1,1.0,19.0,2,4.0
1,2,4,67896.49792885318,22,6.0,1,1,6.0,14.0,2,4.0
1,1,4,80960.2574665426,37,1.0,1,1,1.0,16.0,2,4.0
1,1,2,91769.18064449645,55,1.0,4,1,6.0,18.0,2,4.0
1,2,4,37221.608302159366,47,1.0,1,1,6.0,16.0,1,4.0
1,2,4,None,39,1.0,1,1,6.0,19.0,2,4.0
1,1,4,51167.690887951714,6,None,3,2,1.0,21.0,2,4.0
2,2,4,None,51,1.0,1,1,6.0,19.0,2,4.0
1,2,4,113764.21536201055,51,1.0,1,1,1.0,21.0,2,4.0
9,2,2,-643.717442476147,24,None,1,1,5.0,1.0,2,2.0
1,1,4,196990.79180078677,17,1.0,1,1,None,19.0,2,4.0
1,1,4,None,47,1.0,1,1,6.0,19.0,1,4.0
1,1,4,184787.73218003087,6,None,1,1,1.0,22.0,2,4.0
8,2,4,-8500.0,39,None,1,1,6.0,1.0,2,4.0
1,1,3,97185.1965357321,72,None,1,1,1.0,19.0,1,4.0
1,2,3,138862.27892450604,48,1.0,3,1,1.0,19.0,2,4.0
6,2,4,85355.75419744587,17,1.0,1,1,4.0,1.0,2,4.0
1,1,4,-8500.0,17,1.0,3,1,1.0,13.0,2,4.0
1,1,3,63415.263132099135,33,None,1,1,1.0,16.0,2,4.0
1,1,4,None,17,1.0,1,1,1.0,16.0,2,4.0
1,1,3,99855.9038967528,48,None,1,1,1.0,22.0,2,4.0
1,1,4,None,47,1.0,1,1,1.0,21.0,2,4.0
1,2,4,57858.463443263936,47,1.0,1,1,1.0,20.0,2,4.0
1,2,2,91735.80107333657,24,1.0,1,1,6.0,2.0,2,4.0
1,2,3,-5724.15264198128,48,1.0,1,1,None,3.0,2,4.0
1,2,3,193842.6971526761,48,1.0,1,1,1.0,19.0,2,4.0
1,1,4,None,39,1.0,1,1,6.0,None,2,4.0
1,2,4,10744.389834028036,37,2.0,1,1,1.0,21.0,2,4.0
1,2,4,None,6,1.0,1,1,1.0,16.0,2,4.0
1,2,4,74672.7170392112,37,1.0,1,1,1.0,22.0,2,4.0
2,2,4,-8500.0,17,None,1,1,1.0,11.0,2,4.0
2,1,4,-8500.0,51,None,1,1,2.0,11.0,2,4.0
1,2,4,123816.3506442603,37,1.0,1,1,None,1.0,1,4.0
2,1,4,-8500.0,17,None,4,1,1.0,20.0,2,4.0
1,2,2,-8500.0,56,1.0,1,1,4.0,4.0,2,4.0
1,2,4,-8500.0,47,1.0,1,1,3.0,19.0,2,4.0
1,2,4,125103.93659928149,6,None,1,1,6.0,20.0,2,4.0
2,2,4,-8500.0,51,1.0,1,2,1.0,1.0,2,4.0
1,1,4,124690.69757439528,22,1.0,1,1,1.0,1.0,2,4.0
9,1,2,49949.96307582319,56,1.0,1,1,1.0,14.0,2,4.0
1,2,4,-8500.0,4,None,1,1,None,9.0,2,4.0
9,1,4,39029.29900347946,51,1.0,1,1,6.0,20.0,2,None
1,2,2,-6846.629383079104,56,1.0,1,1,6.0,16.0,2,4.0
1,2,4,None,37,1.0,1,1,1.0,22.0,2,4.0
1,1,4,31019.079618235097,51,6.0,1,1,6.0,21.0,2,4.0
1,2,2,28410.84078342652,55,None,3,1,6.0,18.0,2,4.0
1,2,4,-972.0184830602302,51,1.0,1,1,None,11.0,2,None
9,1,4,24980.77497375517,51,1.0,1,1,None,16.0,2,4.0
