RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
1,1,4,65295.180158286734,47,None,1,1,6.0,7.0,2,4.0
9,1,4,44949.05814382629,12,1.0,1,1,1.0,20.0,2,4.0
1,1,4,117418.90929479488,51,1.0,1,1,6.0,14.0,2,None
1,1,4,56721.10271044642,51,1.0,1,1,None,1.0,2,4.0
1,2,4,79659.5326686656,46,1.0,1,1,6.0,11.0,2,4.0
9,2,3,-8500.0,6,None,1,1,1.0,22.0,2,4.0
1,1,2,86089.73247273409,16,1.0,1,1,1.0,19.0,2,None
8,1,3,-8500.0,4,None,1,1,None,4.0,2,2.0
1,2,4,1782.772111882041,51,None,1,1,6.0,14.0,2,4.0
2,2,3,-8500.0,4,1.0,1,1,None,14.0,2,4.0
2,2,4,9936.71266345917,12,1.0,1,1,1.0,21.0,2,4.0
1,2,3,-497.7719728089141,4,None,1,1,None,19.0,2,4.0
9,1,3,None,6,None,1,1,1.0,20.0,2,4.0
1,1,2,39289.08212901337,40,None,1,1,1.0,6.0,2,4.0
9,2,4,-8500.0,51,1.0,1,1,6.0,12.0,2,4.0
1,1,4,136446.16795155537,12,None,1,1,1.0,20.0,2,4.0
2,2,4,-8500.0,56,1.0,1,1,6.0,5.0,2,4.0
9,2,4,117393.26038445075,12,1.0,1,1,None,22.0,2,None
9,1,4,3285.127089284615,12,None,1,1,5.0,22.0,2,4.0
9,1,3,94113.66191928217,41,1.0,1,1,1.0,21.0,2,4.0
1,2,4,6689.963341593357,34,None,1,1,None,20.0,2,None
9,1,3,-8500.0,4,1.0,5,1,1.0,18.0,2,4.0
1,2,3,-8500.0,26,None,1,1,6.0,18.0,2,4.0
1,2,4,10004.37402865162,12,None,1,1,6.0,21.0,2,None
2,1,4,26557.27268640313,24,1.0,1,1,1.0,16.0,2,4.0
1,1,4,None,34,1.0,1,1,5.0,19.0,1,4.0
1,2,4,None,56,None,1,1,1.0,23.0,2,4.0
1,1,4,75572.2515561564,51,None,1,1,6.0,22.0,2,4.0
1,1,4,72509.19535840594,29,1.0,1,1,1.0,18.0,2,4.0
1,2,3,None,26,1.0,1,1,1.0,16.0,2,4.0
2,1,3,None,26,1.0,1,1,None,8.0,2,2.0
1,1,4,61431.70258391791,22,None,1,1,1.0,18.0,2,1.0
9,1,3,-4177.799732469524,26,1.0,1,1,None,18.0,2,4.0
1,2,3,144515.16099400268,6,None,1,1,3.0,1.0,2,4.0
1,1,4,189583.82718169971,24,None,1,1,1.0,20.0,2,4.0
1,2,4,153013.52520231713,51,1.0,1,1,4.0,21.0,2,4.0
1,2,4,None,56,None,1,1,6.0,7.0,2,None
1,1,3,63372.06663924108,6,None,1,1,5.0,18.0,2,None
1,1,3,-8500.0,26,None,1,1,4.0,20.0,2,4.0
9,2,3,-8500.0,4,1.0,1,1,1.0,22.0,2,4.0
1,2,4,48451.41855629401,47,1.0,1,1,1.0,22.0,2,4.0
1,2,4,-8500.0,1,1.0,1,1,None,19.0,2,4.0
1,1,3,88110.17845825877,2,4.0,1,1,1.0,16.0,2,4.0
1,1,3,53565.98501481781,26,1.0,1,2,None,21.0,2,4.0
9,2,4,None,56,None,1,1,6.0,21.0,2,4.0
1,2,3,-8500.0,6,2.0,1,1,6.0,21.0,2,4.0
1,1,4,31210.281552597666,47,1.0,1,1,6.0,1.0,2,4.0
6,1,3,-8500.0,6,1.0,1,1,1.0,18.0,2,4.0
1,1,3,105286.42047610678,26,2.0,1,1,6.0,21.0,2,4.0
8,1,3,126516.10041421006,18,1.0,1,1,1.0,22.0,2,4.0
1,1,3,None,26,None,1,1,1.0,20.0,2,4.0
1,1,3,10249.368836978902,6,1.0,1,1,6.0,21.0,2,4.0
1,1,4,56863.07376946604,46,None,1,1,6.0,19.0,2,1.0
1,1,3,151629.0284789465,4,1.0,1,1,6.0,20.0,2,4.0
1,2,2,19367.895191335392,40,None,3,1,6.0,19.0,2,4.0
1,1,3,72856.50330928012,6,None,1,1,1.0,19.0,2,None
1,2,3,42786.4209668749,41,None,1,1,6.0,21.0,2,None
1,2,3,58715.726595256914,26,1.0,1,1,1.0,16.0,2,4.0
8,1,4,32152.124376436288,12,1.0,1,1,1.0,19.0,2,4.0
1,2,4,21026.993856892863,29,1.0,1,1,1.0,21.0,2,4.0
1,1,3,None,6,1.0,1,1,1.0,21.0,2,4.0
1,2,4,-8500.0,29,1.0,1,1,None,20.0,2,4.0
1,1,3,115809.43702081338,4,1.0,1,1,6.0,16.0,2,4.0
9,1,4,3984.334704275861,1,1.0,1,1,6.0,19.0,2,4.0
1,2,4,44314.28356840284,51,6.0,3,1,1.0,16.0,2,4.0
1,2,4,76231.93183836229,53,8.0,1,1,1.0,16.0,2,4.0
9,2,4,165995.00663088416,34,1.0,1,2,None,16.0,2,4.0
1,2,4,None,22,1.0,1,1,6.0,21.0,2,4.0
1,2,2,-4360.42302094819,17,None,1,1,3.0,13.0,2,4.0
1,2,3,14454.948626582163,6,None,1,1,6.0,16.0,2,4.0
1,1,4,119025.7540054786,56,1.0,1,1,1.0,16.0,2,4.0
1,1,3,-8500.0,48,1.0,1,1,6.0,20.0,2,4.0
9,1,4,None,12,None,1,1,3.0,19.0,2,4.0
1,2,3,78239.5548510594,41,8.0,1,1,1.0,16.0,2,4.0
1,1,4,112424.02792462349,22,2.0,1,1,1.0,21.0,2,4.0
1,2,3,None,48,None,1,1,4.0,2.0,2,2.0
2,2,4,-8500.0,24,None,1,1,6.0,21.0,2,4.0
4,2,4,-8500.0,51,None,4,2,1.0,20.0,2,4.0
9,1,4,74006.34237345883,36,None,1,1,6.0,19.0,2,4.0
1,1,3,85530.19506756864,48,None,1,1,6.0,21.0,2,4.0
1,2,4,None,47,1.0,1,1,6.0,17.0,2,4.0
1,2,4,118657.88078306054,8,None,1,1,6.0,20.0,2,4.0
1,2,4,-8500.0,56,1.0,1,1,6.0,21.0,2,4.0
1,1,4,None,42,None,1,1,6.0,21.0,2,4.0
1,2,4,-8500.0,19,None,1,1,1.0,None,2,4.0
1,2,3,56190.81999880557,18,1.0,1,1,4.0,20.0,2,4.0
1,2,2,67003.39426808288,37,None,1,1,None,18.0,2,4.0
9,2,4,58721.31501231613,51,1.0,1,1,1.0,21.0,2,4.0
1,1,4,2045.0155292105192,1,None,1,1,6.0,18.0,2,4.0
1,1,4,-8500.0,34,None,1,1,6.0,20.0,2,4.0
2,2,3,65213.14420252621,6,1.0,1,1,6.0,1.0,2,4.0
1,1,3,-8500.0,4,None,1,1,6.0,14.0,2,4.0
1,2,4,259963.9110414683,34,1.0,1,1,6.0,20.0,2,4.0
1,2,2,43997.25011554486,15,None,1,1,6.0,22.0,1,4.0
1,2,3,107613.39709986234,4,None,1,1,1.0,23.0,2,2.0
1,2,4,-2722.538282732734,27,7.0,1,1,6.0,19.0,2,4.0
1,1,4,21802.81528895747,1,1.0,1,1,None,20.0,2,4.0
9,2,3,13238.065823989493,6,1.0,1,1,1.0,16.0,2,4.0
9,1,4,None,36,2.0,1,1,None,21.0,2,4.0
6,1,3,29545.654829179228,48,6.0,1,1,6.0,16.0,1,4.0
1,2,4,None,34,None,1,1,6.0,18.0,2,4.0
2,2,4,13522.994584151806,39,1.0,5,1,5.0,17.0,2,4.0
4,2,4,99936.64886053043,51,None,1,1,1.0,11.0,2,4.0
9,2,4,46332.55523559416,39,1.0,1,1,5.0,20.0,2,4.0
1,1,4,None,39,1.0,1,1,6.0,21.0,2,4.0
4,1,3,None,6,None,1,1,6.0,20.0,2,4.0
1,2,2,17563.67185203855,17,1.0,1,1,6.0,22.0,2,4.0
9,1,3,38933.30772843121,18,None,1,1,None,20.0,2,4.0
1,2,4,70185.15707506877,21,3.0,1,1,1.0,19.0,2,4.0
9,2,3,None,6,None,1,1,None,20.0,2,4.0
1,2,4,55482.60743044854,56,None,1,1,None,16.0,2,4.0
1,2,4,70048.04855108466,21,1.0,1,1,6.0,22.0,2,None
1,2,4,None,42,None,1,1,4.0,23.0,2,4.0
1,2,4,None,53,None,1,1,None,20.0,2,4.0
9,1,2,82612.54283962213,16,1.0,5,1,1.0,16.0,2,4.0
1,2,4,-4790.674042158273,21,1.0,1,1,1.0,20.0,2,4.0
1,1,2,3776.950590869783,37,1.0,1,1,6.0,18.0,2,4.0
1,2,4,47776.27871499461,56,None,1,1,1.0,20.0,2,None
1,2,4,15958.957333206894,34,1.0,1,1,6.0,16.0,2,4.0
1,1,4,47735.196871663,42,1.0,1,1,1.0,16.0,2,4.0
1,2,4,57228.53026819972,42,1.0,1,1,1.0,19.0,2,4.0
1,1,4,40830.68666729368,47,None,1,1,6.0,23.0,2,None
6,2,3,-8500.0,6,None,1,2,1.0,20.0,2,4.0
1,2,3,84211.31904294196,48,8.0,1,1,1.0,16.0,2,4.0
1,1,4,60131.11199477763,34,None,1,1,6.0,21.0,2,4.0
9,2,4,None,36,None,1,1,6.0,19.0,1,None
9,1,4,None,22,None,4,1,1.0,4.0,2,4.0
1,2,4,25948.98351618207,27,None,1,1,1.0,16.0,2,4.0
8,2,4,56232.38717229721,51,None,1,1,1.0,19.0,2,4.0
1,2,4,-8500.0,47,1.0,4,1,6.0,None,2,4.0
1,1,2,50703.94927929872,45,5.0,4,2,1.0,12.0,2,4.0
1,1,4,123732.6332948264,24,None,1,1,6.0,20.0,2,4.0
1,1,4,57882.6669128649,19,1.0,1,1,6.0,4.0,2,4.0
1,2,3,None,6,8.0,1,1,1.0,16.0,2,4.0
1,2,2,-8500.0,17,None,1,1,5.0,20.0,2,4.0
1,2,4,None,9,1.0,1,1,1.0,19.0,2,4.0
1,1,4,44547.14032854111,29,None,1,1,4.0,19.0,2,4.0
8,1,3,-8500.0,4,1.0,1,1,6.0,13.0,2,1.0
1,1,4,-8500.0,29,1.0,1,1,4.0,19.0,2,None
1,1,3,72364.16604174404,6,1.0,1,1,1.0,19.0,2,None
1,1,4,94425.4619489624,51,1.0,1,1,None,20.0,2,None
1,2,3,59966.22720961114,6,None,1,1,3.0,18.0,2,4.0
1,1,4,90873.37309718692,1,2.0,1,1,6.0,19.0,2,4.0
1,1,4,4162.170890751673,34,1.0,1,1,1.0,2.0,2,4.0
1,2,4,50379.097765522936,53,None,1,1,4.0,18.0,2,4.0
9,1,2,None,17,3.0,1,2,6.0,17.0,2,None
1,2,4,73981.82343207198,36,1.0,1,1,None,8.0,2,4.0
1,2,4,63449.73340250451,19,None,1,1,6.0,22.0,2,None
1,2,4,71698.10785615226,53,2.0,1,1,4.0,None,2,None
1,1,2,49978.52204031591,45,None,1,1,6.0,16.0,2,4.0
1,1,4,None,9,1.0,1,1,1.0,19.0,2,4.0
1,1,4,None,39,1.0,1,1,4.0,None,2,4.0
2,1,4,131528.18563038943,34,1.0,5,2,1.0,22.0,2,None
1,1,4,42094.142213731815,56,1.0,1,1,6.0,20.0,2,4.0
1,2,1,95123.61397408468,35,1.0,1,1,6.0,1.0,2,4.0
1,1,4,132253.1041242419,36,None,1,1,None,16.0,2,4.0
9,1,2,-8500.0,16,None,1,1,6.0,17.0,1,4.0
1,1,3,-8500.0,6,1.0,1,1,1.0,16.0,2,4.0
9,2,4,None,34,None,1,1,6.0,18.0,2,4.0
1,1,3,111378.23009949565,6,None,1,1,6.0,22.0,2,4.0
1,1,4,None,56,1.0,1,1,6.0,22.0,2,None
9,1,3,71316.05491499635,48,1.0,1,1,None,19.0,2,4.0
9,2,4,-8500.0,36,None,1,2,3.0,15.0,2,4.0
1,2,2,-8500.0,54,None,1,1,6.0,18.0,2,4.0
1,1,2,43232.37126946719,17,1.0,1,1,None,None,2,4.0
2,1,3,None,18,None,4,1,1.0,16.0,2,4.0
1,2,3,-1107.5278182391849,4,1.0,1,1,1.0,4.0,2,4.0
1,1,4,14583.492326768624,49,1.0,1,1,6.0,14.0,2,None
1,2,4,51959.44749969309,42,3.0,1,1,None,22.0,2,4.0
1,2,4,39528.10959496442,24,None,1,1,1.0,21.0,2,4.0
1,1,4,None,56,None,1,1,6.0,1.0,2,None
1,1,3,None,6,None,1,1,4.0,5.0,2,4.0
9,1,4,57361.374584970734,34,1.0,1,1,None,4.0,2,None
1,1,4,13362.653611016794,29,6.0,1,1,1.0,20.0,2,4.0
2,2,4,85699.10002398555,36,1.0,3,1,6.0,22.0,2,4.0
1,1,4,34382.72215987144,1,None,1,1,1.0,12.0,1,4.0
1,1,4,48656.7805493613,36,None,1,1,6.0,19.0,2,4.0
1,1,3,19497.62672086803,4,1.0,1,1,None,22.0,2,None
1,1,3,113626.77278555896,6,1.0,1,1,6.0,9.0,2,4.0
1,2,4,58235.47900633938,36,1.0,1,1,None,1.0,2,4.0
1,2,4,38420.04550074543,39,None,4,1,3.0,21.0,2,None
1,2,4,-8500.0,39,1.0,1,2,1.0,21.0,2,4.0
1,1,4,None,53,None,1,1,None,1.0,2,4.0
9,2,4,39625.98850159334,36,None,1,1,6.0,1.0,2,4.0
1,1,3,103376.27266785211,6,1.0,1,1,1.0,19.0,2,4.0
8,2,4,115162.22349406547,1,1.0,1,1,1.0,19.0,2,None
4,1,3,33621.08894127305,48,1.0,1,1,1.0,21.0,2,4.0
1,1,4,143748.66419682236,24,None,1,1,6.0,21.0,2,4.0
4,1,4,145772.6947824597,42,2.0,1,1,6.0,22.0,2,4.0
1,2,4,70827.52325312301,56,1.0,1,1,1.0,16.0,2,4.0
1,2,2,123916.11321771704,37,1.0,1,1,5.0,20.0,2,4.0
1,2,4,100180.39529933798,53,1.0,1,1,None,21.0,2,4.0
1,2,4,-8500.0,21,1.0,1,1,1.0,19.0,2,4.0
1,1,4,-2248.981610736395,42,None,1,1,None,4.0,2,None
8,2,3,-8500.0,48,1.0,1,1,1.0,17.0,2,None
1,1,4,87180.6773880973,36,None,1,1,6.0,21.0,1,4.0
1,2,2,182704.66241182093,17,None,1,1,1.0,21.0,2,4.0
1,2,3,None,48,1.0,1,1,1.0,21.0,2,4.0
1,2,3,-8500.0,4,None,1,1,1.0,22.0,2,4.0
1,2,2,82860.60510059158,17,1.0,1,1,1.0,18.0,2,4.0
9,2,4,12436.385387067192,34,None,1,1,6.0,19.0,2,4.0
1,1,4,None,34,1.0,1,1,1.0,20.0,2,4.0
1,2,4,8889.182026572482,39,None,1,1,None,20.0,2,4.0
1,2,4,-8500.0,36,1.0,1,1,1.0,21.0,2,4.0
1,1,3,None,4,1.0,1,1,5.0,20.0,1,None
1,2,3,None,48,1.0,1,1,1.0,22.0,2,4.0
1,1,4,28272.934339134576,21,1.0,1,1,5.0,18.0,2,4.0
1,1,4,103686.6644463834,39,8.0,1,1,1.0,22.0,2,4.0
1,2,4,110892.65078050752,27,1.0,1,1,None,19.0,2,4.0
9,2,4,1245.647164508322,56,None,1,1,None,20.0,2,4.0
1,2,3,31540.82321347035,48,None,1,1,5.0,21.0,2,4.0
1,1,3,138255.27351445903,18,1.0,1,1,1.0,16.0,2,4.0
2,1,2,81308.18407102642,37,1.0,1,1,4.0,20.0,2,4.0
1,2,4,None,22,None,1,1,1.0,21.0,2,4.0
1,2,3,13918.995832667224,6,2.0,1,1,1.0,None,2,4.0
1,2,4,None,39,None,1,1,5.0,20.0,2,4.0
1,1,4,18838.533131315784,36,1.0,1,1,1.0,21.0,2,None
6,2,2,144188.19013054253,17,1.0,1,1,4.0,18.0,2,4.0
1,2,3,-8500.0,6,1.0,1,1,1.0,21.0,2,4.0
1,2,4,-2084.215003099962,36,1.0,1,1,None,16.0,2,4.0
1,1,2,3642.8124236554286,37,1.0,1,1,3.0,21.0,2,4.0
1,2,3,41097.93756296847,4,None,1,1,6.0,20.0,2,None
1,1,4,127017.21492322526,51,1.0,1,1,6.0,23.0,2,4.0
8,1,4,None,9,1.0,1,1,1.0,18.0,2,4.0
1,1,4,103754.49004473229,22,1.0,1,1,None,22.0,2,4.0
1,1,4,-8500.0,21,None,1,1,None,18.0,2,2.0
4,1,3,82132.08824009466,6,1.0,5,2,6.0,18.0,2,4.0
1,1,2,None,17,None,1,1,1.0,19.0,2,4.0
8,2,4,18138.63778821329,39,1.0,1,1,6.0,16.0,2,4.0
1,1,4,-8500.0,36,1.0,1,1,1.0,18.0,2,4.0
1,1,4,None,24,1.0,1,1,None,9.0,2,4.0
1,1,4,-8500.0,56,None,5,1,None,19.0,2,4.0
1,1,4,None,34,None,1,1,6.0,2.0,2,1.0
4,1,3,None,6,1.0,5,2,5.0,21.0,2,4.0
2,1,3,68192.08233766838,6,None,1,1,6.0,21.0,2,4.0
1,1,4,35329.08503238654,46,1.0,1,1,1.0,22.0,2,4.0
9,1,3,88068.27226335029,6,1.0,1,1,None,23.0,2,None
1,1,4,-8500.0,42,None,1,1,6.0,16.0,2,4.0
1,1,4,15557.533219526673,51,None,1,1,None,21.0,2,4.0
9,2,2,32150.916483337365,45,None,1,1,None,21.0,2,None
1,2,3,98296.99497760626,6,None,1,1,1.0,19.0,2,4.0
1,1,3,185651.015993074,6,1.0,1,1,6.0,17.0,2,None
1,1,4,34361.39812074338,39,None,1,1,6.0,None,2,4.0
1,1,4,120004.2708887722,47,2.0,1,2,6.0,19.0,2,4.0
2,1,4,-8500.0,53,1.0,1,1,6.0,16.0,2,4.0
1,1,3,29919.20241295227,48,1.0,1,1,6.0,19.0,2,4.0
1,2,3,83725.217703039,18,None,1,1,6.0,16.0,2,None
1,2,4,None,42,1.0,1,1,None,20.0,2,4.0
1,2,4,None,51,None,1,1,None,18.0,1,4.0
1,2,4,None,36,1.0,1,1,6.0,21.0,2,4.0
1,2,3,128647.59720958502,48,1.0,1,1,1.0,None,2,4.0
1,2,2,5855.77818514729,37,1.0,1,1,1.0,19.0,2,4.0
4,1,2,35863.62297639924,45,1.0,1,1,None,4.0,2,None
1,2,2,-8500.0,37,1.0,1,1,3.0,20.0,1,4.0
1,2,4,102881.65645187734,36,1.0,1,1,1.0,22.0,2,4.0
1,1,4,None,36,3.0,1,1,5.0,6.0,2,4.0
3,2,4,26620.25738587869,36,1.0,1,1,1.0,22.0,2,4.0
1,1,4,None,34,None,1,1,None,4.0,2,1.0
1,2,2,-8500.0,17,None,1,1,6.0,23.0,2,4.0
1,2,2,-8500.0,17,1.0,1,1,None,18.0,2,4.0
8,1,3,101953.41513910746,4,1.0,1,1,1.0,22.0,2,4.0
2,1,3,-8500.0,48,1.0,4,1,None,19.0,2,4.0
2,2,4,-8500.0,39,6.0,1,1,1.0,21.0,2,4.0
9,2,2,50944.54239350915,17,1.0,3,1,4.0,16.0,2,4.0
1,2,3,40940.36254994079,4,None,1,1,2.0,20.0,2,4.0
1,2,3,85578.68870457896,6,1.0,1,1,1.0,4.0,2,4.0
9,2,3,None,48,None,1,1,6.0,19.0,2,None
1,1,4,4242.442571805965,53,1.0,1,1,None,20.0,2,4.0
1,1,4,None,27,1.0,1,1,6.0,19.0,2,None
1,2,2,None,17,None,1,1,5.0,13.0,2,1.0
9,1,3,None,6,None,1,1,None,10.0,2,4.0
1,1,4,None,56,1.0,1,1,6.0,16.0,2,4.0
1,1,4,47329.04342271162,42,1.0,1,1,6.0,20.0,2,4.0
1,2,3,None,18,1.0,1,1,6.0,8.0,2,4.0
1,1,4,None,47,None,1,1,1.0,22.0,2,4.0
1,2,3,106341.6186933504,18,1.0,1,1,1.0,16.0,2,4.0
4,1,4,-6303.766679317632,49,None,1,1,6.0,19.0,2,4.0
4,1,3,37683.71703137134,48,None,1,1,6.0,10.0,2,None
1,1,4,20013.81586504567,29,None,1,1,None,17.0,2,4.0
1,2,4,None,36,None,1,1,6.0,19.0,2,4.0
1,2,4,-8500.0,56,None,1,1,1.0,19.0,2,4.0
4,2,3,-8500.0,48,None,1,1,6.0,2.0,1,4.0
1,1,4,132593.33983867924,1,1.0,1,1,6.0,22.0,2,4.0
1,2,3,None,4,1.0,1,1,6.0,20.0,2,4.0
2,1,3,None,6,1.0,1,1,1.0,17.0,2,4.0
1,2,4,129373.668777389,34,2.0,1,1,4.0,20.0,2,4.0
1,2,4,107135.54325397816,51,1.0,1,1,1.0,19.0,2,4.0
1,1,2,None,17,1.0,1,1,6.0,1.0,2,4.0
9,1,3,118405.05877011738,6,None,1,1,1.0,14.0,2,4.0
9,1,4,86687.21928915972,42,1.0,1,2,6.0,21.0,2,4.0
1,2,4,-8500.0,47,1.0,1,1,None,16.0,2,4.0
1,1,2,56868.89360365129,17,6.0,1,1,6.0,22.0,2,4.0
1,2,4,-8500.0,42,None,1,1,5.0,22.0,2,4.0
1,1,3,60106.76316935364,6,None,1,1,None,24.0,1,4.0
1,2,4,131113.7077046432,39,1.0,4,1,6.0,20.0,2,4.0
1,2,3,None,48,1.0,1,1,None,16.0,2,4.0
1,1,4,42601.00299973948,27,None,1,1,1.0,2.0,2,None
1,2,3,-8500.0,4,1.0,1,1,1.0,19.0,2,4.0
1,1,4,106647.97989432294,39,1.0,1,1,6.0,22.0,2,4.0
1,1,3,None,6,2.0,1,1,1.0,21.0,2,4.0
1,1,4,68846.92186749852,47,1.0,1,1,3.0,18.0,2,4.0
1,2,4,-8500.0,47,1.0,1,1,1.0,21.0,2,4.0
1,1,4,142746.7087654661,29,1.0,1,1,6.0,21.0,2,4.0
1,1,4,171176.77475314392,36,2.0,1,1,1.0,21.0,2,4.0
1,2,4,None,34,1.0,1,1,1.0,16.0,2,4.0
1,1,4,69376.86146579329,56,1.0,1,1,1.0,1.0,1,1.0
2,2,4,50552.519316900536,36,1.0,1,1,1.0,16.0,2,4.0
1,1,3,None,48,None,1,1,1.0,16.0,2,4.0
4,1,3,None,6,8.0,1,1,1.0,21.0,2,4.0
