RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
8,2,3,5761.788796317152,36,None,1,1,1.0,21.0,2,4.0
1,1,2,33368.78384875783,51,None,1,1,None,1.0,2,4.0
1,1,4,None,12,6.0,1,1,1.0,16.0,1,4.0
1,1,4,12261.508840522176,41,1.0,1,1,6.0,21.0,2,4.0
2,2,4,96824.40239615536,26,1.0,1,1,6.0,None,2,4.0
1,2,4,None,56,1.0,1,1,None,18.0,2,4.0
1,1,3,28604.97575895597,42,1.0,1,1,None,16.0,1,4.0
9,1,3,66801.75460655203,48,1.0,1,1,None,20.0,2,4.0
1,2,3,73015.51369228467,42,1.0,1,1,1.0,1.0,2,4.0
1,2,4,-8500.0,56,1.0,1,1,1.0,21.0,2,4.0
1,2,4,157591.81421388805,6,1.0,1,1,1.0,17.0,2,4.0
1,2,2,-8500.0,45,None,1,1,6.0,22.0,2,None
1,1,3,27952.027753656297,18,2.0,1,1,1.0,None,2,4.0
1,2,4,11710.577470777467,56,1.0,1,1,6.0,21.0,2,4.0
1,2,3,56759.75109777928,22,None,1,1,6.0,4.0,2,4.0
1,2,3,23640.145803044987,48,1.0,1,1,6.0,22.0,2,4.0
1,2,4,85349.08889089219,12,5.0,1,1,1.0,16.0,2,4.0
1,2,4,None,26,1.0,1,1,None,18.0,2,4.0
2,1,4,62579.15482551126,6,1.0,1,1,1.0,17.0,2,None
1,1,4,-8500.0,12,1.0,1,1,6.0,21.0,2,4.0
4,1,3,-8500.0,48,1.0,3,1,2.0,18.0,2,None
1,1,4,132640.6809975296,49,8.0,1,1,1.0,19.0,2,4.0
9,1,3,50487.87829021275,36,None,1,1,1.0,1.0,2,4.0
1,2,3,-8500.0,13,None,1,1,6.0,18.0,2,4.0
1,1,3,75312.3691459054,13,1.0,1,1,6.0,16.0,2,4.0
1,1,4,-8500.0,12,None,1,1,1.0,22.0,2,4.0
1,2,3,None,18,1.0,1,1,6.0,16.0,2,4.0
1,1,3,-8500.0,10,None,1,1,1.0,None,2,4.0
1,2,3,None,36,1.0,1,1,1.0,19.0,2,4.0
2,2,4,-7620.2327430137375,26,1.0,1,1,1.0,22.0,2,4.0
9,2,4,33413.92231155266,6,None,1,1,3.0,19.0,2,4.0
8,1,3,139685.79884639554,42,1.0,1,1,1.0,22.0,2,4.0
1,2,3,47394.65781133084,22,1.0,1,1,None,18.0,2,4.0
1,1,3,111786.54881537725,48,1.0,1,1,1.0,21.0,1,4.0
9,2,3,-8500.0,42,1.0,1,1,1.0,16.0,2,4.0
1,1,2,69889.84021238783,19,None,1,1,6.0,21.0,2,4.0
9,2,4,-8500.0,26,None,1,1,6.0,17.0,2,4.0
1,2,4,-8500.0,8,1.0,1,1,1.0,19.0,2,4.0
1,1,4,178397.71552169902,6,1.0,1,1,6.0,21.0,2,4.0
1,1,4,102133.79007560268,6,8.0,1,1,1.0,21.0,2,4.0
8,1,3,85058.94127432641,36,None,1,1,6.0,13.0,2,4.0
4,1,4,-8500.0,47,None,1,1,6.0,6.0,2,4.0
1,1,4,22541.57793335564,55,None,1,1,6.0,19.0,2,4.0
1,1,3,111682.93250529324,48,8.0,1,1,1.0,16.0,2,4.0
1,2,4,-8500.0,6,1.0,1,1,None,21.0,2,1.0
1,2,4,-8500.0,25,1.0,1,1,1.0,19.0,2,4.0
1,1,4,None,6,None,1,1,5.0,19.0,2,4.0
9,1,3,None,22,2.0,1,1,6.0,13.0,2,4.0
1,1,4,None,12,1.0,1,1,6.0,18.0,2,None
1,1,4,None,56,1.0,1,1,1.0,21.0,2,4.0
8,1,2,None,19,None,1,1,None,14.0,2,4.0
4,1,4,73201.36694050262,6,1.0,4,1,6.0,21.0,2,4.0
1,1,4,94876.97493773286,8,1.0,5,2,1.0,16.0,2,4.0
1,2,4,58036.48830187809,38,1.0,1,1,1.0,18.0,2,4.0
1,1,3,-3127.2652101541244,42,1.0,1,1,1.0,16.0,1,4.0
1,2,4,-3214.60791750058,56,1.0,1,1,4.0,16.0,2,4.0
9,1,3,84103.26654620713,42,1.0,1,1,1.0,16.0,2,4.0
1,1,2,None,30,7.0,1,1,1.0,16.0,2,4.0
4,2,4,52220.60021639978,6,None,1,1,6.0,4.0,2,None
1,1,4,56636.23491969232,6,1.0,1,1,1.0,19.0,2,2.0
9,1,4,26449.68898481914,12,1.0,1,1,6.0,18.0,2,4.0
1,1,3,26923.976115838177,42,None,1,1,4.0,22.0,2,4.0
2,1,2,-1819.134682770564,28,1.0,1,1,1.0,19.0,2,4.0
1,2,4,130288.18921562072,6,1.0,1,1,4.0,18.0,2,4.0
1,2,3,156326.42686101794,42,None,1,1,1.0,18.0,2,4.0
1,2,3,67861.18642460657,10,3.0,1,1,1.0,19.0,2,4.0
2,1,3,23367.630329670046,13,1.0,1,1,6.0,16.0,2,4.0
1,1,4,113241.28748835478,25,7.0,1,1,1.0,19.0,2,4.0
1,2,4,44193.52340766617,47,None,1,1,1.0,19.0,2,4.0
2,2,4,96773.65018317744,26,1.0,2,1,1.0,20.0,1,4.0
9,1,4,55788.32660044011,25,None,1,1,1.0,16.0,2,None
1,1,3,91264.16694623404,42,1.0,1,1,1.0,19.0,2,4.0
1,1,4,135721.9127828456,26,None,1,1,1.0,21.0,2,4.0
1,2,4,-8500.0,40,None,1,1,1.0,14.0,2,4.0
1,2,4,14395.346708747573,25,1.0,4,1,6.0,22.0,2,4.0
1,2,4,None,47,1.0,1,1,6.0,21.0,2,None
1,2,3,60562.10408162323,36,None,1,1,1.0,19.0,2,4.0
1,1,4,48149.02477191378,12,1.0,1,1,1.0,21.0,2,4.0
1,1,3,None,18,None,1,1,6.0,14.0,2,4.0
1,1,2,30028.451244909927,9,8.0,1,1,1.0,16.0,2,4.0
1,2,4,113730.95005465145,6,1.0,1,1,6.0,9.0,2,4.0
1,2,3,45616.51796360957,31,None,1,1,1.0,23.0,2,4.0
9,2,3,42655.23650583305,36,1.0,1,1,6.0,18.0,2,4.0
1,2,4,27717.29572984623,6,1.0,5,2,1.0,22.0,2,4.0
1,2,4,30916.61423434793,26,1.0,1,1,5.0,21.0,2,4.0
9,1,4,None,12,6.0,1,1,5.0,12.0,2,4.0
1,1,3,9224.408131993108,48,None,5,1,None,22.0,2,4.0
1,1,3,-8500.0,42,None,1,1,6.0,19.0,2,4.0
1,1,4,None,26,2.0,1,1,1.0,19.0,1,4.0
1,2,3,-4926.849665380272,13,None,1,1,None,4.0,2,4.0
1,2,4,124036.1254829546,56,1.0,1,1,None,22.0,2,1.0
1,2,3,None,22,1.0,1,1,6.0,12.0,2,4.0
1,1,4,115264.17645310333,26,1.0,1,1,1.0,16.0,2,4.0
9,2,4,68774.45881198562,26,None,1,1,None,21.0,2,4.0
1,1,4,None,56,1.0,1,1,1.0,21.0,2,4.0
1,2,4,-8500.0,47,1.0,1,1,1.0,19.0,1,4.0
1,1,3,91734.51619073036,36,1.0,1,1,3.0,18.0,2,4.0
6,2,4,65176.98720560016,6,1.0,1,1,1.0,20.0,2,4.0
1,1,4,29224.046002123272,26,None,1,1,1.0,22.0,2,4.0
1,1,3,None,48,1.0,1,1,6.0,22.0,2,4.0
1,1,4,129797.4087011437,8,None,1,1,1.0,21.0,2,4.0
1,1,3,None,48,None,1,1,1.0,13.0,2,4.0
1,2,3,-8500.0,21,None,1,1,1.0,4.0,2,4.0
1,1,4,97101.31618131595,47,1.0,1,1,6.0,3.0,2,4.0
1,2,4,93763.14116503712,12,None,1,1,1.0,16.0,2,4.0
1,1,3,-8500.0,48,None,1,1,6.0,10.0,2,4.0
8,1,3,42325.39000220822,36,3.0,1,1,None,22.0,2,4.0
1,2,4,-8500.0,8,1.0,1,1,6.0,18.0,2,4.0
9,2,3,84810.8421665898,48,None,1,1,1.0,16.0,1,4.0
4,2,4,None,6,None,1,1,6.0,19.0,2,4.0
1,2,4,7205.544221188153,6,1.0,1,1,6.0,16.0,2,4.0
1,1,4,69004.10396000237,26,1.0,1,1,1.0,21.0,2,4.0
8,1,3,-8500.0,36,None,1,1,1.0,17.0,2,4.0
1,2,4,36778.78903893193,6,None,1,1,6.0,15.0,2,None
1,2,3,None,36,None,1,1,5.0,1.0,2,None
2,1,4,37918.81259147829,6,8.0,1,1,6.0,18.0,2,None
1,1,3,-8500.0,36,None,1,1,2.0,12.0,1,4.0
1,2,4,-1228.3506831534978,25,None,1,1,6.0,21.0,2,4.0
1,1,3,63132.38800530831,48,1.0,1,1,1.0,19.0,2,4.0
1,1,3,112183.25420742002,36,1.0,1,1,6.0,10.0,2,4.0
1,1,3,119927.4355629608,48,1.0,1,1,1.0,21.0,2,4.0
1,1,3,None,42,1.0,1,1,1.0,17.0,2,None
1,2,3,-8500.0,42,1.0,1,1,6.0,16.0,2,4.0
1,1,3,None,36,None,1,1,6.0,20.0,2,4.0
1,2,3,124782.71725241504,21,1.0,1,1,6.0,22.0,2,4.0
1,1,3,None,42,None,1,1,1.0,22.0,2,4.0
2,2,4,None,6,None,1,1,1.0,21.0,1,None
1,1,3,23628.388643716484,42,None,1,1,6.0,1.0,2,4.0
1,2,4,78699.14936940662,55,1.0,1,1,None,4.0,2,4.0
1,1,4,17562.550638474702,56,None,1,1,6.0,22.0,2,None
1,2,4,64809.40760994621,26,3.0,1,1,1.0,19.0,2,4.0
9,2,4,None,12,None,1,1,6.0,18.0,2,4.0
1,1,4,103019.78878279185,6,1.0,1,1,4.0,11.0,2,None
1,1,3,228942.25621467445,21,1.0,1,1,6.0,16.0,2,4.0
9,2,4,117163.83971247796,12,5.0,1,1,6.0,4.0,2,4.0
1,1,4,-8500.0,40,1.0,1,1,6.0,16.0,2,4.0
1,1,4,None,12,1.0,1,1,6.0,21.0,2,4.0
1,2,4,33255.662648073354,56,None,1,1,1.0,21.0,2,4.0
1,1,4,None,6,1.0,1,1,6.0,7.0,2,4.0
9,1,4,9206.23676123804,26,1.0,3,2,6.0,16.0,2,4.0
1,1,3,17740.314055774033,22,1.0,1,1,1.0,19.0,2,4.0
1,2,4,10865.98302662727,12,1.0,1,1,1.0,16.0,2,4.0
1,1,4,71093.70519428203,6,7.0,1,1,1.0,16.0,1,4.0
1,2,3,None,36,1.0,4,2,1.0,22.0,2,4.0
1,1,3,47102.1254042861,42,1.0,1,1,4.0,20.0,2,4.0
4,1,3,30257.18939884725,48,None,1,2,6.0,12.0,2,None
6,1,4,None,6,8.0,1,1,1.0,20.0,2,4.0
1,2,4,None,6,1.0,5,2,1.0,21.0,2,4.0
1,2,2,68073.96523081922,19,1.0,1,1,1.0,19.0,2,4.0
1,2,3,90725.92007117596,18,7.0,1,1,1.0,21.0,2,4.0
1,1,3,40919.77055830578,13,1.0,1,1,6.0,12.0,2,4.0
1,1,3,128356.57890642114,42,1.0,1,1,6.0,21.0,2,4.0
1,2,3,10015.660923404816,13,1.0,1,1,None,19.0,2,4.0
1,2,3,-8500.0,48,3.0,1,1,6.0,16.0,2,4.0
1,1,4,None,26,None,1,1,None,18.0,2,4.0
9,2,3,56216.29071496316,42,None,1,1,1.0,16.0,2,4.0
1,1,3,None,18,1.0,1,1,None,19.0,2,4.0
1,1,3,54506.571072236606,42,1.0,1,1,None,22.0,2,4.0
1,2,3,58621.843578515,13,1.0,1,1,6.0,17.0,2,4.0
1,2,4,-1064.2401300052225,6,None,1,1,5.0,9.0,2,1.0
1,1,3,66037.58838371086,48,1.0,1,1,6.0,1.0,2,4.0
6,2,4,-1686.1059047750314,8,2.0,1,1,6.0,19.0,2,4.0
2,2,4,-8500.0,55,1.0,1,1,None,4.0,2,2.0
1,1,4,117260.1782980345,25,1.0,1,1,4.0,4.0,2,None
1,2,3,None,36,1.0,1,1,6.0,21.0,2,4.0
1,2,4,80725.03452015585,6,None,1,1,None,12.0,2,4.0
6,1,4,90763.35731163576,6,6.0,1,1,6.0,15.0,2,4.0
1,2,3,-8500.0,48,None,1,1,6.0,19.0,2,1.0
9,2,3,44771.91287014075,22,None,1,1,None,20.0,2,4.0
2,2,3,-8500.0,36,1.0,4,2,1.0,20.0,2,4.0
6,2,4,None,47,None,1,1,5.0,12.0,2,4.0
1,1,3,86076.89928165989,18,1.0,1,1,6.0,18.0,2,4.0
1,2,3,-8500.0,22,1.0,1,1,6.0,21.0,2,4.0
1,1,4,31548.18225288456,25,1.0,1,1,None,21.0,2,4.0
1,2,3,2454.2171979134946,18,None,1,1,1.0,1.0,2,None
1,2,4,None,6,1.0,1,1,1.0,21.0,2,4.0
9,1,3,56161.835947655934,36,None,1,1,4.0,19.0,2,4.0
2,2,4,36072.25964665048,6,None,5,2,6.0,22.0,2,4.0
1,2,3,89733.53060772087,13,None,1,2,1.0,22.0,2,4.0
1,2,4,7795.894203241231,12,None,1,1,6.0,22.0,2,4.0
1,2,2,112076.0642581022,9,None,1,1,1.0,19.0,2,4.0
1,1,4,107338.23662337867,47,2.0,5,1,1.0,21.0,2,4.0
1,2,3,None,31,1.0,1,1,6.0,None,2,4.0
8,2,4,-8500.0,6,1.0,1,1,6.0,19.0,2,4.0
1,2,3,81839.98777807751,36,None,1,1,4.0,18.0,2,4.0
1,1,4,124142.52470316977,12,1.0,1,1,None,22.0,2,4.0
1,2,4,20621.607796895216,16,1.0,1,1,6.0,21.0,1,4.0
9,2,4,-8500.0,25,None,1,1,1.0,8.0,2,4.0
4,2,2,17246.519118528435,9,None,4,2,5.0,17.0,2,None
8,1,3,110310.26007716924,36,2.0,1,1,1.0,4.0,2,None
1,2,2,None,28,1.0,1,1,1.0,19.0,1,4.0
9,1,4,-8500.0,26,6.0,1,1,1.0,21.0,2,4.0
9,2,4,17909.656840142452,6,6.0,1,1,1.0,22.0,2,4.0
1,2,4,137566.41801431836,26,None,1,1,None,None,2,4.0
1,1,3,None,36,None,1,1,1.0,19.0,2,4.0
1,1,3,16076.384411324572,48,1.0,1,1,None,23.0,2,4.0
1,2,3,-8500.0,36,None,1,1,6.0,21.0,2,4.0
1,1,4,58241.1952452451,55,None,1,1,6.0,21.0,2,4.0
9,1,4,165554.89524949426,6,1.0,1,1,6.0,18.0,2,None
1,2,3,183379.63945935163,48,8.0,1,1,1.0,14.0,2,4.0
1,2,2,None,9,1.0,1,1,1.0,16.0,2,4.0
9,2,4,49545.37437217159,47,3.0,1,1,1.0,19.0,2,4.0
1,1,4,None,12,1.0,1,1,1.0,16.0,2,4.0
6,2,4,-8500.0,25,3.0,3,1,1.0,21.0,2,4.0
2,1,4,147149.3335153055,26,1.0,1,1,6.0,22.0,2,4.0
1,1,4,90717.2193279308,6,None,1,1,1.0,2.0,2,4.0
1,2,3,44342.34254264331,13,1.0,1,1,1.0,21.0,2,4.0
1,1,3,None,36,1.0,1,1,1.0,21.0,2,4.0
1,2,4,31342.463493916614,6,1.0,1,1,6.0,None,2,4.0
1,2,4,-8500.0,6,None,1,1,3.0,4.0,2,None
9,2,3,87370.2045044847,48,4.0,1,1,1.0,21.0,2,4.0
2,2,4,-4450.924343114901,40,1.0,1,1,6.0,19.0,2,4.0
1,1,4,116780.26201916796,47,1.0,1,1,6.0,22.0,2,4.0
2,1,3,92574.52415723343,13,None,1,1,6.0,21.0,2,4.0
1,2,4,-8500.0,26,None,1,1,6.0,19.0,2,4.0
1,2,4,67492.54327516907,56,1.0,1,1,6.0,19.0,2,4.0
1,2,4,126235.81519807212,8,1.0,1,1,1.0,19.0,2,4.0
1,1,3,86373.42130870034,22,None,1,1,1.0,20.0,2,2.0
1,2,4,4501.48562051,6,1.0,1,1,3.0,21.0,2,4.0
9,1,4,25130.71421900603,6,1.0,1,1,1.0,16.0,2,4.0
1,2,4,-8500.0,12,1.0,5,1,None,21.0,2,4.0
2,2,4,None,12,1.0,1,1,3.0,19.0,2,4.0
1,1,3,102234.54222920164,36,1.0,1,1,None,None,2,None
1,1,3,None,42,None,1,1,None,18.0,2,4.0
9,2,4,-8500.0,8,None,3,1,6.0,None,2,None
1,2,4,30419.923953199737,12,1.0,1,1,None,19.0,2,4.0
1,1,3,None,13,1.0,1,1,1.0,20.0,2,4.0
1,2,3,159967.61804615898,36,None,1,1,None,20.0,2,4.0
1,1,3,None,42,None,1,1,4.0,22.0,2,4.0
6,1,4,None,56,None,1,1,6.0,18.0,2,4.0
1,1,4,22680.642442311444,55,None,3,2,5.0,5.0,1,None
1,2,3,71103.68470330245,42,None,1,1,5.0,4.0,1,4.0
1,2,3,129087.18512436951,46,3.0,1,1,None,21.0,2,None
1,2,4,36146.49468468226,33,None,1,1,6.0,19.0,2,4.0
1,1,4,-8500.0,6,None,1,1,None,20.0,2,4.0
2,2,4,71293.8404272115,6,1.0,1,1,None,19.0,2,4.0
1,2,4,None,55,None,1,1,3.0,19.0,2,4.0
1,1,4,42260.834280947965,6,1.0,1,1,1.0,19.0,2,4.0
2,2,3,None,13,None,1,1,5.0,4.0,2,4.0
1,2,4,None,26,None,1,1,6.0,22.0,2,4.0
1,2,3,None,13,1.0,1,1,None,21.0,2,4.0
1,2,3,922.84109667944,36,1.0,1,1,1.0,21.0,2,4.0
1,2,4,14731.747293380153,12,2.0,1,1,1.0,19.0,2,4.0
9,2,3,80459.29095294142,18,1.0,1,1,None,16.0,2,4.0
4,1,3,-8500.0,13,None,1,1,1.0,12.0,2,4.0
1,2,3,None,48,1.0,1,1,6.0,11.0,2,None
1,2,4,23284.38277344446,56,1.0,1,1,5.0,11.0,2,4.0
1,2,3,2135.4574496877685,18,1.0,1,1,4.0,22.0,2,4.0
1,2,3,9922.104392431174,36,1.0,1,1,6.0,19.0,2,4.0
1,2,4,56260.87635296032,6,None,1,1,None,18.0,2,4.0
1,1,3,46190.11872222586,48,None,1,1,6.0,19.0,2,4.0
1,1,4,54604.33715036471,56,None,1,1,1.0,21.0,2,4.0
8,2,4,-6556.528879877762,6,None,1,1,1.0,19.0,2,4.0
1,1,4,44610.52367439627,6,1.0,1,1,1.0,13.0,2,4.0
1,2,3,56369.0785589068,36,1.0,1,1,1.0,22.0,2,4.0
1,1,4,87877.4913404623,8,1.0,1,1,1.0,16.0,2,4.0
1,2,4,83180.20829788886,55,None,1,1,6.0,1.0,2,4.0
1,1,4,86430.95927530604,6,None,1,1,6.0,21.0,1,4.0
9,2,3,None,42,1.0,1,1,None,16.0,2,4.0
1,2,3,-8500.0,36,None,1,1,6.0,20.0,1,4.0
1,1,4,126528.84333225335,56,None,1,1,2.0,4.0,2,None
6,1,3,86531.52769295969,36,3.0,1,1,1.0,21.0,2,4.0
1,2,4,None,47,1.0,1,1,1.0,21.0,1,None
1,2,3,-8500.0,13,None,1,1,6.0,20.0,2,1.0
1,1,4,None,37,None,1,1,6.0,20.0,2,4.0
1,1,2,6957.309584006725,24,1.0,1,1,6.0,21.0,2,4.0
1,1,2,-5842.591043809021,24,None,1,1,1.0,20.0,2,4.0
1,1,3,None,50,1.0,1,1,1.0,19.0,2,4.0
1,1,4,78562.34733294262,17,None,1,1,6.0,16.0,2,4.0
1,1,4,205193.32835806647,53,1.0,1,1,6.0,20.0,2,None
1,2,2,None,1,1.0,1,1,1.0,16.0,2,4.0
9,2,3,59286.3331380968,48,1.0,1,1,None,19.0,2,4.0
1,1,4,None,56,None,1,1,1.0,22.0,2,4.0
1,1,4,6033.757843445652,17,1.0,1,1,6.0,22.0,2,4.0
1,2,4,109350.62237620066,53,None,1,1,6.0,1.0,2,4.0
1,1,3,-8500.0,36,1.0,1,1,1.0,4.0,2,4.0
1,2,4,-8500.0,53,None,1,1,6.0,22.0,2,4.0
9,2,3,None,48,None,1,1,6.0,20.0,2,4.0
1,2,4,47927.97107716998,47,1.0,1,1,6.0,21.0,2,4.0
9,1,4,70353.57035338072,37,1.0,1,1,6.0,18.0,2,4.0
1,2,4,86944.84866579247,16,None,1,1,6.0,19.0,2,4.0
1,1,4,-8500.0,53,4.0,1,1,1.0,16.0,2,4.0
1,2,3,6063.951086233006,13,None,1,1,1.0,21.0,1,4.0
1,2,4,None,47,1.0,1,1,6.0,21.0,2,4.0
1,2,4,16668.02983852558,26,None,1,1,5.0,22.0,2,4.0
1,2,3,98872.33036771195,13,2.0,1,1,6.0,17.0,2,4.0
1,1,4,86202.83162379527,26,1.0,1,1,None,17.0,2,4.0
1,2,4,10076.202592783826,37,None,1,2,5.0,19.0,2,4.0
1,1,4,146343.1663125767,17,2.0,4,1,6.0,16.0,2,4.0
9,2,4,-8500.0,53,None,1,1,6.0,20.0,2,4.0
2,1,4,37041.91646389059,37,1.0,1,1,6.0,19.0,2,4.0
6,2,4,-8500.0,34,1.0,1,2,None,19.0,2,4.0
1,1,4,None,56,1.0,1,1,6.0,18.0,2,4.0
1,2,2,-8500.0,4,1.0,1,1,1.0,21.0,1,4.0
1,2,4,28644.247012672004,56,1.0,1,1,6.0,19.0,2,4.0
1,1,4,199001.40056426724,37,1.0,1,1,None,19.0,2,4.0
1,1,3,60990.23171549751,36,1.0,1,1,1.0,18.0,1,4.0
1,1,4,4828.285038942915,17,1.0,1,1,6.0,16.0,2,4.0
1,2,4,26882.4629433867,33,8.0,1,1,1.0,16.0,2,4.0
1,1,3,47763.16952319538,36,None,1,1,1.0,22.0,1,None
1,1,4,159722.81093312622,47,3.0,1,1,1.0,14.0,2,4.0
9,2,3,63027.65539827753,36,None,1,1,None,21.0,2,None
4,1,4,-8114.906228404761,39,1.0,1,1,1.0,18.0,2,4.0
1,2,3,7062.060124828327,13,1.0,1,1,1.0,21.0,2,4.0
1,2,3,-4009.8068083177423,27,None,1,1,None,19.0,2,4.0
1,1,4,59580.2414900601,37,None,1,1,6.0,11.0,1,None
1,2,3,106198.73309330868,50,None,1,1,6.0,20.0,2,4.0
1,1,2,-8500.0,72,None,1,1,1.0,21.0,1,4.0
2,2,4,20342.27275908401,39,2.0,1,1,6.0,21.0,2,4.0
1,2,3,111306.04002217304,29,1.0,1,1,None,21.0,2,4.0
1,1,3,None,20,None,1,1,None,19.0,2,4.0
1,2,4,17165.70655385858,17,None,1,1,6.0,11.0,2,None
8,2,4,None,26,1.0,1,1,6.0,21.0,1,4.0
1,2,3,53158.88525072487,20,3.0,1,1,1.0,14.0,2,4.0
1,1,3,None,13,1.0,1,1,1.0,19.0,2,4.0
2,1,2,None,4,1.0,1,1,1.0,19.0,1,4.0
8,1,3,12869.516168282258,36,1.0,1,1,None,19.0,2,4.0
1,2,4,108464.81421058191,34,None,1,1,None,10.0,2,None
4,2,3,-8500.0,13,1.0,1,1,1.0,19.0,2,4.0
2,1,4,136346.0493923092,39,8.0,1,1,1.0,16.0,2,4.0
1,1,3,105217.68729032089,42,None,1,1,5.0,19.0,2,4.0
1,1,4,93677.3174564916,17,1.0,1,1,None,4.0,2,None
9,2,3,24270.181881163968,29,1.0,1,1,6.0,20.0,2,4.0
2,1,4,18736.986016090665,26,1.0,1,1,1.0,18.0,2,4.0
1,2,3,None,42,1.0,1,1,6.0,16.0,2,4.0
1,1,4,91081.39763629704,47,2.0,1,1,1.0,21.0,2,4.0
2,2,3,None,29,1.0,1,1,6.0,20.0,2,4.0
9,1,4,None,34,None,1,1,6.0,4.0,2,4.0
1,2,4,-8500.0,34,1.0,1,1,1.0,16.0,2,4.0
1,2,3,None,42,None,1,1,None,21.0,2,None
1,1,2,-8500.0,19,1.0,1,1,4.0,22.0,2,None
1,2,2,59402.22088787523,1,1.0,1,1,6.0,22.0,2,4.0
1,2,4,-8500.0,53,None,4,1,None,23.0,2,4.0
1,1,3,None,13,None,1,1,6.0,11.0,2,None
9,2,3,10800.115417279803,48,None,1,1,3.0,20.0,2,4.0
1,1,3,None,21,2.0,5,1,6.0,20.0,2,4.0
1,1,3,-8500.0,48,1.0,1,1,1.0,19.0,2,4.0
1,2,4,1799.8889307907448,26,None,1,1,6.0,4.0,2,4.0
4,2,3,-8500.0,27,None,1,1,4.0,20.0,2,4.0
8,1,4,None,56,None,1,1,1.0,11.0,2,None
1,2,3,-8500.0,36,None,1,2,1.0,21.0,1,4.0
1,1,3,23571.03748821584,29,1.0,4,1,5.0,19.0,2,4.0
1,2,3,77465.83605384633,13,1.0,1,1,6.0,19.0,2,4.0
1,1,3,111868.93936937052,36,1.0,1,1,1.0,1.0,2,4.0
1,2,3,-8500.0,36,None,1,1,5.0,16.0,1,4.0
1,2,4,-575.2973786028451,53,1.0,1,1,6.0,19.0,2,4.0
1,2,3,-8500.0,36,1.0,1,1,1.0,18.0,2,4.0
1,2,4,71860.87555474453,56,1.0,1,1,6.0,20.0,2,None
2,1,4,None,53,None,1,1,6.0,None,2,None
1,2,2,14349.1135290131,1,4.0,1,1,6.0,16.0,2,4.0
1,1,4,37402.396700108606,37,1.0,1,1,None,20.0,2,4.0
1,2,4,None,35,1.0,1,1,5.0,18.0,2,4.0
1,1,4,None,56,None,1,1,None,13.0,1,4.0
1,2,3,-8500.0,36,1.0,1,1,1.0,19.0,2,4.0
2,2,3,None,13,1.0,1,1,1.0,20.0,1,4.0
1,1,4,None,26,None,1,1,1.0,19.0,2,4.0
