RAC1P,SEX,REGION,PINCP,ST,COW,CIT,NATIVITY,MSP,SCHL,DIS,MIL
9,2,4,18928.791966099558,6,1.0,1,2,6.0,4.0,2,4.0
1,1,3,-2934.8064031301983,12,1.0,1,1,1.0,16.0,2,4.0
1,2,4,110301.34447101518,6,1.0,1,1,1.0,19.0,2,4.0
4,1,4,82457.6462355353,25,None,4,1,6.0,9.0,2,None
1,2,4,26711.85604106181,31,None,1,1,None,6.0,2,4.0
1,1,4,5066.992065455575,6,2.0,1,1,1.0,22.0,2,4.0
1,1,4,None,39,1.0,1,1,None,22.0,2,4.0
1,2,4,27611.79568004279,39,None,1,1,None,19.0,2,4.0
1,1,4,104133.53274319376,6,1.0,1,1,1.0,21.0,2,4.0
1,2,4,-2347.9483424799764,39,1.0,1,1,None,None,2,4.0
1,1,4,None,39,None,5,1,1.0,19.0,2,4.0
1,1,3,None,12,3.0,1,1,1.0,21.0,2,4.0
1,2,4,87534.39685929327,6,1.0,1,1,1.0,21.0,2,4.0
1,1,3,28760.761208002004,16,1.0,1,1,6.0,19.0,2,4.0
1,2,3,109626.07173607842,24,None,1,1,1.0,12.0,2,None
1,2,4,None,6,1.0,1,1,5.0,14.0,2,4.0
1,1,4,87533.18992214132,56,3.0,1,1,1.0,16.0,2,4.0
1,1,3,143823.4764828972,24,8.0,1,1,4.0,21.0,2,4.0
1,1,4,None,55,None,5,1,1.0,19.0,2,4.0
1,2,3,None,17,1.0,1,1,1.0,21.0,2,4.0
6,2,4,500.56241885971394,6,1.0,1,1,1.0,16.0,2,4.0
1,2,3,-8500.0,53,None,1,1,1.0,8.0,2,4.0
1,2,3,-8500.0,37,2.0,1,1,None,19.0,2,4.0
1,2,4,41635.19008323009,29,None,1,1,6.0,18.0,2,4.0
1,1,4,-8500.0,39,None,1,1,6.0,21.0,2,None
1,2,4,-8500.0,6,None,1,1,6.0,22.0,2,4.0
2,2,4,76010.82829245974,13,1.0,4,2,1.0,1.0,2,4.0
1,1,4,66214.5672445619,51,8.0,1,1,1.0,16.0,2,4.0
2,2,4,84386.85756367829,51,1.0,1,1,1.0,21.0,2,4.0
1,2,4,12817.029752517024,39,None,1,1,None,13.0,2,4.0
1,2,3,61027.17232970824,37,None,1,1,6.0,16.0,2,4.0
1,1,4,-6051.109432873462,13,None,1,1,4.0,21.0,2,4.0
1,1,4,160538.4413667598,6,1.0,1,1,None,22.0,2,None
2,2,4,-3127.8663673580304,9,1.0,1,1,5.0,16.0,2,4.0
9,2,4,-8500.0,21,None,1,1,4.0,None,2,4.0
6,1,4,9544.926224211304,13,1.0,1,1,1.0,19.0,2,4.0
1,1,4,None,36,None,1,1,5.0,16.0,1,4.0
1,2,2,-8500.0,19,1.0,1,1,6.0,21.0,2,4.0
1,2,4,59254.00174029485,56,None,1,1,1.0,19.0,2,4.0
1,1,4,61575.40848352091,4,1.0,1,1,6.0,19.0,2,4.0
2,1,3,121013.51432153884,48,1.0,1,1,1.0,5.0,2,4.0
1,1,4,27529.048334471827,6,8.0,5,1,1.0,16.0,2,4.0
1,2,4,-8500.0,36,3.0,1,2,None,17.0,2,4.0
1,1,3,11149.282528519034,37,7.0,1,1,1.0,16.0,2,4.0
9,2,3,-8500.0,40,4.0,1,1,1.0,21.0,2,4.0
1,2,4,-8500.0,55,None,1,1,1.0,16.0,2,4.0
1,1,4,103418.87301450988,22,None,1,1,6.0,20.0,2,4.0
1,1,4,88377.12973039424,6,None,1,1,1.0,21.0,2,4.0
1,2,3,138915.80609108123,45,1.0,1,1,None,1.0,2,4.0
1,1,4,159400.19583403607,6,3.0,1,1,6.0,19.0,2,4.0
1,2,4,6311.032857115832,72,None,1,1,None,12.0,2,4.0
1,2,3,72742.66030367512,53,2.0,1,1,1.0,17.0,2,4.0
1,1,4,13482.011731247943,6,1.0,1,1,5.0,20.0,2,4.0
1,1,4,59692.97071589308,51,None,1,1,4.0,4.0,2,4.0
1,1,4,-8500.0,36,1.0,1,1,6.0,14.0,2,4.0
1,2,4,12499.524478476897,18,1.0,1,1,1.0,21.0,2,4.0
1,1,4,168914.25339191093,13,6.0,1,1,1.0,22.0,2,4.0
1,2,4,None,36,3.0,1,1,1.0,16.0,2,4.0
1,2,4,-8500.0,36,1.0,1,1,4.0,11.0,2,4.0
2,2,3,9313.339093594544,37,2.0,1,2,6.0,21.0,2,4.0
1,2,4,121505.01389117845,6,1.0,1,1,6.0,21.0,2,4.0
9,2,4,-8500.0,36,1.0,1,1,6.0,21.0,2,4.0
1,2,3,192052.7219573287,37,1.0,1,1,None,18.0,2,4.0
9,2,4,None,13,4.0,1,1,None,16.0,2,4.0
1,2,4,-8500.0,36,1.0,1,1,1.0,20.0,2,4.0
1,2,4,51623.962747673264,39,1.0,1,1,1.0,21.0,2,4.0
1,1,4,4988.832542219745,13,1.0,1,1,None,22.0,2,4.0
1,1,4,84948.4567168868,39,1.0,1,1,6.0,20.0,2,4.0
1,2,4,13926.307414544875,56,1.0,1,1,4.0,16.0,2,4.0
1,1,4,None,18,1.0,1,1,1.0,20.0,2,4.0
2,2,4,-8500.0,36,1.0,1,1,4.0,21.0,2,None
1,2,4,19843.98641524172,13,None,1,1,1.0,22.0,2,4.0
8,1,4,126752.51572724093,36,6.0,3,1,1.0,20.0,2,4.0
2,1,4,4474.18091138039,18,1.0,1,1,6.0,20.0,2,4.0
1,2,4,87734.50407525575,36,1.0,1,1,1.0,16.0,2,4.0
1,1,4,-8500.0,56,8.0,1,1,1.0,21.0,2,4.0
1,2,4,128938.32451803962,6,1.0,1,1,1.0,19.0,2,4.0
8,1,3,-8500.0,48,1.0,1,1,6.0,19.0,1,4.0
1,1,4,139828.0509250752,6,1.0,1,1,1.0,16.0,2,4.0
1,1,4,196648.73763885305,18,3.0,1,1,1.0,17.0,2,4.0
2,1,4,-8500.0,51,1.0,1,1,None,19.0,2,4.0
1,2,4,99379.33722449811,39,1.0,1,1,1.0,22.0,2,4.0
1,1,4,87431.88739555611,6,1.0,1,1,None,24.0,2,4.0
1,1,4,-8500.0,18,None,1,1,5.0,17.0,2,4.0
1,2,4,17882.12996407752,4,None,1,1,None,14.0,2,4.0
1,2,4,11702.530050215522,4,None,1,1,1.0,16.0,2,4.0
1,1,3,118311.6359433506,53,1.0,1,1,1.0,16.0,2,4.0
1,2,4,4682.792125194646,39,None,1,1,6.0,18.0,2,4.0
1,2,3,11332.6050526099,48,None,1,1,None,1.0,2,4.0
1,1,4,28095.503472569784,13,None,1,1,1.0,20.0,2,4.0
1,1,2,67855.20523230231,41,1.0,1,1,5.0,5.0,2,4.0
1,1,4,None,36,None,1,1,None,19.0,2,4.0
1,2,4,33251.33991844802,6,None,1,1,6.0,4.0,2,2.0
1,2,3,-5208.826450300163,48,None,1,1,1.0,18.0,2,1.0
1,1,4,None,4,1.0,1,1,None,22.0,2,4.0
4,2,3,18540.53137361362,48,8.0,1,1,1.0,16.0,2,4.0
1,2,4,1144.2571725108864,42,None,1,1,6.0,1.0,2,4.0
4,1,4,-8500.0,13,1.0,1,1,6.0,20.0,1,4.0
1,1,3,77942.62602289862,53,1.0,1,1,1.0,21.0,2,4.0
5,1,4,None,6,3.0,1,2,None,18.0,2,4.0
6,2,3,None,48,1.0,1,1,4.0,4.0,2,None
6,1,4,69254.21962657421,22,8.0,5,2,1.0,19.0,2,4.0
4,2,4,None,13,None,1,1,6.0,20.0,2,4.0
1,2,2,88819.31015765222,41,None,1,1,None,23.0,2,4.0
2,1,4,97467.89630960996,42,None,1,1,None,24.0,2,4.0
1,1,4,43483.50227792456,56,1.0,1,1,1.0,20.0,1,4.0
9,2,4,42147.77292542809,13,1.0,1,1,1.0,19.0,2,4.0
1,2,3,54521.01861750957,37,1.0,1,1,1.0,16.0,2,4.0
1,1,4,77353.18513580943,9,None,1,1,2.0,23.0,2,None
1,1,4,-8500.0,56,None,1,1,None,3.0,2,None
1,2,4,-8500.0,36,None,1,1,5.0,22.0,2,4.0
1,2,4,-8500.0,39,None,1,1,6.0,21.0,2,4.0
1,2,2,64281.24022140854,46,1.0,1,1,None,22.0,2,4.0
2,1,3,None,45,1.0,1,1,6.0,19.0,2,4.0
1,2,4,16137.80556641274,18,1.0,1,1,6.0,21.0,2,4.0
1,1,4,None,13,2.0,1,1,6.0,2.0,2,4.0
8,2,4,23761.2382867769,4,1.0,1,2,6.0,21.0,2,4.0
1,2,3,None,53,1.0,1,1,6.0,21.0,2,4.0
1,1,4,41021.808693835366,6,None,1,1,6.0,19.0,2,4.0
9,1,4,34709.43633222244,22,2.0,1,1,6.0,1.0,2,4.0
9,1,4,None,39,None,1,1,4.0,5.0,2,2.0
2,2,4,-8500.0,39,1.0,3,1,1.0,19.0,2,4.0
1,1,4,75802.9465675857,18,1.0,1,1,1.0,20.0,2,None
1,2,4,38708.02418236176,4,1.0,1,1,6.0,19.0,2,4.0
1,1,3,None,48,1.0,1,1,1.0,19.0,2,4.0
1,1,4,85610.51660887184,6,None,1,1,1.0,19.0,2,4.0
1,1,4,28512.25563495232,51,1.0,1,1,1.0,18.0,2,4.0
8,2,4,38419.74996005587,36,1.0,1,1,1.0,20.0,1,4.0
1,2,4,40332.04875327828,42,None,1,1,1.0,16.0,2,4.0
9,1,4,66090.70297573098,39,1.0,1,1,1.0,8.0,2,4.0
8,1,4,None,9,None,1,1,5.0,18.0,1,4.0
9,1,4,-4198.089392898473,28,6.0,1,1,1.0,22.0,2,4.0
1,1,4,None,36,1.0,1,1,6.0,22.0,2,4.0
1,2,4,19575.29890899556,42,2.0,1,1,1.0,21.0,2,4.0
6,1,3,135432.32981162297,48,1.0,1,1,1.0,22.0,2,None
1,2,4,12157.667158285343,36,1.0,1,1,6.0,19.0,2,4.0
2,2,4,150820.9156303629,21,8.0,1,1,1.0,22.0,2,4.0
8,1,4,-8500.0,13,None,1,1,6.0,19.0,2,4.0
2,1,4,34937.74204224949,21,1.0,1,1,3.0,22.0,2,4.0
9,2,4,62387.1783894258,42,1.0,1,1,6.0,21.0,2,4.0
1,2,4,None,39,1.0,1,1,1.0,19.0,2,4.0
1,2,4,82718.16370842571,6,1.0,1,1,1.0,20.0,2,4.0
1,1,1,118257.14628195929,10,1.0,1,1,None,17.0,2,4.0
9,2,4,128916.77568897736,39,2.0,1,1,1.0,15.0,2,4.0
1,2,4,None,4,1.0,1,1,1.0,21.0,2,4.0
1,2,4,None,21,2.0,1,1,1.0,22.0,2,4.0
1,1,4,-8500.0,13,None,1,1,3.0,21.0,2,None
1,1,4,137616.22912909638,6,1.0,1,1,1.0,21.0,2,4.0
2,1,4,64935.51809103267,6,None,1,1,6.0,20.0,2,4.0
1,2,3,None,45,None,1,1,1.0,20.0,2,4.0
1,2,4,-8500.0,39,1.0,1,1,6.0,19.0,2,4.0
1,1,4,None,51,1.0,1,1,6.0,16.0,2,4.0
1,1,4,83199.92539121887,4,1.0,1,1,6.0,1.0,2,4.0
1,1,4,56870.95915295035,36,6.0,1,1,1.0,21.0,2,4.0
2,1,4,16234.454196110604,6,None,1,1,6.0,4.0,2,None
1,1,3,144985.0851875717,37,3.0,1,1,6.0,16.0,2,4.0
1,1,4,None,42,1.0,1,1,None,8.0,2,4.0
1,2,4,3620.7056331942586,6,None,1,1,4.0,21.0,2,4.0
9,1,4,None,39,None,1,1,None,4.0,2,None
8,2,4,108272.8178868953,39,None,1,1,6.0,2.0,2,4.0
1,2,4,51097.17517500724,36,1.0,1,1,1.0,17.0,2,4.0
1,2,4,40669.113132977,39,None,1,1,1.0,22.0,2,4.0
1,2,4,-8500.0,36,1.0,1,1,None,21.0,2,4.0
1,1,4,57294.32438395217,51,1.0,1,1,6.0,16.0,2,4.0
1,2,4,-8500.0,6,None,1,1,6.0,4.0,2,None
1,1,3,35323.8839084783,53,1.0,1,1,6.0,21.0,2,4.0
1,2,4,65207.09616892411,6,2.0,1,1,None,21.0,2,4.0
1,1,3,-8500.0,53,None,1,1,6.0,18.0,2,4.0
1,2,3,11118.62646078314,8,1.0,1,1,1.0,21.0,1,4.0
2,1,4,9583.008857022423,36,None,1,1,1.0,22.0,2,4.0
1,1,3,57095.08938094334,8,2.0,1,1,6.0,3.0,2,4.0
6,2,4,None,36,None,1,1,6.0,16.0,2,4.0
9,2,4,104325.2241141911,6,6.0,1,1,1.0,14.0,2,4.0
8,1,4,113394.47897826832,6,None,1,1,6.0,None,2,1.0
1,2,4,-8500.0,21,None,1,1,None,22.0,2,4.0
9,2,4,-8500.0,42,2.0,1,1,1.0,19.0,2,4.0
1,1,3,-5494.524577384269,8,1.0,1,1,6.0,16.0,2,4.0
9,1,4,95276.78174894268,39,1.0,5,1,6.0,20.0,2,4.0
4,2,4,None,13,None,1,1,3.0,20.0,2,4.0
8,1,4,26830.87260907976,39,5.0,2,1,6.0,22.0,2,4.0
1,1,4,87981.71942357546,6,None,5,1,1.0,1.0,2,4.0
1,2,3,118830.16256545734,48,1.0,1,1,4.0,12.0,2,4.0
1,2,2,-3184.505431331781,41,1.0,1,1,None,4.0,2,4.0
1,2,3,-8500.0,16,None,1,1,1.0,24.0,2,1.0
1,1,4,-8500.0,56,1.0,1,1,1.0,19.0,2,4.0
1,1,3,87347.90809095232,37,None,1,1,5.0,12.0,2,4.0
1,2,4,105160.5532869233,13,None,1,1,1.0,19.0,2,4.0
1,2,4,8802.628554527138,51,1.0,1,1,1.0,19.0,2,4.0
2,2,4,40682.9781519109,6,1.0,1,2,None,18.0,2,4.0
1,2,3,65505.95335783514,53,1.0,1,1,1.0,22.0,2,4.0
1,2,3,None,37,2.0,1,1,6.0,16.0,2,4.0
1,1,4,-8500.0,36,None,1,1,6.0,21.0,2,4.0
1,1,4,45336.62030315597,36,None,1,1,None,18.0,2,4.0
1,1,4,None,42,1.0,1,1,None,18.0,2,4.0
1,1,4,41428.66569366471,28,None,1,1,None,21.0,2,4.0
1,1,4,113607.41145451849,4,5.0,1,1,1.0,21.0,2,4.0
1,1,4,44964.67306985709,9,1.0,1,1,6.0,21.0,2,4.0
1,1,4,-8500.0,20,None,1,1,6.0,None,2,4.0
1,1,4,-8500.0,51,None,1,1,None,1.0,2,4.0
6,1,4,59926.25190792094,36,None,1,1,1.0,22.0,2,1.0
1,2,3,31268.98925491928,48,None,1,1,6.0,19.0,2,4.0
1,2,4,None,6,None,1,1,1.0,4.0,1,4.0
8,1,4,-110.7093813184838,6,6.0,5,1,4.0,11.0,2,None
1,1,4,64721.01134589393,6,1.0,1,1,1.0,17.0,2,None
1,2,4,80526.13221619623,13,1.0,1,1,6.0,16.0,2,4.0
1,1,4,92507.63312042436,51,None,1,1,6.0,21.0,2,4.0
1,2,3,26818.727719142305,45,1.0,1,1,1.0,21.0,2,4.0
1,2,4,108000.20313760468,36,1.0,1,1,6.0,21.0,2,4.0
1,1,4,-8500.0,18,1.0,1,1,None,11.0,1,4.0
1,1,4,63791.33246454004,56,1.0,1,1,1.0,16.0,2,4.0
2,1,4,78026.3667292567,36,None,1,1,None,8.0,2,1.0
1,2,4,None,36,6.0,1,1,1.0,21.0,2,4.0
1,2,4,-8500.0,15,None,1,1,4.0,None,2,4.0
1,2,3,72669.38043121781,23,1.0,1,1,6.0,19.0,2,4.0
8,2,4,90198.25713354282,32,1.0,5,2,4.0,21.0,2,4.0
1,1,3,-8500.0,8,1.0,1,1,6.0,20.0,2,4.0
1,1,3,71989.37620176136,48,None,1,1,None,22.0,1,4.0
1,2,4,91307.10874529953,13,None,1,1,4.0,18.0,2,4.0
9,2,3,16710.638484791485,37,1.0,1,1,None,22.0,2,4.0
1,1,3,103235.71812028695,45,8.0,1,1,1.0,19.0,2,4.0
1,2,3,3986.864286868178,48,4.0,1,1,1.0,16.0,2,4.0
1,2,4,78680.74285530692,56,1.0,1,1,6.0,21.0,2,4.0
1,1,4,110483.49074551652,42,None,1,1,6.0,8.0,2,4.0
1,2,4,128853.36209730525,42,1.0,1,1,6.0,22.0,2,None
1,1,3,98677.56215297277,37,None,1,1,5.0,21.0,2,4.0
1,1,3,118211.53545456185,48,1.0,1,1,1.0,20.0,2,4.0
1,1,4,None,21,9.0,1,1,1.0,3.0,2,4.0
1,1,4,None,39,None,1,1,6.0,18.0,2,4.0
1,2,3,127351.87185236986,53,None,1,1,6.0,21.0,2,4.0
1,1,4,37812.22844260855,39,None,1,1,1.0,21.0,2,4.0
2,2,3,29580.19592258772,48,None,1,1,None,18.0,1,None
9,1,2,-8500.0,41,None,1,1,6.0,16.0,2,4.0
1,2,4,8696.369188103148,6,1.0,1,1,6.0,11.0,2,4.0
4,2,4,-2702.669797710456,56,1.0,4,1,1.0,21.0,2,4.0
1,2,3,-8500.0,8,None,1,1,1.0,20.0,2,4.0
1,2,4,44503.41881814754,18,None,1,1,None,18.0,2,4.0
1,1,3,88512.69177061401,48,1.0,3,1,5.0,19.0,2,4.0
1,1,4,152226.1797495932,6,None,1,1,None,18.0,2,4.0
1,1,4,33377.06512316929,6,None,1,1,1.0,4.0,2,4.0
1,2,4,-8500.0,6,1.0,1,1,1.0,22.0,2,4.0
1,2,4,None,21,None,1,1,1.0,21.0,2,4.0
4,1,4,44093.17798582854,6,1.0,1,1,None,21.0,2,4.0
1,2,3,None,48,1.0,1,1,6.0,19.0,2,4.0
1,1,4,130117.21216827194,51,1.0,1,1,1.0,19.0,2,4.0
1,1,4,-8500.0,56,None,1,1,6.0,21.0,2,4.0
9,2,4,118003.36481896578,42,None,4,1,6.0,None,2,4.0
8,1,3,-8500.0,48,None,1,1,1.0,24.0,2,4.0
1,1,4,71384.34008255623,54,None,1,1,6.0,24.0,2,4.0
